,fid,lat,long,UN_cur_perc,NCP_cur
0,8845,65.5,25.5,0.0,0.3333332935969035
1,9204,64.5,24.5,2.0637173191904078e-05,0.8590453863143921
2,9205,64.5,25.5,0.001022821697324869,0.5225115219751993
3,9206,64.5,26.5,2.7153848934058883e-05,0.8966132799784342
4,9207,64.5,27.5,0.0,0.9999999602635702
5,9208,64.5,28.5,4.4888928242986116e-11,0.3297658363978068
6,9561,63.5,21.5,5.98859236375611e-05,0.7317838271458944
7,9562,63.5,22.5,0.0008925909206311823,0.6008152763048807
8,9563,63.5,23.5,0.0004425779897635825,0.7182073791821798
9,9564,63.5,24.5,0.0004127470244452415,0.5892054041226705
10,9565,63.5,25.5,0.0003944930820475801,0.6947290897369385
11,9566,63.5,26.5,5.357467710272688e-06,0.986395537853241
12,9567,63.5,27.5,1.097741426975042e-06,0.9968998630841573
13,9568,63.5,28.5,8.862254838565331e-09,0.9945438305536906
14,9569,63.5,29.5,9.115334416362597e-08,0.9869832396507263
15,9570,63.5,30.5,0.0,0.9999999602635702
16,9921,62.5,21.5,2.4361811295646023e-09,0.9973669250806173
17,9922,62.5,22.5,0.0,0.3333333333333333
18,9923,62.5,23.5,0.0006209941098694725,0.6565234065055847
19,9924,62.5,24.5,0.001909346777623328,0.5980489651362101
20,9925,62.5,25.5,0.00019170960038836544,0.7952122886975607
21,9926,62.5,26.5,7.436484860084174e-09,0.9769361615180969
22,9927,62.5,27.5,3.193525210799636e-09,0.9947511951128641
23,9928,62.5,28.5,1.8432601044073469e-10,0.9989834626515707
24,9929,62.5,29.5,0.0,1.00000003973643
25,9930,62.5,30.5,2.970220114542038e-11,0.999894360701243
26,9931,62.5,31.5,1.0603295413054699e-05,0.9607712229092916
27,10281,61.5,21.5,0.0,1.00000003973643
28,10282,61.5,22.5,0.0,0.9999999205271403
29,10283,61.5,23.5,0.0,0.0
30,10284,61.5,24.5,0.0,0.0
31,10285,61.5,25.5,5.818927850449779e-08,0.9954211314519247
32,10286,61.5,26.5,0.0,0.0
33,10287,61.5,27.5,0.0,0.9999999403953552
34,10288,61.5,28.5,0.0,0.9999999602635702
35,10289,61.5,29.5,0.0,0.0
36,10290,61.5,30.5,0.0,0.0
37,10641,60.5,21.5,4.803124426212434e-08,0.9879897038141886
38,10642,60.5,22.5,5.927546514767561e-08,0.9404908219973246
39,10643,60.5,23.5,0.0,1.00000003973643
40,10644,60.5,24.5,0.0,0.9999999602635702
41,10645,60.5,25.5,0.0,0.999999980131785
42,10646,60.5,26.5,0.0,0.3333333333333333
43,10647,60.5,27.5,0.0,1.00000003973643
44,10648,60.5,28.5,0.0,0.0
45,11003,59.5,23.5,7.171359276042974e-11,0.33221354087193805
46,11004,59.5,24.5,9.366926465686603e-09,0.3090360164642334
47,9582,63.5,42.5,0.0010316094586868068,0.6088880697886149
48,9932,62.5,32.5,0.0011224277954056622,0.7183249195416769
