,fid,long,lat,iso3,SSP1,SSP3,SSP5
3233,18823,37.5,-76.5,USA18061.0,-0.2158197641774284,-13.573834924199888,9.078467153284672
3234,18824,37.5,-75.5,USA18062.0,-6.4784096549201955,-15.490713408740628,3.117734646430344
3235,19138,36.5,-121.5,USA18063.0,-28.02291495028069,-17.801237713869675,-19.676968175809016
3236,19139,36.5,-120.5,USA18064.0,100.0,100.0,100.0
3237,19140,36.5,-119.5,USA18065.0,100.0,100.0,100.0
3238,19141,36.5,-118.5,USA18066.0,0.0,0.0,0.0
3239,19142,36.5,-117.5,USA18067.0,26.892006438846217,44.29891964019263,26.78074805818776
3240,19143,36.5,-116.5,USA18068.0,100.0,100.0,100.0
3241,19144,36.5,-115.5,USA18069.0,0.0,0.0,0.0
3242,19145,36.5,-114.5,USA18070.0,0.0,0.0,0.0
3243,19146,36.5,-113.5,USA18071.0,21.400279984021477,45.82582690653644,21.284975510395036
3244,19147,36.5,-112.5,USA18072.0,23.678137270204473,49.4664203081576,23.5306160922243
3245,19148,36.5,-111.5,USA18073.0,100.0,100.0,100.0
3246,19149,36.5,-110.5,USA18074.0,23.97897734586497,54.698914441549576,23.707562787068294
3247,19150,36.5,-109.5,USA18075.0,0.0,0.0,0.0
3248,19151,36.5,-108.5,USA18076.0,0.0,0.0,0.0
3249,19152,36.5,-107.5,USA18077.0,0.0,0.0,0.0
3250,19153,36.5,-106.5,USA18078.0,0.0,0.0,0.0
3251,19154,36.5,-105.5,USA18079.0,59.35064273823886,140.49434766559224,56.46719552848231
3252,19155,36.5,-104.5,USA18080.0,56.238365745547746,141.9820693839207,53.2518451109071
3253,19156,36.5,-103.5,USA18081.0,32.52404545433557,94.15502680439029,30.45468187967807
3254,19157,36.5,-102.5,USA18082.0,19.190251398092535,42.569239747937026,18.211648185496284
3255,19158,36.5,-101.5,USA18083.0,0.0,0.0,100.0
3256,19159,36.5,-100.5,USA18084.0,0.0,0.0,0.0
3257,19160,36.5,-99.5,USA18085.0,6.944769056878484,-100.0,6.209889078334834
3258,19161,36.5,-98.5,USA18086.0,27.598703959263325,34.712641949659854,26.592433130243766
3259,19162,36.5,-97.5,USA18087.0,12.971620794514397,30.712944166945242,12.163670159765253
3260,19163,36.5,-96.5,USA18088.0,17.096651883295507,36.7675222690416,16.192678632998245
3261,19164,36.5,-95.5,USA18089.0,0.0,0.0,0.0
3262,19165,36.5,-94.5,USA18090.0,7.876281643462693,40.80767580523458,7.103966621787569
3263,19166,36.5,-93.5,USA18091.0,15.61004817392921,42.88819383308089,14.795028406760755
3264,19167,36.5,-92.5,USA18092.0,100.0,100.0,100.0
3265,19168,36.5,-91.5,USA18093.0,8.894097971424301,40.34180686132441,7.893998901838832
3266,19169,36.5,-90.5,USA18094.0,0.0,0.0,0.0
3267,19170,36.5,-89.5,USA18095.0,0.0,0.0,0.0
3268,19171,36.5,-88.5,USA18096.0,0.0,100.0,0.0
3269,19172,36.5,-87.5,USA18097.0,8.498823848728852,48.22672577580747,3.206708585904279
3270,19173,36.5,-86.5,USA18098.0,36.22761131456948,99.62457873298027,29.052953872951818
3271,19174,36.5,-85.5,USA18099.0,91.51495663071799,193.76834537119487,80.65078658355596
3272,19175,36.5,-84.5,USA18100.0,84.4246397747898,185.41675000926028,72.79060636367004
3273,19176,36.5,-83.5,USA18101.0,56.50168267257654,85.37579687542751,46.54507647268051
3274,19177,36.5,-82.5,USA18102.0,58.10502715504258,158.67734831144517,38.70932831176983
3275,19178,36.5,-81.5,USA18103.0,82.70771560721298,193.1209479639657,66.5978680523517
3276,19179,36.5,-80.5,USA18104.0,66.99225425760758,150.19649188440053,57.50044637922679
3277,19180,36.5,-79.5,USA18105.0,-3.2088618127356,24.10661958888945,-10.509293760988633
3278,19181,36.5,-78.5,USA18416.0,-27.73033028493689,6.909908548106719,-29.302395888443804
3279,19182,36.5,-77.5,USA18417.0,-31.076865250892688,7.874459688028566,-32.53899642924262
3280,19183,36.5,-76.5,USA18418.0,-37.16699993549636,-12.249242082177643,-36.96381345546023
3281,19184,36.5,-75.5,USA18419.0,0.0,0.0,0.0
3282,19498,35.5,-121.5,USA18420.0,-20.49469964664311,-5.8672329660510485,-19.530366063813123
3283,19499,35.5,-120.5,USA18421.0,-13.085708731496636,-3.75540852463008,-12.971230134379807
3284,19500,35.5,-119.5,USA18422.0,-17.14164431011648,-4.92308214758719,-16.915475260637756
3285,19501,35.5,-118.5,USA18423.0,-18.3881818618105,-5.128988207166448,-18.31052280253221
3286,19502,35.5,-117.5,USA18424.0,-14.874983463421087,-2.550601931472417,-14.732107421616616
3287,19504,35.5,-115.5,USA18425.0,-13.475760065735415,-0.9695973705834018,-13.3278553820871
3288,19505,35.5,-114.5,USA18426.0,-36.285714285714285,-11.428571428571429,-35.714285714285715
3289,19506,35.5,-113.5,USA18427.0,-16.259931895573214,-2.014755959137344,-16.203178206583427
3290,19507,35.5,-112.5,USA18428.0,-23.210542078466606,-6.55884995507637,-22.461814914645103
3291,19508,35.5,-111.5,USA18429.0,-25.548475193445608,-7.563343953876498,-24.60324685176756
3292,19509,35.5,-110.5,USA18430.0,-23.82026545286097,-6.984753579988318,-23.355018025820225
3293,19510,35.5,-109.5,USA18431.0,-14.956289027653881,-0.5031222123104371,-14.776092774308653
3294,19511,35.5,-108.5,USA18432.0,-10.689014845987092,-3.161670758979008,-10.667857157529603
3295,19512,35.5,-107.5,USA18433.0,-21.52673981991178,-6.683721937610303,-21.384564908315408
3296,19513,35.5,-106.5,USA18434.0,-13.274372545671845,-3.8446303568379716,-13.114905241591257
3297,19514,35.5,-105.5,USA18435.0,-6.416046115936362,-1.7018607811293216,-6.271062753212766
3298,19515,35.5,-104.5,USA18436.0,-12.720955488042938,-3.6385013395321284,-12.550877539389425
3299,19516,35.5,-103.5,USA18437.0,-17.332426173311177,-5.088906043517513,-17.164950476913212
3300,19517,35.5,-102.5,USA18438.0,-15.89977390742627,-4.609741856940545,-15.695731570970707
3301,19518,35.5,-101.5,USA18439.0,-15.988843275668797,-4.6463628927197265,-15.770518374890175
3302,19519,35.5,-100.5,USA18440.0,-13.747865176843867,-3.9750605141525246,-13.601892106631611
3303,19520,35.5,-99.5,USA18441.0,-8.629354085333356,-2.3779296240288748,-8.515050544003397
3304,19521,35.5,-98.5,USA18442.0,13.697703562568428,4.590235671316752,13.735759006029276
3305,19522,35.5,-97.5,USA18443.0,3.6499586155447084,1.4529458540170959,3.6895349134867814
3306,19523,35.5,-96.5,USA18444.0,-14.824328835994422,-4.423987116793338,-14.722304051532827
3307,19524,35.5,-95.5,USA18445.0,100.0,100.0,0.0
3308,19525,35.5,-94.5,USA18446.0,0.0,0.0,0.0
3309,19526,35.5,-93.5,USA18447.0,0.0,0.0,0.0
3310,19527,35.5,-92.5,USA18448.0,0.0,0.0,0.0
3311,19528,35.5,-91.5,USA18449.0,2.781140097612808,1.1487100624137714,2.762810261983452
3312,19529,35.5,-90.5,USA18450.0,0.25377156219981567,0.3138189971373914,0.23387785545841328
3313,19530,35.5,-89.5,USA18451.0,0.0,0.0,0.0
3314,19531,35.5,-88.5,USA18452.0,3.982676124451441,1.4763585403898125,3.9732996333930566
3315,19532,35.5,-87.5,USA18453.0,0.0,0.0,0.0
3316,19533,35.5,-86.5,USA18454.0,0.0,0.0,0.0
3317,19534,35.5,-85.5,USA18455.0,5.038381635213521,-10.206702797402848,11.17308439740734
3318,19535,35.5,-84.5,USA18456.0,3.2286688624122224,-11.998764592075991,9.487651556393375
3319,19536,35.5,-83.5,USA18457.0,-27.842009013627564,-40.24314349623667,-21.85983222512134
3320,19537,35.5,-82.5,USA18458.0,-15.611616730589908,-29.206803289409837,-9.383425526259161
3321,19538,35.5,-81.5,USA18459.0,-17.818704908777857,-25.914481627995283,-10.728471233030833
3322,19539,35.5,-80.5,USA18460.0,-17.757713934267674,-25.71873548186566,-11.193409242337319
3323,19540,35.5,-79.5,USA18461.0,-21.270401679557562,-26.52197246754211,-14.376148662446395
3324,19541,35.5,-78.5,USA18462.0,-35.5469974967678,-28.856930652215773,-29.120017605149506
3325,19542,35.5,-77.5,USA18463.0,-35.976521712958785,-29.29599866645367,-28.59056191845457
3326,19543,35.5,-76.5,USA18464.0,-24.29591008162742,-25.791700500021367,-17.14175819479465
3327,19544,35.5,-75.5,USA18777.0,0.0,0.0,0.0
3328,19859,34.5,-120.5,USA18778.0,0.0,0.0,0.0
3329,19860,34.5,-119.5,USA18779.0,0.0,0.0,0.0
3330,19861,34.5,-118.5,USA18780.0,100.0,0.0,100.0
3331,19862,34.5,-117.5,USA18781.0,117.68036773033108,92.2323629338485,139.75084937712344
3332,19863,34.5,-116.5,USA18782.0,161.59061510326063,137.45929791694545,182.662027744324
3333,19864,34.5,-115.5,USA18783.0,40.5899836439423,16.555674593426968,60.344702690661364
3334,19865,34.5,-114.5,USA18784.0,38.57050246248222,14.459463382066938,58.50064343837989
3335,19866,34.5,-113.5,USA18785.0,-7.142857142857143,-35.714285714285715,14.285714285714286
3336,19867,34.5,-112.5,USA18786.0,-16.87100213219616,-34.62153518123667,4.104477611940299
3337,19868,34.5,-111.5,USA18787.0,26.507545241387604,0.19238862502254553,50.36373474418325
3338,19869,34.5,-110.5,USA18788.0,4.995098039215686,-26.41176470588235,34.10294117647059
3339,19870,34.5,-109.5,USA18789.0,11.724137931034482,-17.829206202267994,38.06526267067808
3340,19871,34.5,-108.5,USA18790.0,8.310013991605038,-22.501499100539675,36.358185088946634
3341,19873,34.5,-106.5,USA18791.0,3.9037741284932297,-28.133102852203976,31.791990780754826
3342,19874,34.5,-105.5,USA18792.0,29.250176981907227,3.6057887590376825,51.38277995056112
3343,19875,34.5,-104.5,USA18793.0,30.52761021330984,4.940112512950608,52.35337974573235
3344,19876,34.5,-103.5,USA18794.0,6.476741598041397,-23.50322724237703,35.744491431115065
3345,19877,34.5,-102.5,USA18795.0,0.0,0.0,0.0
3346,19878,34.5,-101.5,USA18796.0,0.0,0.0,0.0
3347,19879,34.5,-100.5,USA18797.0,0.0,0.0,0.0
3348,19880,34.5,-99.5,USA18798.0,0.0,0.0,0.0
3349,19881,34.5,-98.5,USA18799.0,23.905064839735747,-3.29616554231186,47.34174560453004
3350,19882,34.5,-97.5,USA18800.0,0.0,0.0,0.0
3351,19883,34.5,-96.5,USA18801.0,0.0,0.0,0.0
3352,19884,34.5,-95.5,USA18802.0,24.239343305971083,-2.208425351056294,47.065711071294636
3353,19885,34.5,-94.5,USA18803.0,34.940925128285514,10.53585997313753,55.38205392207509
3354,19886,34.5,-93.5,USA18804.0,31.304206812094236,5.862397411307263,52.964750310818346
3355,19887,34.5,-92.5,USA18805.0,16.785115100195135,-11.008863831104774,41.21933481663894
3356,19888,34.5,-91.5,USA18806.0,16.945711873571177,-10.978096927498838,41.46121666872196
3357,19889,34.5,-90.5,USA18807.0,15.077714328933933,-100.0,41.15172257308172
3358,19890,34.5,-89.5,USA18808.0,0.0,0.0,0.0
3359,19891,34.5,-88.5,USA18809.0,0.0,0.0,0.0
3360,19892,34.5,-87.5,USA18810.0,0.0,0.0,0.0
3361,19893,34.5,-86.5,USA18811.0,0.0,0.0,0.0
3362,19894,34.5,-85.5,USA18812.0,35.756578748419955,11.536959868609832,56.05075509698022
3363,19895,34.5,-84.5,USA18813.0,22.278315268785917,-5.539026696733833,46.521422855895835
3364,19896,34.5,-83.5,USA18814.0,28.71598677549704,4.0935033285249665,49.6434939208501
3365,19897,34.5,-82.5,USA18815.0,29.0733451979205,3.6190808906171923,50.754327161934434
3366,19898,34.5,-81.5,USA18816.0,29.809937397777905,3.943859422963816,51.89055487966999
3367,19899,34.5,-80.5,USA18817.0,25.955658967728418,-0.7812887680779855,48.987963631752194
3368,19900,34.5,-79.5,USA18818.0,30.489631986514905,4.279426427847386,52.840370798720656
3369,19901,34.5,-78.5,USA18819.0,33.31762720144071,7.804610858557321,54.89657648855852
3370,19902,34.5,-77.5,USA18820.0,35.1096750165815,10.078761245254832,56.15265997920251
3371,19903,34.5,-76.5,USA18821.0,100.0,0.0,100.0
3372,20222,33.5,-117.5,USA18822.0,0.0,0.0,0.0
3373,20223,33.5,-116.5,USA18823.0,13.067497332461365,-8.343372457233333,31.373696348053556
3374,20224,33.5,-115.5,USA18824.0,8.470726274935252,-5.308907484739986,23.19020882744429
3375,20225,33.5,-114.5,USA19138.0,13.976298437454505,22.900992903295826,14.501311606459828
3376,20226,33.5,-113.5,USA19139.0,26.467948222399738,-2.4482266944966975,41.55457348760103
3377,20227,33.5,-112.5,USA19140.0,39.61677887105127,77.26566545831176,37.700673226307615
3378,20228,33.5,-111.5,USA19141.0,29.74529963575635,58.876235642868814,27.843281306490898
3379,20229,33.5,-110.5,USA19142.0,27.716869525015053,59.712002664593655,25.823566367210585
3380,20230,33.5,-109.5,USA19143.0,31.59379226141871,52.21127596111915,29.829559683979365
3381,20231,33.5,-108.5,USA19144.0,28.842139213968828,57.33448854850797,26.945077739867887
3382,20232,33.5,-107.5,USA19145.0,25.272610756692462,56.27905477215176,23.463897280368688
3383,20233,33.5,-106.5,USA19146.0,25.970317273587987,57.114312101351295,24.121595900881577
3384,20234,33.5,-105.5,USA19147.0,31.181549593581305,57.23368001030962,29.275367160987624
3385,20235,33.5,-104.5,USA19148.0,100.0,100.0,100.0
3386,20236,33.5,-103.5,USA19149.0,0.0,0.0,0.0
3387,20237,33.5,-102.5,USA19150.0,0.0,0.0,0.0
3388,20238,33.5,-101.5,USA19151.0,22.280194868283473,27.958648321042258,21.652436316193683
3389,20239,33.5,-100.5,USA19152.0,0.0,0.0,0.0
3390,20240,33.5,-99.5,USA19153.0,3.5432300032765136,5.233431628747013,8.74309734442553
3391,20241,33.5,-98.5,USA19154.0,-32.951874936139774,-21.078982323490344,-22.478798406048842
3392,20242,33.5,-97.5,USA19155.0,-19.695310166284976,-5.974310465000498,-9.937269740117495
3393,20243,33.5,-96.5,USA19156.0,100.0,100.0,100.0
3394,20244,33.5,-95.5,USA19157.0,5.90172347431895,-10.439207971603302,13.894709831929179
3395,20245,33.5,-94.5,USA19158.0,115.78327444051826,138.24106792304673,122.85041224970554
3396,20246,33.5,-93.5,USA19159.0,-15.510965935604293,-3.5464302379841346,-6.504899673355109
3397,20247,33.5,-92.5,USA19160.0,15.870115787675557,-6.041160699033741,24.426817584278425
3398,20248,33.5,-91.5,USA19161.0,0.0,0.0,0.0
3399,20249,33.5,-90.5,USA19162.0,0.0,0.0,0.0
3400,20250,33.5,-89.5,USA19163.0,0.0,0.0,0.0
3401,20251,33.5,-88.5,USA19164.0,10.755726944307163,41.529134154235955,10.686467636064958
3402,20252,33.5,-87.5,USA19165.0,0.0,0.0,0.0
3403,20253,33.5,-86.5,USA19166.0,0.0,0.0,0.0
3404,20254,33.5,-85.5,USA19167.0,0.0,0.0,0.0
3405,20255,33.5,-84.5,USA19168.0,36.547037579260994,75.64844728739052,34.82442740299546
3406,20256,33.5,-83.5,USA19169.0,55.869352231584365,77.78715072799257,53.48121272598368
3407,20257,33.5,-82.5,USA19170.0,100.0,100.0,100.0
3408,20258,33.5,-81.5,USA19171.0,100.0,100.0,100.0
3409,20259,33.5,-80.5,USA19172.0,0.0,100.0,0.0
3410,20260,33.5,-79.5,USA19173.0,100.0,100.0,100.0
3411,20261,33.5,-78.5,USA19174.0,82.53952979244228,185.88272176679678,78.5542230268183
3412,20587,32.5,-112.5,USA19175.0,83.1767360926847,179.5466035064003,79.23154698894788
3413,20588,32.5,-111.5,USA19176.0,74.36122591661108,171.7623333360009,70.51610457845385
3414,20589,32.5,-110.5,USA19177.0,100.0,100.0,100.0
3415,20590,32.5,-109.5,USA19178.0,0.0,0.0,0.0
3416,20591,32.5,-108.5,USA19179.0,15.419990614734866,44.50690310948653,14.561979796981896
3417,20592,32.5,-107.5,USA19180.0,0.0,0.0,100.0
3418,20593,32.5,-106.5,USA19181.0,16.07336908521808,42.05976075912697,15.21461729232465
3419,20594,32.5,-105.5,USA19182.0,19.998486782533565,37.459503127722876,19.05355569494512
3420,20595,32.5,-104.5,USA19183.0,18.41266711393002,27.630438825568085,17.469305165778536
3421,20596,32.5,-103.5,USA19184.0,15.3503671462272,31.592602358756334,14.494340639026014
3422,20597,32.5,-102.5,USA19498.0,13.451103357917827,37.59013087193982,12.628332523664414
3423,20598,32.5,-101.5,USA19499.0,0.0,0.0,0.0
3424,20599,32.5,-100.5,USA19500.0,0.0,0.0,0.0
3425,20600,32.5,-99.5,USA19501.0,11.703909697055957,43.79824167642905,10.767815890602932
3426,20601,32.5,-98.5,USA19502.0,15.009547664880827,44.4731776329522,14.157215638070058
3427,20602,32.5,-97.5,USA19504.0,15.010234347406094,43.269161209057295,14.168294374726056
3428,20603,32.5,-96.5,USA19505.0,22.434350770775648,41.81880308503368,21.44525395526079
3429,20604,32.5,-95.5,USA19506.0,14.85503092887505,45.55848515001307,13.84476410141186
3430,20605,32.5,-94.5,USA19507.0,5.2960772696276255,43.94318804288285,1.4504823762199144
3431,20606,32.5,-93.5,USA19508.0,7.660301962965252,47.488619744999895,2.558755072195102
3432,20607,32.5,-92.5,USA19509.0,43.14812675676716,112.28774402217859,35.40535597397097
3433,20608,32.5,-91.5,USA19510.0,97.153110400735,210.33793907108372,85.41216681803718
3434,20609,32.5,-90.5,USA19511.0,105.14583988257723,223.78195371390188,92.98290449449637
3435,20610,32.5,-89.5,USA19512.0,102.22654179183601,217.42517952095616,90.22420708230922
3436,20611,32.5,-88.5,USA19513.0,101.01555982735483,210.43457497612226,89.3867953042448
3437,20612,32.5,-87.5,USA19514.0,98.89199608866522,200.74847875235895,87.46333123649251
3438,20613,32.5,-86.5,USA19515.0,69.44050201099202,153.52671144896712,60.126555623407526
3439,20614,32.5,-85.5,USA19516.0,1.3712666619146054,20.628697697626347,-2.550965856440231
3440,20615,32.5,-84.5,USA19517.0,-23.279298782902554,8.296151578354499,-25.304274361749876
3441,20616,32.5,-83.5,USA19518.0,-29.498941675338557,5.33569067187688,-31.08518982592506
3442,20617,32.5,-82.5,USA19519.0,-27.063456911308762,15.101691466056957,-27.268156625207993
3443,20618,32.5,-81.5,USA19520.0,-28.659110994571183,13.978964542726452,-28.71106837980363
3444,20619,32.5,-80.5,USA19521.0,-32.680423803139206,9.140397391050133,-32.75300664334607
3445,20620,32.5,-79.5,USA19522.0,-38.63664328780608,-12.193921496247077,-38.45207333579427
3446,20955,31.5,-104.5,USA19523.0,-24.402009381549618,-7.501912904620912,-24.914335140889584
3447,20956,31.5,-103.5,USA19524.0,-30.763865505796335,-9.841743229592574,-100.0
3448,20957,31.5,-102.5,USA19525.0,-22.326460127647827,-8.651144662123025,-22.259875383674288
3449,20958,31.5,-101.5,USA19526.0,-21.629431249559516,-8.358587638311368,-21.629431249559516
3450,20959,31.5,-100.5,USA19527.0,-28.979225825736062,-8.548796891346585,-28.799880436407115
3451,20960,31.5,-99.5,USA19528.0,-21.804828634138104,-5.940823906803985,-21.855478642579772
3452,20961,31.5,-98.5,USA19529.0,-24.116041765543425,-7.3267679164689135,-24.110109159943047
3453,20962,31.5,-97.5,USA19530.0,-21.13492621222769,-6.307097680955727,-20.822206605762474
3454,20963,31.5,-96.5,USA19531.0,-1.011411019275571,-0.08628748645961627,-0.9727560059948658
3455,20964,31.5,-95.5,USA19532.0,-13.230432680059616,-4.002172324524537,-13.141648068171937
3456,20965,31.5,-94.5,USA19533.0,12.872343519753354,4.235393588306289,12.856562377699749
3457,20966,31.5,-93.5,USA19534.0,-8.281376118257782,-2.3131112928419983,-8.160258290191937
3458,20967,31.5,-92.5,USA19535.0,-16.519782346086828,-4.841516735618913,-16.38038121505618
3459,20968,31.5,-91.5,USA19536.0,-14.701145485003913,-4.293574460837263,-14.58450566058889
3460,20969,31.5,-90.5,USA19537.0,-10.90258712528963,-3.085394698168716,-10.795775372658973
3461,20970,31.5,-89.5,USA19538.0,-17.39123183027412,-5.097947644503006,-17.224441460750057
3462,20971,31.5,-88.5,USA19539.0,-9.938563697681106,-2.812867637447387,-9.790985856578914
3463,20972,31.5,-87.5,USA19540.0,-4.475539468539935,-1.1099620385667983,-4.37842882546569
3464,20973,31.5,-86.5,USA19541.0,11.139005799983405,3.7892688966020383,11.144259980286774
3465,20974,31.5,-85.5,USA19542.0,0.30211461339341206,0.40676540277645723,0.3364944756095027
3466,20975,31.5,-84.5,USA19543.0,3.237741260729181,1.264462915112712,3.2373169727904143
3467,20976,31.5,-83.5,USA19544.0,5.025975061168756,1.879997036867605,4.973448774198914
3468,20977,31.5,-82.5,USA19859.0,0.0,0.0,0.0
3469,20978,31.5,-81.5,USA19860.0,0.0,0.0,0.0
3470,21316,30.5,-103.5,USA19861.0,-2.4066525155225618,-0.47166573540214196,-2.435561208539301
3471,21317,30.5,-102.5,USA19862.0,0.0,0.0,0.0
3472,21318,30.5,-101.5,USA19863.0,0.0,0.0,0.0
3473,21319,30.5,-100.5,USA19864.0,0.0,0.0,0.0
3474,21320,30.5,-99.5,USA19865.0,0.0,0.0,0.0
3475,21321,30.5,-98.5,USA19866.0,0.0,0.0,0.0
3476,21322,30.5,-97.5,USA19867.0,-3.5789822976517316,-18.48615507700666,2.906071271888664
3477,21323,30.5,-96.5,USA19868.0,-1.2474920220667967,-16.108279087233708,5.015746076068403
3478,21324,30.5,-95.5,USA19869.0,-16.724364083150693,-30.723770505412766,-10.107321345553563
3479,21325,30.5,-94.5,USA19870.0,-51.56543865471844,-31.93568610096987,-44.4850094036951
3480,21326,30.5,-93.5,USA19871.0,-20.851067904186287,-26.322130209908604,-14.320296346861452
3481,21327,30.5,-92.5,USA19873.0,-35.87079073484461,-28.84658944855477,-29.637943599049493
3482,21328,30.5,-91.5,USA19874.0,-23.954153881761513,-26.95585832412217,-17.175626140878663
3483,21329,30.5,-90.5,USA19875.0,8.376350823297678,-21.29283445273586,15.265129550165826
3484,21330,30.5,-89.5,USA19876.0,-2.8057593398819805,-23.239473211549612,4.081141688647553
3485,21331,30.5,-88.5,USA19877.0,0.0,0.0,0.0
3486,21332,30.5,-87.5,USA19878.0,37.864988443262654,14.26803321167963,57.48017204997059
3487,21333,30.5,-86.5,USA19879.0,0.0,0.0,0.0
3488,21334,30.5,-85.5,USA19880.0,37.435087695417515,13.053470270221219,57.74376286051994
3489,21335,30.5,-84.5,USA19881.0,27.011002518648848,-0.07712608910473481,50.398283944517416
3490,21336,30.5,-83.5,USA19882.0,-0.823045267489712,-29.012345679012345,26.131687242798353
3491,21337,30.5,-82.5,USA19883.0,35.368880256505115,10.675638179800222,56.17369589345172
3492,21338,30.5,-81.5,USA19884.0,26.28577880652628,-0.6379495285948173,49.51730367526675
3493,21680,29.5,-99.5,USA19885.0,23.14270099977497,-4.122866235895458,46.92834410261356
3494,21681,29.5,-98.5,USA19886.0,31.015020705540262,7.148516307144432,51.2476415286978
3495,21682,29.5,-97.5,USA19887.0,17.75541056651814,-10.741565881604075,43.60677912157861
3496,21683,29.5,-96.5,USA19888.0,4.6735328410415855,-27.06956859696852,34.211037699183834
3497,21684,29.5,-95.5,USA19889.0,25.933016034703805,-1.2961239220920635,49.6408437099352
3498,21685,29.5,-94.5,USA19890.0,24.439478584729983,-3.1322160148975793,48.33519553072626
3499,21687,29.5,-92.5,USA19891.0,37.773593631288605,14.046950527973221,57.473656393485946
3500,21688,29.5,-91.5,USA19892.0,27.14901338171921,0.9185756407348605,50.027217056021776
3501,21689,29.5,-90.5,USA19893.0,3.4104181266059332,-23.96636299929923,34.2676944639103
3502,21690,29.5,-89.5,USA19894.0,24.024831867563375,-3.7558199689601657,48.07035695809623
3503,21696,29.5,-83.5,USA19895.0,0.0,0.0,0.0
3504,21697,29.5,-82.5,USA19896.0,100.0,0.0,100.0
3505,21698,29.5,-81.5,USA19897.0,24.792987188132166,-2.840188806473365,48.84962913014161
3506,21699,29.5,-80.5,USA19898.0,19.90011296747726,-8.521612462096439,44.91943635174505
3507,22041,28.5,-98.5,USA19899.0,0.0,0.0,0.0
3508,22042,28.5,-97.5,USA19900.0,37.06096813588437,12.533338104973092,57.536402392380886
3509,22043,28.5,-96.5,USA19901.0,24.14287268004632,-3.4445034451432117,48.168028303274966
3510,22044,28.5,-95.5,USA19902.0,12.034708249496981,-15.282133980352704,36.064918925316604
3511,22057,28.5,-82.5,USA19903.0,27.84179162055978,2.2462936831027145,49.781224937311556
3512,22058,28.5,-81.5,USA20221.0,21.573474143621105,-3.450435766531514,43.174562549672
3513,22059,28.5,-80.5,USA20222.0,32.096277274497574,7.250876298615971,53.09419695583202
3514,22401,27.5,-98.5,USA20223.0,0.0,0.0,0.0
3515,22402,27.5,-97.5,USA20224.0,0.0,0.0,0.0
3516,22417,27.5,-82.5,USA20225.0,0.0,0.0,100.0
3517,22418,27.5,-81.5,USA20226.0,100.0,0.0,0.0
3518,22419,27.5,-80.5,USA20227.0,21.67515183994284,-5.361927729291073,45.13920788036544
3519,22777,26.5,-82.5,USA20228.0,29.941873191956542,3.800469459851753,52.2725359251289
3520,22778,26.5,-81.5,USA20229.0,30.49601450525596,5.498759336346897,51.71591155056293
3521,22779,26.5,-80.5,USA20230.0,22.00108341113147,-5.630049675552943,45.99587381718013
3522,23139,25.5,-80.5,USA20231.0,10.597247706422019,-17.14770642201835,35.008715596330276
3523,15311,47.5,11.5,USA20232.0,34.24777891409136,9.34105286301055,55.24982427854266
3524,15312,47.5,12.5,USA20233.0,31.233825894306825,5.434388683916829,53.19835840100367
3525,15667,46.5,7.5,USA20234.0,34.702730186751964,9.925619985121722,55.522195706229084
3526,15668,46.5,8.5,USA20235.0,25.516149917272138,-1.8246791500514254,49.145210241534244
3527,15669,46.5,9.5,USA20236.0,27.014249242838847,-0.007306569322150939,50.258595247578086
3528,15670,46.5,10.5,USA20237.0,100.0,0.0,100.0
3529,15671,46.5,11.5,USA20238.0,0.0,0.0,0.0
3530,15672,46.5,12.5,USA20239.0,-11.990324809951623,-33.11448974890578,6.668970283344851
3531,15673,46.5,13.5,USA20240.0,3.8454302673831484,44.64530917190152,-5.316740369124977
3532,16026,45.5,6.5,USA20241.0,8.917336125643594,42.1198663112346,0.12803848411765545
3533,16027,45.5,7.5,USA20242.0,-8.824088460606188,39.88574477768884,-16.99982387397049
3534,16028,45.5,8.5,USA20243.0,5.346453123956017,43.26677730244921,-3.524393745406478
3535,16029,45.5,9.5,USA20244.0,13.634949815198947,38.41588066335319,6.026466342183334
3536,16030,45.5,10.5,USA20245.0,28.407292387481114,52.92182759834403,24.4026568272751
3537,16031,45.5,11.5,USA20246.0,30.01416979189299,59.69090960617425,28.1482915954241
3538,16032,45.5,12.5,USA20247.0,0.0,100.0,100.0
3539,16033,45.5,13.5,USA20248.0,0.0,100.0,100.0
3540,16386,44.5,6.5,USA20249.0,24.37616218935279,64.36847549016838,22.61189516698789
3541,16387,44.5,7.5,USA20250.0,27.396443995482638,62.09633635815045,25.619009244703733
3542,16388,44.5,8.5,USA20251.0,26.736511164702097,61.92852911405395,24.948806097555288
3543,16389,44.5,9.5,USA20252.0,28.819059355103718,59.589460070051565,27.07887184781824
3544,16390,44.5,10.5,USA20253.0,27.84919664662034,55.51719231405847,26.148549956587264
3545,16391,44.5,11.5,USA20254.0,28.253454652094245,60.58163725218124,26.517911443602717
3546,16392,44.5,12.5,USA20255.0,20.468009865201676,45.18875680189996,19.373018151449113
3547,16747,43.5,7.5,USA20256.0,8.611745046919845,34.735384448759504,8.062941444961048
3548,16748,43.5,8.5,USA20257.0,17.55027228544232,30.10507879750588,16.951383419369925
3549,16750,43.5,10.5,USA20258.0,-14.5992145992146,-18.805068805068807,-4.022704022704023
3550,16751,43.5,11.5,USA20259.0,-8.071239825051634,-16.752976552059287,2.2559531041185763
