,fid,lat,long,iso3,2015
2699,16042,45.5,22.5,AUT14953.0,2.1632008141294303
2700,16043,45.5,23.5,AUT14954.0,2.133791412415316
2701,16044,45.5,24.5,AUT14955.0,2.9636905310456423
2702,16045,45.5,25.5,AUT14956.0,0.8973198684811293
2703,16046,45.5,26.5,AUT15309.0,2.5823430428665084
2704,16047,45.5,27.5,AUT15310.0,2.259338477828967
2705,16048,45.5,28.5,AUT15313.0,2.108868413127627
2706,16049,45.5,29.5,AUT15314.0,0.6180109595558205
2707,16401,44.5,21.5,AUT15315.0,0.08149039667017702
2708,16402,44.5,22.5,AUT15674.0,0.06382703320344756
2709,16403,44.5,23.5,SVK14597.0,0.7409456062924895
2710,16404,44.5,24.5,SVK14598.0,0.5471999729043611
2711,16405,44.5,25.5,SVK14599.0,0.16142187515999423
2712,16406,44.5,26.5,SVK14600.0,0.1453929143328841
2713,16407,44.5,27.5,SVK14601.0,0.01732860629957852
2714,16408,44.5,28.5,SVK14602.0,0.0
2715,16762,43.5,22.5,MNG14671.0,0.00828359892048034
2716,16763,43.5,23.5,MNG14672.0,0.0020052610698944083
2717,16764,43.5,24.5,MNG14673.0,0.000712179463448587
2718,16765,43.5,25.5,MNG14674.0,0.0006498227362341946
2719,16766,43.5,26.5,MNG14678.0,0.46117394481258983
2720,16767,43.5,27.5,MNG14679.0,2.9439300123847025
2721,16768,43.5,28.5,MNG14680.0,0.056938255812762836
2722,14968,48.5,28.5,MNG14681.0,0.12440167079271285
2723,15329,47.5,29.5,MNG14682.0,0.011004321386834617
2724,15689,46.5,29.5,MNG14683.0,0.06923237687303199
2725,15690,46.5,30.5,MNG14684.0,0.20070661330506145
2726,15175,47.5,-124.5,MNG14685.0,4.638185264330823
2727,15176,47.5,-123.5,MNG14686.0,0.0
2728,15177,47.5,-122.5,MNG14694.0,0.0
2729,15178,47.5,-121.5,MNG15030.0,0.0
2730,15179,47.5,-120.5,MNG15031.0,0.0
2731,15180,47.5,-119.5,MNG15032.0,0.0
2732,15181,47.5,-118.5,MNG15034.0,0.0
2733,15182,47.5,-117.5,MNG15035.0,0.0
2734,15183,47.5,-116.5,MNG15036.0,0.0
2735,15184,47.5,-115.5,MNG15037.0,0.0
2736,15185,47.5,-114.5,MNG15038.0,0.0
2737,15186,47.5,-113.5,MNG15039.0,0.0
2738,15187,47.5,-112.5,MNG15040.0,0.0
2739,15188,47.5,-111.5,MNG15041.0,0.0
2740,15189,47.5,-110.5,MNG15042.0,0.0
2741,15190,47.5,-109.5,MNG15043.0,0.0
2742,15191,47.5,-108.5,MNG15044.0,0.0
2743,15192,47.5,-107.5,MNG15045.0,0.0
2744,15193,47.5,-106.5,MNG15046.0,0.0
2745,15194,47.5,-105.5,MNG15047.0,0.0
2746,15195,47.5,-104.5,MNG15048.0,0.0
2747,15196,47.5,-103.5,MNG15049.0,0.0
2748,15197,47.5,-102.5,MNG15050.0,0.0
2749,15198,47.5,-101.5,MNG15051.0,0.0
2750,15199,47.5,-100.5,MNG15052.0,0.0
2751,15200,47.5,-99.5,MNG15053.0,3.4130527989506216
2752,15201,47.5,-98.5,MNG15054.0,4.869193965129068
2753,15202,47.5,-97.5,MNG15391.0,1.4110605343354519
2754,15203,47.5,-96.5,MNG15392.0,1.9797013756025301
2755,15204,47.5,-95.5,MNG15393.0,5.409659411494275
2756,15205,47.5,-94.5,MNG15395.0,18.00439568979799
2757,15206,47.5,-93.5,MNG15396.0,14.952549156136257
2758,15207,47.5,-92.5,MNG15398.0,3.3062849542275368
2759,15208,47.5,-91.5,MNG15399.0,1.2086407519985003
2760,15211,47.5,-88.5,MNG15400.0,0.5433732390132041
2761,15536,46.5,-123.5,MNG15401.0,0.0
2762,15537,46.5,-122.5,MNG15402.0,0.0
2763,15538,46.5,-121.5,MNG15403.0,20.610017483513538
2764,15539,46.5,-120.5,MNG15404.0,0.0
2765,15540,46.5,-119.5,MNG15405.0,0.0
2766,15541,46.5,-118.5,MNG15406.0,1.916412579412933
2767,15542,46.5,-117.5,MNG15407.0,0.0
2768,15543,46.5,-116.5,MNG15408.0,0.4774129493524221
2769,15544,46.5,-115.5,MNG15409.0,0.23583314232483207
2770,15545,46.5,-114.5,MNG15410.0,0.9429781205341097
2771,15546,46.5,-113.5,MNG15411.0,0.8132400266650494
2772,15547,46.5,-112.5,MNG15412.0,0.6950904382588321
2773,15548,46.5,-111.5,MNG15413.0,0.0
2774,15549,46.5,-110.5,MNG15414.0,0.0
2775,15550,46.5,-109.5,MNG15752.0,2.601601425776722
2776,15551,46.5,-108.5,MNG15753.0,2.503494602270415
2777,15552,46.5,-107.5,MNG15754.0,0.0
2778,15553,46.5,-106.5,MNG15755.0,1.1358179404111237
2779,15554,46.5,-105.5,MNG15756.0,0.0
2780,15555,46.5,-104.5,MNG15757.0,0.0
2781,15556,46.5,-103.5,MNG15760.0,0.0
2782,15557,46.5,-102.5,MNG15761.0,0.0
2783,15558,46.5,-101.5,MNG15762.0,0.0
2784,15559,46.5,-100.5,MNG15763.0,0.0
2785,15560,46.5,-99.5,MNG15764.0,0.0
2786,15561,46.5,-98.5,MNG15769.0,0.0
2787,15562,46.5,-97.5,MNG15770.0,7.538416338670282
2788,15563,46.5,-96.5,MNG15771.0,2.560167021509264
2789,15564,46.5,-95.5,MNG15774.0,0.0
2790,15565,46.5,-94.5,MNG15775.0,12.799443567949535
2791,15566,46.5,-93.5,MNG16114.0,2.941517791621409
2792,15567,46.5,-92.5,MNG16115.0,0.0
2793,15568,46.5,-91.5,MNG16116.0,0.0
2794,15569,46.5,-90.5,MNG16117.0,0.0
2795,15570,46.5,-89.5,MNG16120.0,0.8461282773711244
2796,15571,46.5,-88.5,MNG16121.0,0.42873531892906064
2797,15572,46.5,-87.5,MNG16122.0,0.8261708427295076
2798,15573,46.5,-86.5,MNG16123.0,0.5601340709018305
2799,15591,46.5,-68.5,MNG16476.0,1.586775227759587
2800,15896,45.5,-123.5,MNG16480.0,0.7690487986681128
2801,15897,45.5,-122.5,MNG16481.0,1.4817468075324827
2802,15898,45.5,-121.5,MNG16844.0,6.720053214574619
2803,15899,45.5,-120.5,HUN14957.0,1.1915189074786325
2804,15900,45.5,-119.5,HUN14958.0,1.8781977514295445
2805,15901,45.5,-118.5,HUN14959.0,2.8230859569762212
2806,15902,45.5,-117.5,HUN14960.0,2.295357692627807
2807,15903,45.5,-116.5,HUN14961.0,8.601913603244755
2808,15904,45.5,-115.5,HUN14962.0,1.0734710589957652
2809,15905,45.5,-114.5,HUN15316.0,0.4899269599244473
2810,15906,45.5,-113.5,HUN15317.0,1.0058566750972961
2811,15907,45.5,-112.5,HUN15318.0,0.0
2812,15908,45.5,-111.5,HUN15319.0,2.1005388671449885
2813,15909,45.5,-110.5,HUN15320.0,4.866417449801522
2814,15910,45.5,-109.5,HUN15321.0,2.376362363212314
2815,15911,45.5,-108.5,HUN15322.0,0.0
2816,15912,45.5,-107.5,HUN15678.0,4.432946301537179
2817,15913,45.5,-106.5,HUN15679.0,4.979397993714967
2818,15914,45.5,-105.5,HUN15680.0,5.9124909320190895
2819,15915,45.5,-104.5,HUN15681.0,4.501886586372207
2820,15916,45.5,-103.5,ROU14963.0,1.0108320855424024
2821,15917,45.5,-102.5,ROU14966.0,0.2415666792955449
2822,15918,45.5,-101.5,ROU14967.0,0.2388919038913486
2823,15919,45.5,-100.5,ROU15323.0,0.6861406069370611
2824,15920,45.5,-99.5,ROU15324.0,0.23776291893546694
2825,15921,45.5,-98.5,ROU15325.0,0.5572820711150249
2826,15922,45.5,-97.5,ROU15326.0,0.3616624539774534
2827,15923,45.5,-96.5,ROU15327.0,0.0
2828,15924,45.5,-95.5,ROU15328.0,0.3590828546305843
2829,15925,45.5,-94.5,ROU15682.0,0.0
2830,15926,45.5,-93.5,ROU15683.0,0.0
2831,15927,45.5,-92.5,ROU15684.0,0.0
2832,15928,45.5,-91.5,ROU15685.0,0.0
2833,15929,45.5,-90.5,ROU15686.0,0.00623567272143924
2834,15930,45.5,-89.5,ROU15687.0,0.55000930756202
2835,15931,45.5,-88.5,ROU15688.0,0.2793417282554216
2836,15932,45.5,-87.5,ROU16040.0,0.4020203842172104
2837,15933,45.5,-86.5,ROU16041.0,2.2080878119247593
2838,15934,45.5,-85.5,ROU16042.0,0.185980579883431
2839,15935,45.5,-84.5,ROU16043.0,0.00694128831886526
2840,15950,45.5,-69.5,ROU16044.0,0.0054873919948665315
2841,15951,45.5,-68.5,ROU16045.0,0.024729365240023515
2842,16256,44.5,-123.5,ROU16046.0,1.0911770875916413
2843,16257,44.5,-122.5,ROU16047.0,0.0
2844,16258,44.5,-121.5,ROU16048.0,0.0
2845,16259,44.5,-120.5,ROU16049.0,3.1541739230205548
2846,16260,44.5,-119.5,ROU16401.0,3.878342287759361
2847,16261,44.5,-118.5,ROU16402.0,2.34961132723734
2848,16262,44.5,-117.5,ROU16403.0,2.1044607770934727
2849,16263,44.5,-116.5,ROU16404.0,9.555475957740255
2850,16264,44.5,-115.5,ROU16405.0,4.029163519292909
2851,16265,44.5,-114.5,ROU16406.0,5.826832480424582
2852,16266,44.5,-113.5,ROU16407.0,61.70588051505869
2853,16267,44.5,-112.5,ROU16408.0,13.146146971261556
2854,16268,44.5,-111.5,ROU16762.0,14.529800083019778
2855,16269,44.5,-110.5,ROU16763.0,8.81510140779173
2856,16270,44.5,-109.5,ROU16764.0,2.9278124393662877
2857,16271,44.5,-108.5,ROU16765.0,1.1764187336937157
2858,16272,44.5,-107.5,ROU16766.0,8.141359943771299
2859,16273,44.5,-106.5,ROU16767.0,4.426297105256317
2860,16274,44.5,-105.5,ROU16768.0,9.552837283599183
2861,16275,44.5,-104.5,MDA14968.0,4.675697758649797
2862,16276,44.5,-103.5,MDA15329.0,3.4143819818201915
2863,16277,44.5,-102.5,MDA15689.0,5.0692441918318725
2864,16278,44.5,-101.5,MDA15690.0,2.6016998837670604
2865,16279,44.5,-100.5,USA15175.0,0.0
2866,16280,44.5,-99.5,USA15176.0,2.8208247051314466
2867,16281,44.5,-98.5,USA15177.0,2.9877963290135217
2868,16282,44.5,-97.5,USA15178.0,0.31684765870837295
2869,16283,44.5,-96.5,USA15179.0,0.0
2870,16284,44.5,-95.5,USA15180.0,0.0
2871,16285,44.5,-94.5,USA15181.0,0.5665141486757663
2872,16286,44.5,-93.5,USA15182.0,1.8440951855092944
2873,16287,44.5,-92.5,USA15183.0,0.08412578887823792
2874,16288,44.5,-91.5,USA15184.0,0.007640340050268712
2875,16289,44.5,-90.5,USA15185.0,0.0011552404199719013
2876,16290,44.5,-89.5,USA15186.0,0.004673472608068147
2877,16291,44.5,-88.5,USA15187.0,0.03086657997112424
2878,16292,44.5,-87.5,USA15188.0,0.0003610126312412192
2879,16293,44.5,-86.5,USA15189.0,0.08111953823990195
2880,16294,44.5,-85.5,USA15190.0,0.12831701687517444
2881,16295,44.5,-84.5,USA15191.0,0.07511360082925257
2882,16296,44.5,-83.5,USA15192.0,0.0014440505249648768
2883,16307,44.5,-72.5,USA15193.0,0.5407509745371883
2884,16308,44.5,-71.5,USA15194.0,0.2735917816196523
2885,16309,44.5,-70.5,USA15195.0,0.23241008619406306
2886,16310,44.5,-69.5,USA15196.0,0.8140014351236672
2887,16311,44.5,-68.5,USA15197.0,3.660963454756978
2888,16312,44.5,-67.5,USA15198.0,0.0
2889,16615,43.5,-124.5,USA15199.0,0.0
2890,16616,43.5,-123.5,USA15200.0,0.0
2891,16617,43.5,-122.5,USA15201.0,0.0
2892,16618,43.5,-121.5,USA15202.0,0.0
2893,16619,43.5,-120.5,USA15203.0,0.0
2894,16620,43.5,-119.5,USA15204.0,0.0
2895,16621,43.5,-118.5,USA15205.0,0.0
2896,16622,43.5,-117.5,USA15206.0,0.0
2897,16623,43.5,-116.5,USA15207.0,6.224021859249183
2898,16624,43.5,-115.5,USA15208.0,0.0
2899,16625,43.5,-114.5,USA15211.0,0.0
2900,16626,43.5,-113.5,USA15536.0,0.0
2901,16627,43.5,-112.5,USA15537.0,0.0
2902,16628,43.5,-111.5,USA15538.0,0.0
2903,16629,43.5,-110.5,USA15539.0,0.0
2904,16630,43.5,-109.5,USA15540.0,0.0
2905,16631,43.5,-108.5,USA15541.0,0.0
2906,16632,43.5,-107.5,USA15542.0,0.0
2907,16633,43.5,-106.5,USA15543.0,7.085703217160781
2908,16634,43.5,-105.5,USA15544.0,0.0
2909,16635,43.5,-104.5,USA15545.0,0.0
2910,16636,43.5,-103.5,USA15546.0,0.8575658139154485
2911,16637,43.5,-102.5,USA15547.0,0.8053633874379682
2912,16638,43.5,-101.5,USA15548.0,0.5241279838350359
2913,16639,43.5,-100.5,USA15549.0,1.1339045734655453
2914,16640,43.5,-99.5,USA15550.0,13.161965888375944
2915,16641,43.5,-98.5,USA15551.0,13.203462649370618
2916,16642,43.5,-97.5,USA15552.0,0.0
2917,16643,43.5,-96.5,USA15553.0,1.561750488548548
2918,16644,43.5,-95.5,USA15554.0,8.785199716125922
2919,16645,43.5,-94.5,USA15555.0,2.200299784888983
2920,16646,43.5,-93.5,USA15556.0,0.6427304789968102
2921,16647,43.5,-92.5,USA15557.0,1.5757446509086623
2922,16648,43.5,-91.5,USA15558.0,0.0
2923,16649,43.5,-90.5,USA15559.0,0.0
2924,16650,43.5,-89.5,USA15560.0,0.0
2925,16651,43.5,-88.5,USA15561.0,0.0
2926,16652,43.5,-87.5,USA15562.0,0.0
2927,16653,43.5,-86.5,USA15563.0,9.05139402073814
2928,16654,43.5,-85.5,USA15564.0,0.5089785810549498
2929,16655,43.5,-84.5,USA15565.0,0.6053033149361297
2930,16656,43.5,-83.5,USA15566.0,1.8414466655691883
2931,16664,43.5,-75.5,USA15567.0,0.0
2932,16665,43.5,-74.5,USA15568.0,0.0
2933,16666,43.5,-73.5,USA15569.0,1.6041497811213237
2934,16667,43.5,-72.5,USA15570.0,0.220220986990155
2935,16668,43.5,-71.5,USA15571.0,3.4132497149312986
2936,16669,43.5,-70.5,USA15572.0,0.4442490162733992
2937,16975,42.5,-124.5,USA15573.0,0.1775886771735783
2938,16976,42.5,-123.5,USA15591.0,0.8298794270322583
2939,16977,42.5,-122.5,USA15896.0,0.0
2940,16978,42.5,-121.5,USA15897.0,0.0
2941,16979,42.5,-120.5,USA15898.0,0.31814730418084136
2942,16980,42.5,-119.5,USA15899.0,0.0
2943,16981,42.5,-118.5,USA15900.0,1.2674529915607062
2944,16982,42.5,-117.5,USA15901.0,3.6270709325494503
2945,16983,42.5,-116.5,USA15902.0,0.0
2946,16984,42.5,-115.5,USA15903.0,1.5628794735044298
2947,16985,42.5,-114.5,USA15904.0,0.0
2948,16986,42.5,-113.5,USA15905.0,0.0
2949,16987,42.5,-112.5,USA15906.0,0.0
2950,16988,42.5,-111.5,USA15907.0,0.0
2951,16989,42.5,-110.5,USA15908.0,0.0
2952,16990,42.5,-109.5,USA15909.0,0.0
2953,16991,42.5,-108.5,USA15910.0,0.0
2954,16992,42.5,-107.5,USA15911.0,0.0
2955,16993,42.5,-106.5,USA15912.0,0.4101858335492845
2956,16994,42.5,-105.5,USA15913.0,1.133080808279713
2957,16995,42.5,-104.5,USA15914.0,0.8604375053003218
2958,16996,42.5,-103.5,USA15915.0,1.163990053379984
2959,16997,42.5,-102.5,USA15916.0,0.0
2960,16998,42.5,-101.5,USA15917.0,2.2199651274925953
2961,16999,42.5,-100.5,USA15918.0,1.5477497623224112
2962,17000,42.5,-99.5,USA15919.0,1.7546329735547088
2963,17001,42.5,-98.5,USA15920.0,1.1708263198424882
2964,17002,42.5,-97.5,USA15921.0,0.0
2965,17003,42.5,-96.5,USA15922.0,0.0
2966,17004,42.5,-95.5,USA15923.0,0.3835726387607841
2967,17005,42.5,-94.5,USA15924.0,0.17461852779836642
2968,17006,42.5,-93.5,USA15925.0,0.21292853183908236
2969,17007,42.5,-92.5,USA15926.0,0.49953974171449755
2970,17008,42.5,-91.5,USA15927.0,0.0
2971,17009,42.5,-90.5,USA15928.0,0.0
2972,17010,42.5,-89.5,USA15929.0,3.2071837050188106
2973,17011,42.5,-88.5,USA15930.0,3.74123953621298
2974,17012,42.5,-87.5,USA15931.0,3.1461561606739883
2975,17013,42.5,-86.5,USA15932.0,1.797340767830545
2976,17014,42.5,-85.5,USA15933.0,1.2029203427598325
2977,17015,42.5,-84.5,USA15934.0,0.6223759304608281
2978,17022,42.5,-77.5,USA15935.0,0.3052821267766088
2979,17023,42.5,-76.5,USA15950.0,0.09545173970017835
2980,17024,42.5,-75.5,USA15951.0,0.06014142243177583
2981,17025,42.5,-74.5,USA16256.0,0.13526486906006227
2982,17026,42.5,-73.5,USA16257.0,2.568614717080308
2983,17027,42.5,-72.5,USA16258.0,3.8906725100827546
2984,17028,42.5,-71.5,USA16259.0,1.938982432731532
2985,17029,42.5,-70.5,USA16260.0,0.20255434159041424
2986,17336,41.5,-123.5,USA16261.0,0.0
2987,17337,41.5,-122.5,USA16262.0,0.05421753334640855
2988,17338,41.5,-121.5,USA16263.0,0.03216622544359263
2989,17339,41.5,-120.5,USA16264.0,0.00819826866218696
2990,17340,41.5,-119.5,USA16265.0,0.03799822040464396
2991,17341,41.5,-118.5,USA16266.0,0.0
2992,17342,41.5,-117.5,USA16267.0,0.631187920596125
2993,17343,41.5,-116.5,USA16268.0,2.202511807738588
2994,17344,41.5,-115.5,USA16269.0,0.2974579984777082
2995,17345,41.5,-114.5,USA16270.0,3.5588231355798032
2996,17346,41.5,-113.5,USA16271.0,0.4327130217387366
2997,17347,41.5,-112.5,USA16272.0,0.2196302390481239
2998,17348,41.5,-111.5,USA16273.0,0.7836271451042355
2999,17349,41.5,-110.5,USA16274.0,2.185065051850603
3000,17350,41.5,-109.5,USA16275.0,2.66995424460273
3001,17351,41.5,-108.5,USA16276.0,5.50336516283245
3002,17352,41.5,-107.5,USA16277.0,3.5478614793221155
3003,17353,41.5,-106.5,USA16278.0,5.0403237981364395
3004,17354,41.5,-105.5,USA16279.0,20.840058014073453
3005,17355,41.5,-104.5,USA16280.0,0.0
3006,17356,41.5,-103.5,USA16281.0,41.296238169616075
3007,17357,41.5,-102.5,USA16282.0,0.0
3008,17358,41.5,-101.5,USA16283.0,0.0
3009,17359,41.5,-100.5,USA16284.0,16.33915272567162
3010,17360,41.5,-99.5,USA16285.0,0.0
3011,17361,41.5,-98.5,USA16286.0,0.0
3012,17362,41.5,-97.5,USA16287.0,0.0
3013,17363,41.5,-96.5,USA16288.0,20.010070283251824
3014,17364,41.5,-95.5,USA16289.0,5.514717369118481
3015,17365,41.5,-94.5,USA16290.0,4.751894397372773
3016,17366,41.5,-93.5,USA16291.0,0.5220997492340624
3017,17367,41.5,-92.5,USA16292.0,2.8628071922117893
3018,17368,41.5,-91.5,USA16293.0,2.7265314877842517
3019,17369,41.5,-90.5,USA16294.0,0.027348347783027995
3020,17370,41.5,-89.5,USA16295.0,12.323208832548163
3021,17371,41.5,-88.5,USA16296.0,0.0
3022,17372,41.5,-87.5,USA16307.0,1.1239964177044794
3023,17373,41.5,-86.5,USA16308.0,0.0
3024,17374,41.5,-85.5,USA16309.0,0.03726306741011639
3025,17375,41.5,-84.5,USA16310.0,0.010036151148505893
3026,17379,41.5,-80.5,USA16311.0,0.00022973531078986675
3027,17380,41.5,-79.5,USA16312.0,0.00035444876521865157
3028,17381,41.5,-78.5,USA16615.0,0.008795580470240613
3029,17382,41.5,-77.5,USA16616.0,0.13961014836700203
3030,17383,41.5,-76.5,USA16617.0,0.050485975512578864
3031,17384,41.5,-75.5,USA16618.0,0.014532399373964715
3032,17385,41.5,-74.5,USA16619.0,0.0012175971471862937
3033,17386,41.5,-73.5,USA16620.0,0.04437173431255712
3034,17387,41.5,-72.5,USA16621.0,0.0
3035,17388,41.5,-71.5,USA16622.0,0.0
3036,17389,41.5,-70.5,USA16623.0,0.07904863850978187
3037,17695,40.5,-124.5,USA16624.0,0.18693890432272586
3038,17696,40.5,-123.5,USA16625.0,0.5447614966769772
3039,17697,40.5,-122.5,USA16626.0,0.0
3040,17698,40.5,-121.5,USA16627.0,0.0
3041,17699,40.5,-120.5,USA16628.0,0.0
3042,17700,40.5,-119.5,USA16629.0,0.0
3043,17701,40.5,-118.5,USA16630.0,0.0
3044,17702,40.5,-117.5,USA16631.0,0.0
3045,17703,40.5,-116.5,USA16632.0,0.0
3046,17704,40.5,-115.5,USA16633.0,0.0
3047,17705,40.5,-114.5,USA16634.0,0.0
3048,17706,40.5,-113.5,USA16635.0,0.0
3049,17707,40.5,-112.5,USA16636.0,0.0
3050,17708,40.5,-111.5,USA16637.0,0.0
3051,17709,40.5,-110.5,USA16638.0,0.0
3052,17710,40.5,-109.5,USA16639.0,3.915076963954661
3053,17711,40.5,-108.5,USA16640.0,0.0
3054,17712,40.5,-107.5,USA16641.0,0.0
3055,17713,40.5,-106.5,USA16642.0,0.0
3056,17714,40.5,-105.5,USA16643.0,0.0
3057,17715,40.5,-104.5,USA16644.0,4.334081351505265
3058,17716,40.5,-103.5,USA16645.0,2.3077732452094937
3059,17717,40.5,-102.5,USA16646.0,0.5995107031712137
3060,17718,40.5,-101.5,USA16647.0,1.46415236465899
3061,17719,40.5,-100.5,USA16648.0,1.4770241059292453
3062,17720,40.5,-99.5,USA16649.0,0.343329576176422
3063,17721,40.5,-98.5,USA16650.0,0.4625457928113064
3064,17722,40.5,-97.5,USA16651.0,1.526771646514285
3065,17723,40.5,-96.5,USA16652.0,2.461971585811652
3066,17724,40.5,-95.5,USA16653.0,1.2727401856418843
3067,17725,40.5,-94.5,USA16654.0,0.0
3068,17726,40.5,-93.5,USA16655.0,0.7661902350152846
3069,17727,40.5,-92.5,USA16656.0,0.0
3070,17728,40.5,-91.5,USA16664.0,0.0
3071,17729,40.5,-90.5,USA16665.0,0.0
3072,17730,40.5,-89.5,USA16666.0,0.0
3073,17731,40.5,-88.5,USA16667.0,1.9146370536538286
3074,17732,40.5,-87.5,USA16668.0,0.0
3075,17733,40.5,-86.5,USA16669.0,0.0
3076,17734,40.5,-85.5,USA16975.0,3.265874513059599
3077,17735,40.5,-84.5,USA16976.0,6.092701873668684
3078,17736,40.5,-83.5,USA16977.0,0.0
3079,17737,40.5,-82.5,USA16978.0,1.552439644595536
3080,17738,40.5,-81.5,USA16979.0,4.237133050351941
3081,17739,40.5,-80.5,USA16980.0,1.4362559340630776
3082,17740,40.5,-79.5,USA16981.0,3.9837021832206054
3083,17741,40.5,-78.5,USA16982.0,0.0
3084,17742,40.5,-77.5,USA16983.0,0.320224767776984
3085,17743,40.5,-76.5,USA16984.0,1.9053491832318954
3086,17744,40.5,-75.5,USA16985.0,1.0918400380599207
3087,17745,40.5,-74.5,USA16986.0,13.963600999913094
3088,18056,39.5,-123.5,USA16987.0,0.3801692742280828
3089,18057,39.5,-122.5,USA16988.0,0.016133982683471215
3090,18058,39.5,-121.5,USA16989.0,1.5690199701685417
3091,18059,39.5,-120.5,USA16990.0,13.306446425331691
3092,18060,39.5,-119.5,USA16991.0,2.997195785157839
3093,18061,39.5,-118.5,USA16992.0,0.0
3094,18062,39.5,-117.5,USA16993.0,0.0
3095,18063,39.5,-116.5,USA16994.0,0.0
3096,18064,39.5,-115.5,USA16995.0,0.0
3097,18065,39.5,-114.5,USA16996.0,0.0
3098,18066,39.5,-113.5,USA16997.0,0.0
3099,18067,39.5,-112.5,USA16998.0,0.0
3100,18068,39.5,-111.5,USA16999.0,0.0
3101,18069,39.5,-110.5,USA17000.0,0.0
3102,18070,39.5,-109.5,USA17001.0,3.4078181157976237
3103,18071,39.5,-108.5,USA17002.0,0.0
3104,18072,39.5,-107.5,USA17003.0,0.0
3105,18073,39.5,-106.5,USA17004.0,0.0
3106,18074,39.5,-105.5,USA17005.0,1.0876096264083759
3107,18075,39.5,-104.5,USA17006.0,1.2079974931282886
3108,18076,39.5,-103.5,USA17007.0,2.5211743754022007
3109,18077,39.5,-102.5,USA17008.0,2.2330075292794374
3110,18078,39.5,-101.5,USA17009.0,6.078960420150438
3111,18079,39.5,-100.5,USA17010.0,0.0
3112,18080,39.5,-99.5,USA17011.0,3.434946574068896
3113,18081,39.5,-98.5,USA17012.0,0.6037181412916796
3114,18082,39.5,-97.5,USA17013.0,0.7957341959828614
3115,18083,39.5,-96.5,USA17014.0,3.8171539286969858
3116,18084,39.5,-95.5,USA17015.0,0.3472678957899626
3117,18085,39.5,-94.5,USA17022.0,0.43194504941409617
3118,18086,39.5,-93.5,USA17023.0,0.6216768787294246
3119,18087,39.5,-92.5,USA17024.0,0.5932192375885826
3120,18088,39.5,-91.5,USA17025.0,0.5223590219419539
3121,18089,39.5,-90.5,USA17026.0,0.5041574214613739
3122,18090,39.5,-89.5,USA17027.0,0.0
3123,18091,39.5,-88.5,USA17028.0,2.3588630963961488
3124,18092,39.5,-87.5,USA17029.0,3.393177412634287
3125,18093,39.5,-86.5,USA17336.0,8.037181544194116
3126,18094,39.5,-85.5,USA17337.0,3.507726720527126
3127,18095,39.5,-84.5,USA17338.0,0.8829975128198867
3128,18096,39.5,-83.5,USA17339.0,0.2549274285844813
3129,18097,39.5,-82.5,USA17340.0,0.09026300360933864
3130,18098,39.5,-81.5,USA17341.0,0.32714308256477026
3131,18099,39.5,-80.5,USA17342.0,3.788197433738429
3132,18100,39.5,-79.5,USA17343.0,0.15694531853260313
3133,18101,39.5,-78.5,USA17344.0,0.009721085579422648
3134,18102,39.5,-77.5,USA17345.0,0.007059437907271477
3135,18103,39.5,-76.5,USA17346.0,0.01092883692757509
3136,18104,39.5,-75.5,USA17347.0,0.06568460728783419
3137,18105,39.5,-74.5,USA17348.0,0.0
3138,18416,38.5,-123.5,USA17349.0,0.627741890934277
3139,18417,38.5,-122.5,USA17350.0,4.182656244297641
3140,18418,38.5,-121.5,USA17351.0,0.45936559972337243
3141,18419,38.5,-120.5,USA17352.0,0.5897403885966218
3142,18420,38.5,-119.5,USA17353.0,8.199935884156691
3143,18421,38.5,-118.5,USA17354.0,0.6127795583358342
3144,18422,38.5,-117.5,USA17355.0,0.5770852549051114
3145,18423,38.5,-116.5,USA17356.0,2.8930895881069048
3146,18424,38.5,-115.5,USA17357.0,3.1026574205424327
3147,18425,38.5,-114.5,USA17358.0,3.14656968423341
3148,18426,38.5,-113.5,USA17359.0,16.55636418009043
3149,18427,38.5,-112.5,USA17360.0,6.425992016763589
3150,18428,38.5,-111.5,USA17361.0,30.1797764137189
3151,18429,38.5,-110.5,USA17362.0,0.0
3152,18430,38.5,-109.5,USA17363.0,0.0
3153,18431,38.5,-108.5,USA17364.0,10.718537224078046
3154,18432,38.5,-107.5,USA17365.0,1.9598555266832969
3155,18433,38.5,-106.5,USA17366.0,0.19813029589120365
3156,18434,38.5,-105.5,USA17367.0,0.6128714524601501
3157,18435,38.5,-104.5,USA17368.0,0.0
3158,18436,38.5,-103.5,USA17369.0,10.26795735902588
3159,18437,38.5,-102.5,USA17370.0,8.795810205551403
3160,18438,38.5,-101.5,USA17371.0,1.4266333064739936
3161,18439,38.5,-100.5,USA17372.0,1.6424368116309604
3162,18440,38.5,-99.5,USA17373.0,3.4619536008187506
3163,18441,38.5,-98.5,USA17374.0,9.278923872544425
3164,18442,38.5,-97.5,USA17375.0,1.8403045528812616
3165,18443,38.5,-96.5,USA17379.0,4.295039476403033
3166,18444,38.5,-95.5,USA17380.0,0.0
3167,18445,38.5,-94.5,USA17381.0,0.0
3168,18446,38.5,-93.5,USA17382.0,2.567745004832318
3169,18447,38.5,-92.5,USA17383.0,0.06315423693613437
3170,18448,38.5,-91.5,USA17384.0,0.0005480828128843964
3171,18449,38.5,-90.5,USA17385.0,0.0035707431162767863
3172,18450,38.5,-89.5,USA17386.0,0.004355125105973617
3173,18451,38.5,-88.5,USA17387.0,0.06998722146562726
