,fid,lat,long,UN_cur,NCP_cur,population
217,11426,58.5,86.5,90156.07578460056,0.3196115493774414,0
218,11428,58.5,88.5,14374.840631394467,0.5013121763865153,177594
219,11430,58.5,90.5,1646.1891279635504,0.8585477868715922,0
220,11431,58.5,91.5,0.0,0.9999999403953552,291
221,11432,58.5,92.5,0.09723722555839508,0.9969626069068909,33348
222,11433,58.5,93.5,0.6267001695911049,0.992193321386973,8983
223,11436,58.5,96.5,7.018693406765894,0.9845422903696696,99313
224,11437,58.5,97.5,3576.149398331401,0.7690822879473368,81311
225,11438,58.5,98.5,7745.32577125039,0.8037694295247396,200004
226,11439,58.5,99.5,933.0601449799483,0.895767867565155,64961
227,11440,58.5,100.5,0.05013072038019776,0.9844099680582682,252024
228,11441,58.5,101.5,37.15756003209186,0.8485762476921082,45929
229,11728,57.5,28.5,28583.527707075013,0.5320595105489095,0
230,11729,57.5,29.5,49063.2365977216,0.39405572414398193,295242
231,11730,57.5,30.5,1.4247611745114828,0.9653060038884481,41471
232,11731,57.5,31.5,2362.7178895870657,0.8403489192326864,96933
233,11732,57.5,32.5,1214.5611865984508,0.7837193012237549,83693
234,11733,57.5,33.5,0.35952996855015434,0.9962085485458374,58316
235,11734,57.5,34.5,23.0294164663627,0.9360516667366028,46326
236,11735,57.5,35.5,330.80460267918266,0.8026038209597269,46995
237,11736,57.5,36.5,2548.3152703658925,0.4714316427707672,243882
238,11737,57.5,37.5,1087.298653180962,0.8545078237851461,439266
239,11738,57.5,38.5,3132.254789598545,0.6262927055358887,328836
240,11739,57.5,39.5,451.42229331033286,0.9424296617507935,132464
241,11740,57.5,40.5,0.2941764017855906,0.9992153644561768,45314
242,11741,57.5,41.5,21.355248857771944,0.994134763876597,23407
243,11742,57.5,42.5,142.97639454794813,0.9717511932055155,40795
244,11743,57.5,43.5,2960.8647359008664,0.8537645141283671,66307
