NC_c,NC_1,NC_3,NC_5,UN_c,UN_1,UN_3,UN_5,pop_c,pop_1,pop_3,pop_5,lat,lng
0.9132209012091297,0.9127491728060031,0.9020126967125386,0.9138834055866133,679.8759765625,690.2041015625,767.6873168945312,674.685546875,3,2.0,3.0,2.0,59.50095392009791,15.499999999999996
0.903095840112021,0.9030421442931104,0.9001343566591373,0.9005241697896206,13897.080078125,16267.5693359375,14321.7880859375,14265.884765625,511,308.0,391.0,364.0,59.50095392009791,23.499999999999996
0.9004879713623918,0.8935898718188128,0.8931429123946978,0.8929928078478556,127618.15625,186049.96875,137037.75,137230.25,50188,11756.0,38305.0,10888.0,59.50095392009791,24.500000000000007
0.8935261183264799,0.8920015483745233,0.8912015565771367,0.891007102341918,180606.734375,211131.9375,184549.78125,184879.625,40109,16315.0,30603.0,14403.0,59.50095392009791,25.5
0.874991501443474,0.8551775042908479,0.8694471052558256,0.8702940407423129,201334.640625,608919.0,210264.265625,208900.21875,31708,16738.0,24187.0,18339.0,59.50095392009791,26.5
0.8689672553919671,0.8393915808291301,0.8641317991539982,0.8667072589947556,167937.609375,384973.5625,174134.953125,170834.125,15009,8188.0,11927.0,9238.0,59.50095392009791,27.499999999999996
0.8878323941067758,0.8940898933683771,0.9017163929871543,0.9094194045827909,270996.375,283948.09375,237452.703125,218842.265625,118675,59616.0,98294.0,64607.0,59.50095392009791,28.5
0.8717417052052036,0.8662063496537409,0.866368545466137,0.8798677781458988,263294.0625,358388.46875,274324.3125,246612.515625,112297,39328.0,94406.0,42473.0,59.50095392009791,29.5
0.843023525420554,0.8388237957087629,0.8362463353185086,0.8446748620182295,193587.234375,236625.96875,201945.03125,191550.765625,172849,39907.0,144872.0,42638.0,59.50095392009791,30.499999999999986
0.9102852978168244,0.9061107061184892,0.9045527771392919,0.9065478469676507,40226.33984375,48008.0546875,42796.69140625,41902.140625,12682,7644.0,10658.0,8329.0,59.50095392009791,31.499999999999993
0.8459320324697881,0.8458449787505489,0.8424671924250314,0.8441849528670918,82969.25,83554.1796875,84835.1484375,83910.09375,3792,2262.0,3176.0,2455.0,59.50095392009791,32.5
0.8244207186929525,0.8240669708440961,0.8167627924685443,0.8199527490885465,504274.40625,528040.6875,526268.4375,517106.6875,29194,17621.0,24402.0,19120.0,59.50095392009791,33.50000000000001
0.814571541228265,0.814435706547057,0.802801495471768,0.805350292748655,728336.5625,779741.625,774567.625,764556.3125,41214,24973.0,34359.0,27071.0,59.50095392009791,34.49999999999999
0.8224326872090968,0.8218592536293032,0.8113537130400383,0.8138107414296656,659279.6875,707892.625,700414.1875,691291.625,24553,14853.0,20652.0,16347.0,59.50095392009791,35.499999999999986
0.8455866115878814,0.8440923525988336,0.8354509036585018,0.839134370455553,533010.8125,571008.5625,567997.6875,555282.9375,33163,20003.0,27917.0,21725.0,59.50095392009791,36.49999999999999
0.8632484865540104,0.8618620782593986,0.8560528054722651,0.8667890019166067,418401.375,453843.75,440417.09375,407568.90625,81527,47413.0,68436.0,51753.0,59.50095392009791,37.49999999999999
0.8352926300087341,0.8339567566292105,0.8250986348499764,0.8436623602562232,174318.765625,202311.03125,185107.625,165460.625,18694,11251.0,15704.0,12292.0,59.50095392009791,38.49999999999999
0.8916763668863366,0.8888032498689782,0.8867160653291406,0.8898320780625114,16682.357421875,17792.625,17446.267578125,16966.38671875,363,224.0,296.0,242.0,59.50095392009791,40.49999999999999
0.8972965577736838,0.8968486962208506,0.8948450566247643,0.895046437110022,16570.91796875,16783.345703125,16966.4609375,16933.96875,675,408.0,561.0,445.0,59.50095392009791,41.50000000000001
0.8608551587550417,0.8600784448144927,0.8572030644503119,0.8578539823898134,54088.921875,55746.015625,55508.578125,55255.55078125,1561,958.0,1314.0,1037.0,59.50095392009792,42.5
0.8465159501346519,0.8466232612718968,0.8422781074126795,0.8418979669509364,273822.375,281211.6875,281382.875,282061.0625,6161,3873.0,5190.0,4203.0,59.50095392009791,43.499999999999986
0.8266691618968347,0.8267337090831848,0.8226827815374347,0.8228696223951991,359422.8125,367260.125,367689.0625,367301.625,10360,6369.0,8661.0,6937.0,59.50095392009791,44.5
0.9303767727627585,0.9302703606223228,0.9291622511807677,0.9287520507503819,8101.61328125,8123.71435546875,8242.939453125,8290.671875,334,203.0,279.0,221.0,59.50095392009791,45.49999999999999
0.8292040259403783,0.8293092612470111,0.8252506401617548,0.823165236407254,291046.84375,295460.71875,297783.65625,301337.3125,9860,5978.0,8360.0,6525.0,59.50095392009791,46.49999999999999
0.8321259184928886,0.8326609063213749,0.8267378910709009,0.8246324817512356,519869.9375,530664.5625,536555.5,543075.5,14904,8927.0,12723.0,9987.0,59.50095392009791,47.5
0.8336564202506863,0.8337462972869232,0.8270984946234908,0.8250783538545657,325067.875,333400.3125,337883.34375,341831.09375,11588,6943.0,9802.0,7703.0,59.50095392009791,48.50000000000001
0.818014352465947,0.8178938126437989,0.8129903350458564,0.8109505274235453,427611.8125,451667.6875,439416.75,444209.6875,13529,8147.0,11500.0,8966.0,59.50095392009791,49.500000000000014
0.8533626426911343,0.8540045500153141,0.8457629963048565,0.8449112183787243,507446.75,531967.125,533745.75,536693.375,12728,7589.0,10636.0,8389.0,59.50095392009791,50.5
0.850052497969964,0.8502578571251849,0.8414125285009768,0.8407512897101805,534547.8125,562867.6875,565348.4375,567705.6875,15407,9228.0,12857.0,10071.0,59.50095392009791,51.50000000000001
0.8417591727930143,0.8418660851551423,0.8323618298170298,0.8316408239456607,562836.75,591288.5625,596261.5625,598826.0625,26702,16164.0,22474.0,17564.0,59.50095392009791,52.49999999999999
0.8621372688024975,0.860307169490499,0.8522222496911797,0.8511299420325863,503279.6875,538608.6875,539475.3125,543462.875,25778,15639.0,21591.0,16860.0,59.50095392009791,53.5
0.914482428583598,0.9143780459293147,0.9098812371498164,0.908550160345062,308447.40625,323742.6875,325043.125,329844.09375,24681,14992.0,20701.0,16143.0,59.50095392009791,54.500000000000014
0.8869563875672918,0.8862496691044709,0.8792911051425607,0.8771197210859544,383258.9375,406179.9375,409247.03125,416608.8125,24171,14666.0,20370.0,15889.0,59.50095392009791,55.500000000000014
0.8307197799946812,0.824830423696355,0.8181865216332979,0.8162565371096371,601207.25,654007.875,645719.75,652574.1875,27133,16294.0,22753.0,17646.0,59.50095392009791,56.500000000000014
0.8377290619533541,0.8330797379877688,0.8239902048196861,0.8214496938336106,567606.5,607491.3125,615663.5625,624550.0,57086,25939.0,38472.0,28300.0,59.50095392009789,57.49999999999999
0.8220216034141296,0.8220282302923009,0.8131750187820544,0.8110178421108797,727577.6875,745368.0625,763742.625,772561.1875,85752,24272.0,71985.0,25927.0,59.50095392009791,58.5
0.8247657962536371,0.8247464221774793,0.8154709887048824,0.8129080905619637,761876.875,777591.625,802288.5,813431.375,47749,18461.0,40325.0,20011.0,59.50095392009791,59.5
0.8619455067933316,0.8616625674046354,0.8548405033064479,0.8517392132928792,97026.40625,99275.6796875,102019.890625,104199.515625,3890,2157.0,3320.0,2359.0,59.50095392009791,60.5
0.9202779657855428,0.9208460551490569,0.9182553635947426,0.9183598826350567,16574.943359375,16320.7568359375,16995.4609375,16973.73046875,325,196.0,274.0,215.0,59.50095392009791,62.49999999999999
0.9997502500916896,0.9997542525793959,0.9997444691411628,0.999746464821703,24.230466842651367,23.835721969604492,24.79132843017578,24.59770965576172,1,0.0,0.0,0.0,59.50095392009791,63.49999999999999
0.8904669661812112,0.8853041949623962,0.8754754625131788,0.8787095420908436,20512.06640625,22867.25390625,23319.5,22713.859375,91,56.0,83.0,62.0,59.50095392009791,74.50000000000001
0.8174496819313184,0.8170089189647879,0.7965497640661082,0.8017260983426167,347387.6875,381286.78125,387159.59375,377309.1875,1102,720.0,1072.0,738.0,59.50095392009791,75.5
0.8249886681513859,0.8237425771757476,0.8039596964043078,0.8091692042580955,581281.0625,644930.625,651126.5,633823.6875,1900,1239.0,1859.0,1285.0,59.50095392009791,76.5
0.8330985319291272,0.8306259603464702,0.8156391739811745,0.8202980608361861,527354.1875,579064.5625,582520.0625,567799.5,1671,1039.0,1666.0,1251.0,59.50095392009791,77.5
0.8400931554377107,0.834680925643512,0.818824176405937,0.8224133573383682,391156.6875,440741.4375,443183.875,434404.1875,1317,829.0,1297.0,941.0,59.50095392009791,78.49999999999999
0.8489594748304227,0.8432217394680845,0.8274833370323619,0.8301664736236146,272216.5625,307613.46875,310922.46875,306086.71875,991,615.0,976.0,732.0,59.50095392009791,79.49999999999997
0.8410743354790907,0.7894565268533367,0.7638083184417895,0.7665333470573944,296642.9375,434057.6875,440863.9375,435777.53125,1125,731.0,1029.0,743.0,59.50095392009791,80.50000000000001
0.8240645935029332,0.8135422438949406,0.7906446161051289,0.7917177315938343,380170.375,445165.46875,452386.0,450067.15625,1308,849.0,1241.0,871.0,59.50095392009791,81.5
0.8237137299003822,0.8202379726270127,0.8024124145104456,0.8021622537016225,445145.0,491323.28125,498933.5,499565.1875,1719,1013.0,1519.0,1202.0,59.50095392009792,82.49999999999999
0.809427931717584,0.8090067962003157,0.7910502322318271,0.7897949358760693,654642.6875,707442.3125,717772.75,722084.875,4705,2655.0,3802.0,3298.0,59.50095392009791,83.49999999999999
0.8121466297514939,0.8114585348532287,0.7903190954007892,0.7883617160231058,656249.6875,722651.4375,732502.3125,739340.25,3069,1828.0,2864.0,2283.0,59.50095392009791,84.5
0.8129505978343016,0.8125017531560519,0.7953917534913073,0.7937697093596332,616593.25,663417.875,674474.5625,679821.5,2572,1546.0,2551.0,2036.0,59.50095392009791,85.5
0.8126750088840964,0.8120914864004798,0.7901904834099357,0.7889007264569314,659183.25,723571.75,738304.6875,742843.25,2718,1638.0,2657.0,2104.0,59.50095392009791,86.5
0.8224348900576642,0.8206479030104307,0.7990831141879475,0.7984416122763661,420323.25,464386.96875,475600.40625,477118.9375,1777,1065.0,1743.0,1383.0,59.50095392009791,87.49999999999999
0.8587505630353534,0.856951354581177,0.8451318371714405,0.8461954708435309,488650.34375,525373.9375,535764.125,532084.5,1846,1189.0,1816.0,1289.0,59.50095392009792,88.50000000000001
0.8363353533687496,0.8360585294385017,0.8263922114024612,0.8279978586614671,602314.5,625337.8125,638907.0,632997.9375,1724,1149.0,1722.0,1149.0,59.50095392009791,89.5
0.8465514470963258,0.8461681952555877,0.8392909269171521,0.8411168113166914,596378.875,607005.6875,624596.9375,617500.625,1869,1245.0,1868.0,1249.0,59.50095392009791,90.5
0.8517889977897981,0.8514677521050203,0.8446395891051138,0.8462558371515604,598925.625,605602.625,627816.625,621285.3125,1806,1200.0,1804.0,1202.0,59.50095392009792,91.5
0.8773894397910982,0.8774158230721024,0.8714793287530896,0.8726887508040778,468322.4375,473610.25,490896.65625,486277.15625,1526,1017.0,1526.0,1017.0,59.50095392009791,92.49999999999997
0.8996835367936443,0.8997076146954763,0.8947749581530158,0.8957238799194337,424817.5,430161.5625,445604.21875,441585.75,1800,1196.0,1789.0,1201.0,59.50095392009791,93.49999999999999
0.8658391624690491,0.8658061831192982,0.8601717400359608,0.8613198633164165,538199.75,544059.375,560935.1875,556329.375,3349,2074.0,3011.0,2239.0,59.50095392009791,94.5
0.8315389177499006,0.8315129648861077,0.8257241198212759,0.8275284133859009,478583.53125,482018.15625,495102.875,489977.03125,3639,2310.0,3147.0,2431.0,59.50095392009791,95.5
0.8433638685912256,0.8433445757297889,0.8393649872071707,0.8410137534187944,240986.0,242039.5625,247138.3125,244601.671875,2779,1841.0,2459.0,1856.0,59.50095392009791,96.5
0.8408423190104349,0.8407986553029223,0.8376485320885503,0.8392015507609646,297401.84375,300052.625,303369.75,300467.78125,3998,2655.0,3551.0,2673.0,59.50095392009791,97.5
0.8276634623253363,0.8276485200724198,0.824438023390201,0.8254864541816913,354054.96875,358102.46875,360681.4375,358527.5,4467,2966.0,3955.0,2981.0,59.50095392009791,98.50000000000001
0.8518517429098661,0.8517669416713023,0.8488582354560641,0.849443173827798,398206.21875,406039.4375,406252.4375,404680.1875,6023,3950.0,5325.0,4129.0,59.50095392009791,99.5
0.8452905247209278,0.845239405857857,0.8422950120752802,0.8424159755138863,316746.6875,322616.875,322879.59375,322631.9375,3508,2193.0,3067.0,2623.0,59.50095392009791,100.5
0.8137575469250894,0.8136911266910172,0.8097053504586432,0.8091250442728285,339953.84375,348165.3125,347350.4375,348409.6875,3036,1895.0,2653.0,2272.0,59.50095392009791,101.5
0.8297785253780331,0.8294535195041408,0.8251473918649631,0.824879474856406,226899.90625,233267.890625,233073.0625,233430.1875,1555,976.0,1344.0,1136.0,59.50095392009791,102.49999999999997
0.8583489933542786,0.8575448550292674,0.8540642473332523,0.8531555379147284,75981.28125,77935.625,78279.609375,78767.0390625,242,157.0,205.0,166.0,59.50095392009791,103.49999999999999
0.8202693699831084,0.8200439718413043,0.8170031343074038,0.8153565898614134,355569.6875,365999.96875,362031.4375,365288.875,2101,1059.0,1589.0,1565.0,59.50095392009791,109.49999999999999
0.8278586939848547,0.8276484474743201,0.8232508875010185,0.8217412142007012,427285.75,445926.59375,438723.15625,442470.4375,3037,1537.0,2306.0,2267.0,59.50095392009791,110.5
0.8663840526102397,0.8661344601046397,0.8619127202451522,0.8597919539211991,356080.6875,373824.40625,367996.59375,373648.34375,2837,1455.0,2178.0,2104.0,59.50095392009791,111.5
0.9187092279263248,0.918516745396464,0.9154998929576571,0.9134624786332634,243491.0625,256388.8125,253104.015625,259206.703125,3110,1605.0,2397.0,2218.0,59.50095392009791,112.5
0.9258499824800043,0.9255238844832157,0.9225506057041241,0.9202638683858364,164954.203125,174687.84375,172294.0,177381.078125,2508,1275.0,1910.0,1794.0,59.50095392009791,113.5
0.970860018951816,0.9700520823044617,0.9694477930509511,0.9683995440769786,12190.146484375,13028.275390625,12780.923828125,13219.4384765625,285,147.0,232.0,220.0,59.50095392009791,114.50000000000001
0.9305855611050504,0.9297422966543533,0.9282796486082647,0.925912769925959,29304.90625,30166.91015625,30278.400390625,31277.6328125,2,1.0,2.0,2.0,59.50095392009791,122.49999999999999
0.9411828787486022,0.9403482140672407,0.9386023929663186,0.9385033207991945,12149.5595703125,12417.78125,12682.59765625,12703.0625,53,26.0,53.0,53.0,59.50095392009791,123.5
0.9156093610498071,0.9156956010158142,0.9133204243518346,0.9135257481459182,34902.34375,34794.375,35849.00390625,35764.0859375,197,98.0,197.0,196.0,59.50095392009791,124.5
0.9315432397381531,0.9315181365805921,0.9298012281794228,0.9297814725801803,83137.3125,82522.46875,85252.8984375,85276.890625,824,412.0,824.0,758.0,59.50095392009791,125.49999999999997
0.8867889268101741,0.8868384580957799,0.8850432650507075,0.8843288979830153,75668.03125,75174.71875,76834.796875,77312.265625,458,229.0,458.0,451.0,59.50095392009791,126.49999999999999
0.8556441230399353,0.8557064974732649,0.8548293202114996,0.8537677188287758,124559.21875,123411.1484375,125262.28125,126178.296875,641,320.0,641.0,641.0,59.50095392009791,127.5
0.8356011553482038,0.8355861955163871,0.8348526319855185,0.8339044996495836,187279.9375,187068.9375,188132.640625,189212.734375,921,460.0,921.0,921.0,59.50095392009791,128.5
0.8363111812676552,0.8362583286982188,0.8358002238075046,0.8355861210979258,274085.46875,275103.9375,274941.03125,275299.53125,1498,751.0,1494.0,1488.0,59.50095392009791,129.49999999999997
0.8323664591657041,0.8323296956460237,0.8304354581750116,0.8300674513703886,292371.0625,295142.15625,295738.9375,296380.78125,1616,815.0,1608.0,1593.0,59.50095392009791,130.50000000000003
0.8409433220477937,0.8408801915587564,0.8373607485353035,0.8370341508760882,337970.46875,342920.53125,345582.875,346276.84375,1611,815.0,1578.0,1551.0,59.50095392009791,131.5
0.9005334468216385,0.9003194538486496,0.8978703163995132,0.8971740538102135,134447.0625,136947.9375,138046.765625,138987.890625,101,57.0,84.0,79.0,59.50095392009791,132.5
0.8515224538930745,0.8990366843400998,0.9215546807948176,0.9214928902932804,90531.8359375,47788.66015625,47830.79296875,47868.46875,1,1.0,0.0,1.0,58.500971793251786,-135.50000000000003
0.8744401341151692,0.8402350425740887,0.8623533900713479,0.86218368263678,118655.1640625,129909.140625,130077.2421875,130237.6171875,537,481.0,355.0,594.0,58.500971793251786,-134.49999999999997
0.8339661520547513,0.859676295064046,0.8997365561014206,0.8996497073594829,637093.625,384120.53125,384723.96875,385057.21875,17,15.0,11.0,18.0,58.500971793251786,-133.5
0.8774337922851783,0.8763436207881588,0.8699790263591022,0.8694804914877834,187827.71875,197068.265625,199251.84375,200015.828125,72,78.0,51.0,103.0,58.500971793251786,-130.50000000000003
0.7950312566626698,0.8838373631326113,0.8883082226436604,0.8893628669479984,51523.28125,28078.83984375,28076.119140625,27811.01171875,2,2.0,2.0,4.0,58.500971793251786,-118.49999999999997
0.6466268791607986,0.7610905932980888,0.7454724125809041,0.7756086740878951,628137.375,408186.875,452434.78125,398866.15625,5796,779.0,801.0,1207.0,58.500971793251786,-117.5
0.6904424962634969,0.7437953865973886,0.6965184512809176,0.7504416505778903,2038860.875,1700238.25,1998842.375,1643684.125,3470,3659.0,3268.0,6613.0,58.500971793251786,-116.5
0.7547224430322275,0.8330224452217718,0.818883661574659,0.8343327202229246,845448.4375,584497.5,624290.8125,571039.375,2021,2363.0,1663.0,3489.0,58.500971793251786,-115.50000000000003
0.8286702599297235,0.8334218743042149,0.833892147528938,0.8356283812224392,408867.03125,397458.53125,396405.34375,392261.9375,2971,3559.0,2268.0,4784.0,58.500971793251786,-114.49999999999999
0.8234246949923645,0.8212688209882711,0.795461165112922,0.7919631880533952,266289.15625,308543.1875,308460.3125,313735.53125,1530,1777.0,1133.0,2355.0,58.500971793251786,-110.5
0.8480047390687048,0.8476293411865321,0.849428187642272,0.843683270050695,358445.75,357753.8125,355088.875,368636.9375,632,657.0,582.0,724.0,58.500971793251786,-103.49999999999999
0.8629475212489278,0.8622820899261975,0.8582835098696857,0.8572518609843123,348916.9375,361674.5,360790.875,363417.3125,1505,1105.0,940.0,1390.0,58.500971793251786,-101.5
0.8717210137385226,0.8710464887217527,0.8675340675266899,0.8691099525652597,349709.875,360690.03125,361124.1875,356828.0625,843,792.0,548.0,1011.0,58.500971793251786,-98.50000000000001
0.82224509860562,0.9040750251337394,0.8803569721302935,0.8801755999597121,108648.40625,73171.03125,73128.921875,73239.78125,1402,1568.0,1019.0,2073.0,58.500971793251786,-78.49999999999999
0.9008227159560901,0.8969014559375358,0.8720418576718625,0.8720412470889221,187810.25,241458.15625,242312.046875,242313.203125,68,82.0,52.0,112.0,58.500971793251786,-69.49999999999999
0.9069546921756596,0.9045039207839396,0.8814413189108271,0.8812852114257111,119150.84375,151706.71875,151822.453125,152022.359375,192,218.0,140.0,291.0,58.500971793251786,-68.5
0.9016986536393541,0.8930043990096939,0.8758109071886382,0.8766703221881844,114814.203125,142211.53125,145050.625,144046.84375,2151,1275.0,1535.0,1557.0,58.500971793251786,-4.500000000000001
0.8964144071143769,0.8395170835196007,0.8163660275828194,0.825935164475993,106446.9765625,162330.125,188706.5625,178873.09375,18823,4984.0,9630.0,6143.0,58.5009717932518,-3.5000000000000013
