,fid,long,lat,iso3,2015
4652,24736,21.5,76.5,IND22573.0,97.34821915626526
4653,24737,21.5,77.5,IND22574.0,62.095922231674194
4654,24738,21.5,78.5,IND22575.0,67.50143766403198
4655,24739,21.5,79.5,IND22576.0,4.678241536021233
4656,24740,21.5,80.5,IND22577.0,0.747361818018059
4657,24741,21.5,81.5,IND22578.0,3.789243164161841
4658,24742,21.5,82.5,IND22579.0,3.797567387421926
4659,24743,21.5,83.5,IND22580.0,3.757838842769464
4660,24744,21.5,84.5,IND22581.0,8.034203946590424
4661,24745,21.5,85.5,IND22582.0,1.9312389194965363
4662,24746,21.5,86.5,IND22583.0,0.07027111132629216
4663,24747,21.5,87.5,IND22584.0,0.7758572775249679
4664,24748,21.5,88.5,IND22587.0,0.19315113119470578
4665,24749,21.5,89.5,IND22588.0,0.18103350109110278
4666,24752,21.5,92.5,IND22591.0,3.4129492938518524
4667,25092,20.5,72.5,IND22592.0,1.3049226875106492
4668,25093,20.5,73.5,IND22593.0,4.832323888937632
4669,25094,20.5,74.5,IND22594.0,18.141605456670128
4670,25095,20.5,75.5,IND22595.0,0.15486887423321605
4671,25096,20.5,76.5,IND22596.0,0.25583526585251093
4672,25097,20.5,77.5,IND22597.0,0.03645221295300871
4673,25098,20.5,78.5,IND22929.0,0.28165621527781093
4674,25099,20.5,79.5,IND22930.0,46.61546846230824
4675,25100,20.5,80.5,IND22931.0,1.4018389396369457
4676,25101,20.5,81.5,IND22932.0,3.1647474815448127
4677,25102,20.5,82.5,IND22933.0,4.7127485275268555
4678,25103,20.5,83.5,IND22934.0,93.62491965293884
4679,25104,20.5,84.5,IND22935.0,42.09958414236705
4680,25105,20.5,85.5,IND22936.0,63.88982137044271
4681,25106,20.5,86.5,IND22937.0,0.9807288646697998
4682,25452,19.5,72.5,IND22938.0,0.03767546052889277
4683,25453,19.5,73.5,IND22939.0,23.18507879972458
4684,25454,19.5,74.5,IND22940.0,5.690153501927853
4685,25455,19.5,75.5,IND22941.0,0.14227545276905101
4686,25456,19.5,76.5,IND22942.0,29.548690219720203
4687,25457,19.5,77.5,IND22943.0,100.00001192092896
4688,25458,19.5,78.5,IND22944.0,90.86219271024069
4689,25459,19.5,79.5,IND22945.0,5.362065633138021
4690,25460,19.5,80.5,IND22946.0,35.53753296534221
4691,25461,19.5,81.5,IND22947.0,39.44877187410991
4692,25462,19.5,82.5,IND22948.0,100.00000397364299
4693,25463,19.5,83.5,IND22949.0,75.01736680666605
4694,25464,19.5,84.5,IND22950.0,16.612849136193596
4695,25465,19.5,85.5,IND22951.0,35.38456857204437
4696,25812,18.5,72.5,IND22952.0,95.28850317001343
4697,25813,18.5,73.5,IND22953.0,12.114846209685009
4698,25814,18.5,74.5,IND22954.0,70.79325318336487
4699,25815,18.5,75.5,IND22955.0,48.74322315057118
4700,25816,18.5,76.5,IND23290.0,33.0867995818456
4701,25817,18.5,77.5,IND23291.0,59.32878255844116
4702,25818,18.5,78.5,IND23292.0,48.565392692883805
4703,25819,18.5,79.5,IND23293.0,13.359317183494568
4704,25820,18.5,80.5,IND23294.0,4.957270870606104
4705,25821,18.5,81.5,IND23295.0,10.736694186925888
4706,25822,18.5,82.5,IND23296.0,2.253964977959792
4707,25823,18.5,83.5,IND23297.0,9.088789174954098
4708,25824,18.5,84.5,IND23298.0,7.50543400645256
4709,26173,17.5,73.5,IND23299.0,9.977154185374577
4710,26174,17.5,74.5,IND23300.0,15.14556755622228
4711,26175,17.5,75.5,IND23301.0,44.27119890848796
4712,26176,17.5,76.5,IND23302.0,20.147166152795158
4713,26177,17.5,77.5,IND23303.0,18.405837317307792
4714,26178,17.5,78.5,IND23304.0,22.181720534960427
4715,26179,17.5,79.5,IND23305.0,20.38724571466446
4716,26180,17.5,80.5,IND23306.0,15.301268796126047
4717,26181,17.5,81.5,IND23307.0,26.44404172897339
4718,26182,17.5,82.5,IND23308.0,16.834932565689087
4719,26183,17.5,83.5,IND23309.0,6.73286293943723
4720,26533,16.5,73.5,IND23310.0,14.959505200386047
4721,26534,16.5,74.5,IND23311.0,10.922789822022121
4722,26535,16.5,75.5,IND23312.0,5.058966080347696
4723,26536,16.5,76.5,IND23313.0,10.357310622930527
4724,26537,16.5,77.5,IND23314.0,3.62590824564298
4725,26538,16.5,78.5,IND23315.0,3.1264987463752427
4726,26539,16.5,79.5,IND23648.0,0.3364137761915723
4727,26540,16.5,80.5,IND23649.0,0.2629604423418641
4728,26541,16.5,81.5,IND23650.0,0.9306891821324825
4729,26542,16.5,82.5,IND23651.0,0.5430321674793959
4730,26893,15.5,73.5,IND23652.0,13.887817660967508
4731,26894,15.5,74.5,IND23653.0,77.97582944234213
4732,26895,15.5,75.5,IND23654.0,65.82681934038797
4733,26896,15.5,76.5,IND23655.0,67.85782972971597
4734,26897,15.5,77.5,IND23656.0,33.52799812952678
4735,26898,15.5,78.5,IND23657.0,67.60152777036032
4736,26899,15.5,79.5,IND23658.0,15.806912134091059
4737,26900,15.5,80.5,IND23659.0,0.42469144488374394
4738,27254,14.5,74.5,IND23660.0,0.0343767295513923
4739,27255,14.5,75.5,IND23661.0,1.627850377311309
4740,27256,14.5,76.5,IND23662.0,6.723497559626897
4741,27257,14.5,77.5,IND23663.0,9.198916951815288
4742,27258,14.5,78.5,IND23664.0,1.0905412336190543
4743,27259,14.5,79.5,IND23665.0,0.6372816239794095
4744,27260,14.5,80.5,IND23666.0,2.3687032982707024
4745,27614,13.5,74.5,IND23667.0,0.011214361196228612
4746,27615,13.5,75.5,IND23668.0,0.400726031512022
4747,27616,13.5,76.5,IND23671.0,4.380698626240095
4748,27617,13.5,77.5,IND23672.0,2.892950673898061
4749,27618,13.5,78.5,IND23673.0,4.087496424714724
4750,27619,13.5,79.5,IND23674.0,0.03399690370618676
4751,27620,13.5,80.5,IND24008.0,2.296871008972327
4752,27974,12.5,74.5,IND24009.0,0.5575962830334902
4753,27975,12.5,75.5,IND24010.0,1.1994794321556888
4754,27976,12.5,76.5,IND24011.0,5.1895009974638615
4755,27977,12.5,77.5,IND24012.0,2.355387434363365
4756,27978,12.5,78.5,IND24013.0,6.19743267695109
4757,27979,12.5,79.5,IND24014.0,2.8422314052780466
4758,27980,12.5,80.5,IND24015.0,2.110675970713298
4759,28335,11.5,75.5,IND24016.0,100.0
4760,28336,11.5,76.5,IND24017.0,96.5472380320231
4761,28337,11.5,77.5,IND24018.0,46.44193649291992
4762,28338,11.5,78.5,IND24019.0,32.49383668104808
4763,28339,11.5,79.5,IND24020.0,2.0566539218028383
4764,28695,10.5,75.5,IND24021.0,0.3801071085035801
4765,28696,10.5,76.5,IND24022.0,0.4962586642553409
4766,28697,10.5,77.5,IND24023.0,0.21589152359714112
4767,28698,10.5,78.5,IND24024.0,0.7906614957998196
4768,28699,10.5,79.5,IND24025.0,2.256789050685863
4769,29056,9.5,76.5,IND24026.0,31.4174751440684
4770,29057,9.5,77.5,IND24027.0,8.407124628623325
4771,29058,9.5,78.5,IND24028.0,18.619731068611145
4772,29059,9.5,79.5,IND24031.0,3.4351329629619918
4773,29416,8.5,76.5,IND24032.0,17.662916084130607
4774,29417,8.5,77.5,IND24033.0,29.070936640103657
4775,29418,8.5,78.5,IND24034.0,41.06243550777435
4776,20015,34.5,35.5,IND24368.0,99.9999980131785
4777,20016,34.5,36.5,IND24369.0,84.96363361676535
4778,20376,33.5,36.5,IND24370.0,87.81916101773581
4779,20375,33.5,35.5,IND24371.0,22.874487936496735
4780,20734,32.5,34.5,IND24372.0,100.00000397364299
4781,20735,32.5,35.5,IND24373.0,85.4347805182139
4782,21095,31.5,35.5,IND24374.0,57.24754333496094
4783,21455,30.5,35.5,IND24375.0,14.611553152402243
4784,21815,29.5,35.5,IND24376.0,2.722807725270589
4785,20582,32.5,-117.5,IND24377.0,71.78706526756287
4786,20583,32.5,-116.5,IND24378.0,89.0214204788208
4787,20584,32.5,-115.5,IND24379.0,72.4852979183197
4788,20585,32.5,-114.5,IND24380.0,25.132861733436584
4789,20586,32.5,-113.5,IND24381.0,5.463399365544319
4790,20943,31.5,-116.5,IND24382.0,26.65973703066508
4791,20944,31.5,-115.5,IND24383.0,12.175673991441727
4792,20945,31.5,-114.5,IND24384.0,3.4104699889818826
4793,20947,31.5,-112.5,IND24385.0,6.081651275356611
4794,20948,31.5,-111.5,IND24386.0,22.83414751291275
4795,20949,31.5,-110.5,IND24387.0,32.74919390678406
4796,20950,31.5,-109.5,IND24388.0,25.1032496492068
4797,20951,31.5,-108.5,IND24389.0,38.41455976168315
4798,20952,31.5,-107.5,IND24391.0,41.311585903167725
4799,20953,31.5,-106.5,IND24392.0,27.024710178375244
4800,20954,31.5,-105.5,IND24393.0,44.923415780067444
4801,21303,30.5,-116.5,IND24729.0,18.696589767932892
4802,21304,30.5,-115.5,IND24730.0,17.796694238980614
4803,21306,30.5,-113.5,IND24731.0,1.3518324432273707
4804,21307,30.5,-112.5,IND24732.0,1.0338304253915944
4805,21308,30.5,-111.5,IND24733.0,0.6361281499266624
4806,21309,30.5,-110.5,IND24734.0,0.3170092900594076
4807,21310,30.5,-109.5,IND24735.0,0.8453979777793089
4808,21311,30.5,-108.5,IND24736.0,2.689744407931964
4809,21312,30.5,-107.5,IND24737.0,42.58471528689067
4810,21313,30.5,-106.5,IND24738.0,49.56439932187398
4811,21314,30.5,-105.5,IND24739.0,37.19216585159302
4812,21315,30.5,-104.5,IND24740.0,15.610080460707346
4813,21667,29.5,-112.5,IND24741.0,31.300676862398785
4814,21668,29.5,-111.5,IND24742.0,76.65361960728964
4815,21669,29.5,-110.5,IND24743.0,90.91525475184122
4816,21670,29.5,-109.5,IND24744.0,12.080204362670582
4817,21671,29.5,-108.5,IND24745.0,4.45827078818182e-15
4818,21672,29.5,-107.5,IND24746.0,0.0341749400831759
4819,21673,29.5,-106.5,IND24747.0,3.7428942198554673
4820,21674,29.5,-105.5,IND24748.0,2.616003093620141
4821,21675,29.5,-104.5,IND24749.0,23.21773668130239
4822,21676,29.5,-103.5,IND24752.0,32.88676093022029
4823,21677,29.5,-102.5,IND25092.0,4.422593613465628
4824,21678,29.5,-101.5,IND25093.0,1.3535397748152413
4825,21679,29.5,-100.5,IND25094.0,1.2006900273263454
4826,22028,28.5,-111.5,IND25095.0,0.9627896671493849
4827,22029,28.5,-110.5,IND25096.0,9.197339912255604
4828,22030,28.5,-109.5,IND25097.0,11.831081410249073
4829,22031,28.5,-108.5,IND25098.0,62.81464695930481
4830,22032,28.5,-107.5,IND25099.0,57.18876322110494
4831,22033,28.5,-106.5,IND25100.0,6.846618155638377
4832,22034,28.5,-105.5,IND25101.0,1.1475208525856337
4833,22035,28.5,-104.5,IND25102.0,4.059726248184839
4834,22037,28.5,-102.5,IND25103.0,2.4850058058897657
4835,22038,28.5,-101.5,IND25104.0,2.614971374471982
4836,22039,28.5,-100.5,IND25105.0,35.14511088530223
4837,22040,28.5,-99.5,IND25106.0,35.593971610069275
4838,22387,27.5,-112.5,IND25452.0,5.544972295562426
4839,22389,27.5,-110.5,IND25453.0,87.61005202929178
4840,22390,27.5,-109.5,IND25454.0,0.4958286105344693
4841,22391,27.5,-108.5,IND25455.0,0.7518500400086243
4842,22392,27.5,-107.5,IND25456.0,1.7669213935732841
4843,22393,27.5,-106.5,IND25457.0,0.7180124521255493
4844,22394,27.5,-105.5,IND25458.0,3.041011032958825
4845,22395,27.5,-104.5,IND25459.0,1.35459890589118
4846,22396,27.5,-103.5,IND25460.0,0.7761834344516199
4847,22397,27.5,-102.5,IND25461.0,23.815451562404633
4848,22398,27.5,-101.5,IND25462.0,6.189498553673426
4849,22399,27.5,-100.5,IND25463.0,15.378707647323608
4850,22400,27.5,-99.5,IND25464.0,18.106473982334137
4851,22747,26.5,-112.5,IND25465.0,4.962042967478434
4852,22748,26.5,-111.5,IND25812.0,2.985343088706334
4853,22750,26.5,-109.5,IND25813.0,26.787580053011578
4854,22751,26.5,-108.5,IND25814.0,0.0
4855,22752,26.5,-107.5,IND25815.0,83.44188332557678
4856,22753,26.5,-106.5,IND25816.0,31.21410806973775
4857,22754,26.5,-105.5,IND25817.0,40.15623927116394
4858,22755,26.5,-104.5,IND25818.0,98.50372076034546
4859,22756,26.5,-103.5,IND25819.0,83.55865279833475
4860,22757,26.5,-102.5,IND25820.0,35.62775353590648
4861,22758,26.5,-101.5,IND25821.0,43.728482723236084
4862,22759,26.5,-100.5,IND25822.0,11.262429257233936
4863,22760,26.5,-99.5,IND25823.0,30.851436654726665
4864,22761,26.5,-98.5,IND25824.0,32.87837207317352
4865,22762,26.5,-97.5,IND26173.0,15.070979793866476
4866,23107,25.5,-112.5,IND26174.0,32.40061104297638
4867,23108,25.5,-111.5,IND26175.0,16.20283623536428
4868,23110,25.5,-109.5,IND26176.0,18.950198094050087
4869,23111,25.5,-108.5,IND26177.0,41.83979630470276
4870,23112,25.5,-107.5,IND26178.0,80.36248286565146
4871,23113,25.5,-106.5,IND26179.0,42.746062080065414
4872,23114,25.5,-105.5,IND26180.0,39.55627580483754
4873,23115,25.5,-104.5,IND26181.0,34.032852451006576
4874,23116,25.5,-103.5,IND26182.0,30.071245630582172
4875,23117,25.5,-102.5,IND26183.0,30.840489268302917
4876,23118,25.5,-101.5,IND26533.0,19.49038803577423
4877,23119,25.5,-100.5,IND26534.0,15.38302352031072
4878,23120,25.5,-99.5,IND26535.0,4.024177541335424
4879,23121,25.5,-98.5,IND26536.0,2.2680145998795824
4880,23122,25.5,-97.5,IND26537.0,0.7046582798163097
4881,23468,24.5,-111.5,IND26538.0,2.069481586416562
4882,23469,24.5,-110.5,IND26539.0,4.025544101993242
4883,23470,24.5,-109.5,IND26540.0,95.00511884689331
4884,23472,24.5,-107.5,IND26541.0,9.340400248765945
4885,23473,24.5,-106.5,IND26542.0,1.3411014651258788
4886,23474,24.5,-105.5,IND26893.0,13.82805605729421
4887,23475,24.5,-104.5,IND26894.0,78.01098227500916
4888,23476,24.5,-103.5,IND26895.0,71.29482825597128
4889,23477,24.5,-102.5,IND26896.0,92.48034556706747
4890,23478,24.5,-101.5,IND26897.0,35.88513831297557
4891,23479,24.5,-100.5,IND26898.0,83.77612233161926
4892,23480,24.5,-99.5,IND26899.0,68.78878871599832
4893,23481,24.5,-98.5,IND26900.0,95.73173522949219
4894,23482,24.5,-97.5,IND27254.0,87.31988668441772
4895,23829,23.5,-110.5,IND27255.0,74.37028487523398
4896,23830,23.5,-109.5,IND27256.0,43.21798185507457
4897,23833,23.5,-106.5,IND27257.0,6.371247147520383
4898,23834,23.5,-105.5,IND27258.0,6.8507276475429535
4899,23835,23.5,-104.5,IND27259.0,1.2303857132792473
4900,23836,23.5,-103.5,IND27260.0,0.4387219591687123
4901,23837,23.5,-102.5,IND27614.0,5.516287560264269
4902,23838,23.5,-101.5,IND27615.0,59.14543271064758
4903,23839,23.5,-100.5,IND27616.0,73.90028238296509
4904,23840,23.5,-99.5,IND27617.0,7.096464435259501
4905,23841,23.5,-98.5,IND27618.0,1.9687267641226451
4906,23842,23.5,-97.5,IND27619.0,5.09217381477356
4907,24193,22.5,-106.5,IND27620.0,28.569573163986206
4908,24194,22.5,-105.5,IND27974.0,5.999641120433807
4909,24195,22.5,-104.5,IND27975.0,7.496409118175507
4910,24196,22.5,-103.5,IND27976.0,3.279930663605531
4911,24197,22.5,-102.5,IND27977.0,0.6829166784882545
4912,24198,22.5,-101.5,IND27978.0,1.2588408154745898
4913,24199,22.5,-100.5,IND27979.0,1.112495269626379
4914,24200,22.5,-99.5,IND27980.0,2.5023745993773145
4915,24201,22.5,-98.5,IND28335.0,1.7940673045814037
4916,24202,22.5,-97.5,IND28336.0,27.878928184509277
4917,24554,21.5,-105.5,IND28337.0,30.609275897343952
4918,24555,21.5,-104.5,IND28338.0,3.6583971232175827
4919,24556,21.5,-103.5,IND28339.0,4.133693873882294
4920,24557,21.5,-102.5,IND28695.0,66.65288011233011
4921,24558,21.5,-101.5,IND28696.0,100.0
4922,24559,21.5,-100.5,IND28697.0,99.62597290674844
4923,24560,21.5,-99.5,IND28698.0,2.484249820311864
4924,24561,21.5,-98.5,IND28699.0,5.712079877654711
4925,24562,21.5,-97.5,IND29056.0,2.241363500555356
4926,24570,21.5,-89.5,IND29057.0,2.8741195177038508
4927,24571,21.5,-88.5,IND29058.0,8.209652205308277
4928,24572,21.5,-87.5,IND29059.0,64.11042809486389
4929,24573,21.5,-86.5,IND29416.0,53.13798586527506
4930,24914,20.5,-105.5,IND29417.0,27.7118980884552
4931,24915,20.5,-104.5,IND29418.0,35.30923922856648
4932,24916,20.5,-103.5,LBN20015.0,47.32059836387634
4933,24917,20.5,-102.5,LBN20016.0,40.623774131139115
4934,24918,20.5,-101.5,LBN20376.0,27.63326068719228
4935,24919,20.5,-100.5,ISR20375.0,19.488363464673363
4936,24920,20.5,-99.5,ISR20734.0,30.3249994913737
4937,24921,20.5,-98.5,ISR20735.0,12.021293242772419
4938,24922,20.5,-97.5,ISR21095.0,42.235807577768966
4939,24923,20.5,-96.5,ISR21455.0,30.18623689810435
4940,24929,20.5,-90.5,ISR21815.0,34.97965733210246
4941,24930,20.5,-89.5,MEX20582.0,32.949525117874146
4942,24931,20.5,-88.5,MEX20583.0,33.99616777896881
4943,24932,20.5,-87.5,MEX20584.0,10.001135369141895
4944,24933,20.5,-86.5,MEX20585.0,42.01519787311554
4945,25274,19.5,-105.5,MEX20586.0,22.55615393320719
4946,25275,19.5,-104.5,MEX20943.0,7.795417060454686
4947,25276,19.5,-103.5,MEX20944.0,3.2654453068971634
4948,25277,19.5,-102.5,MEX20945.0,12.067075322071712
4949,25278,19.5,-101.5,MEX20947.0,23.682736357053123
4950,25279,19.5,-100.5,MEX20948.0,7.239845643440883
4951,25280,19.5,-99.5,MEX20949.0,19.59077020486196
4952,25281,19.5,-98.5,MEX20950.0,83.51600766181946
4953,25282,19.5,-97.5,MEX20951.0,2.3320014278093977
4954,25283,19.5,-96.5,MEX20952.0,0.871433907498916
4955,25288,19.5,-91.5,MEX20953.0,10.507272432247799
4956,25289,19.5,-90.5,MEX20954.0,60.85486610730489
4957,25290,19.5,-89.5,MEX21303.0,97.95189897219339
4958,25291,19.5,-88.5,MEX21304.0,80.28308749198914
4959,25292,19.5,-87.5,MEX21306.0,66.25510255495706
4960,25636,18.5,-103.5,MEX21307.0,85.77031691869101
4961,25637,18.5,-102.5,MEX21308.0,99.38216209411621
4962,25638,18.5,-101.5,MEX21309.0,93.82592042287192
4963,25639,18.5,-100.5,MEX21310.0,91.74587925275168
4964,25640,18.5,-99.5,MEX21311.0,24.620684484640755
4965,25641,18.5,-98.5,MEX21312.0,19.70380494991938
4966,25642,18.5,-97.5,MEX21313.0,59.4062884648641
4967,25643,18.5,-96.5,MEX21314.0,1.6808927680055301
4968,25644,18.5,-95.5,MEX21315.0,6.175277878840765
4969,25645,18.5,-94.5,MEX21667.0,1.700739562511444
4970,25646,18.5,-93.5,MEX21668.0,1.5900334964195888
4971,25647,18.5,-92.5,MEX21669.0,19.178920487562813
4972,25648,18.5,-91.5,MEX21670.0,16.45116706689199
4973,25649,18.5,-90.5,MEX21671.0,4.065525035063425
4974,25650,18.5,-89.5,MEX21672.0,11.93149412671725
4975,25651,18.5,-88.5,MEX21673.0,5.116110667586327
4976,25998,17.5,-101.5,MEX21674.0,5.779931445916494
4977,25999,17.5,-100.5,MEX21675.0,5.569441740711531
4978,26000,17.5,-99.5,MEX21676.0,4.552086566885313
4979,26001,17.5,-98.5,MEX21677.0,4.854714125394821
4980,26002,17.5,-97.5,MEX21678.0,0.6920916649202506
4981,26003,17.5,-96.5,MEX21679.0,5.643576631943384
4982,26004,17.5,-95.5,MEX22028.0,93.71406833330789
4983,26005,17.5,-94.5,MEX22029.0,45.79855302969615
4984,26006,17.5,-93.5,MEX22030.0,14.03720130523046
4985,26007,17.5,-92.5,MEX22031.0,15.280386308828989
4986,26008,17.5,-91.5,MEX22032.0,66.6666587193807
4987,26009,17.5,-90.5,MEX22033.0,2.8407032911976176
4988,26010,17.5,-89.5,MEX22034.0,5.71436770260334
4989,26011,17.5,-88.5,MEX22035.0,2.704012890656789
4990,26360,16.5,-99.5,MEX22037.0,4.200797403852144
4991,26361,16.5,-98.5,MEX22038.0,52.14550495147705
4992,26362,16.5,-97.5,MEX22039.0,4.2180385440588
4993,26363,16.5,-96.5,MEX22040.0,0.0
4994,26364,16.5,-95.5,MEX22387.0,35.056088368097946
4995,26365,16.5,-94.5,MEX22389.0,47.53081301848094
4996,26366,16.5,-93.5,MEX22390.0,57.87561535835266
4997,26367,16.5,-92.5,MEX22391.0,33.412103851636246
4998,26368,16.5,-91.5,MEX22392.0,55.9711237748464
4999,26369,16.5,-90.5,MEX22393.0,48.27271501223247
5000,26726,15.5,-93.5,MEX22394.0,32.404421766599015
5001,26727,15.5,-92.5,MEX22395.0,23.71788720289866
5002,26728,15.5,-91.5,MEX22396.0,18.99962772925695
5003,27087,14.5,-92.5,MEX22397.0,11.522916456063587
5004,20712,32.5,12.5,MEX22398.0,15.049954255421957
5005,20713,32.5,13.5,MEX22399.0,21.286345521608986
5006,20714,32.5,14.5,MEX22400.0,48.97911647955577
5007,20715,32.5,15.5,MEX22747.0,65.8224105834961
5008,20720,32.5,20.5,MEX22748.0,29.64633007844289
5009,20721,32.5,21.5,MEX22750.0,44.79231635729472
5010,20722,32.5,22.5,MEX22751.0,37.72945801417033
5011,21080,31.5,20.5,MEX22752.0,53.22274367014567
5012,21795,29.5,15.5,MEX22753.0,25.114723046620686
5013,22514,27.5,14.5,MEX22754.0,5.06067747871081
5014,22515,27.5,15.5,MEX22755.0,12.852961321671804
5015,22872,26.5,12.5,MEX22756.0,20.43037861585617
5016,22873,26.5,13.5,MEX22757.0,2.3209840680162115
5017,22874,26.5,14.5,MEX22758.0,0.62113874591887
5018,22875,26.5,15.5,MEX22759.0,11.020909994840622
5019,23232,25.5,12.5,MEX22760.0,58.03716778755188
5020,23603,24.5,23.5,MEX22761.0,86.33912603060404
5021,20736,32.5,36.5,MEX22762.0,42.95506874720256
5022,21096,31.5,36.5,MEX23107.0,55.46180009841919
5023,21097,31.5,37.5,MEX23108.0,94.16911403338113
5024,21458,30.5,38.5,MEX23110.0,99.85118707021078
5025,21816,29.5,36.5,MEX23111.0,99.90006883939108
5026,21089,31.5,29.5,MEX23112.0,97.75712490081787
5027,21090,31.5,30.5,MEX23113.0,27.20555067062378
5028,21091,31.5,31.5,MEX23114.0,4.171278203527132
5029,21092,31.5,32.5,MEX23115.0,92.18847751617432
5030,21094,31.5,34.5,MEX23116.0,0.8944214632113775
5031,21449,30.5,29.5,MEX23117.0,1.9075154016415279
5032,21450,30.5,30.5,MEX23118.0,1.4528052881360054
5033,21451,30.5,31.5,MEX23119.0,2.1787918483217554
5034,21452,30.5,32.5,MEX23120.0,11.74174000819524
5035,21810,29.5,30.5,MEX23121.0,9.55004096031189
5036,21811,29.5,31.5,MEX23122.0,14.660082260767618
5037,22168,28.5,28.5,MEX23468.0,9.398746242125828
5038,22170,28.5,30.5,MEX23469.0,14.855778714021048
5039,22171,28.5,31.5,MEX23470.0,5.190247297286987
5040,22527,27.5,27.5,MEX23472.0,2.3382091273864107
5041,22528,27.5,28.5,MEX23473.0,0.628950943549474
5042,22530,27.5,30.5,MEX23474.0,0.8249297272413969
5043,22531,27.5,31.5,MEX23475.0,3.453207636872927
5044,22887,26.5,27.5,MEX23476.0,65.24128913879395
5045,22891,26.5,31.5,MEX23477.0,20.004824797312416
5046,22892,26.5,32.5,MEX23478.0,100.0
5047,23248,25.5,28.5,MEX23479.0,70.94930410385132
5048,23249,25.5,29.5,MEX23480.0,1.1064096353948116
5049,23250,25.5,30.5,MEX23481.0,4.7537678231795635
5050,23252,25.5,32.5,MEX23482.0,30.220444003740948
5051,23610,24.5,30.5,MEX23829.0,5.246016507347425
5052,23612,24.5,32.5,MEX23830.0,12.176595876614254
5053,23613,24.5,33.5,MEX23833.0,41.78782800833385
5054,24328,22.5,28.5,MEX23834.0,48.46342305342357
5055,21818,29.5,38.5,MEX23835.0,0.12193225556984544
5056,21819,29.5,39.5,MEX23836.0,0.0
5057,21820,29.5,40.5,MEX23837.0,16.76614979902903
5058,22176,28.5,36.5,MEX23838.0,65.69568117459616
5059,22177,28.5,37.5,MEX23839.0,99.33700760205588
5060,22181,28.5,41.5,MEX23840.0,64.16849295298258
5061,22182,28.5,42.5,MEX23841.0,18.610931932926178
5062,22538,27.5,38.5,MEX23842.0,12.947210669517517
5063,22541,27.5,41.5,MEX24193.0,11.23787984251976
5064,22542,27.5,42.5,MEX24194.0,26.409197847048443
5065,22543,27.5,43.5,MEX24195.0,63.342865308125816
5066,22544,27.5,44.5,MEX24196.0,45.701907078425094
5067,22548,27.5,48.5,MEX24197.0,75.9283185005188
5068,22549,27.5,49.5,MEX24198.0,76.73219045003256
5069,22896,26.5,36.5,MEX24199.0,52.73192524909973
5070,22897,26.5,37.5,MEX24200.0,78.0259390672048
5071,22898,26.5,38.5,MEX24201.0,31.83821638425191
5072,22902,26.5,42.5,MEX24202.0,32.765627900759384
5073,22903,26.5,43.5,MEX24554.0,39.91329769293468
5074,22904,26.5,44.5,MEX24555.0,23.348073661327362
5075,22908,26.5,48.5,MEX24556.0,7.179383685191472
5076,22909,26.5,49.5,MEX24557.0,19.361813366413116
5077,23258,25.5,38.5,MEX24558.0,55.81015149752299
5078,23263,25.5,43.5,MEX24559.0,74.53689575195312
5079,23264,25.5,44.5,MEX24560.0,32.29261636734009
5080,23265,25.5,45.5,MEX24561.0,36.01788977781932
5081,23266,25.5,46.5,MEX24562.0,96.3840901851654
5082,23269,25.5,49.5,MEX24570.0,97.62371182441711
5083,23619,24.5,39.5,MEX24571.0,99.98630682627359
5084,23624,24.5,44.5,MEX24572.0,99.9999980131785
5085,23625,24.5,45.5,MEX24573.0,12.347463021675747
5086,23626,24.5,46.5,MEX24914.0,3.0349576845765114
5087,23627,24.5,47.5,MEX24915.0,5.591730525096258
5088,23628,24.5,48.5,MEX24916.0,6.542742997407913
5089,23979,23.5,39.5,MEX24917.0,100.00000596046448
5090,23980,23.5,40.5,MEX24918.0,45.91147005558014
5091,23986,23.5,46.5,MEX24919.0,18.60164999961853
5092,23987,23.5,47.5,MEX24920.0,11.525121827920277
5093,24346,22.5,46.5,MEX24921.0,0.9570233368625244
5094,24700,21.5,40.5,MEX24922.0,5.527297531565031
5095,25060,20.5,40.5,MEX24923.0,2.4654751022656756
5096,25061,20.5,41.5,MEX24929.0,3.0292092512051267
5097,25062,20.5,42.5,MEX24930.0,4.1993750880161915
5098,25064,20.5,44.5,MEX24931.0,0.7209014147520065
5099,25065,20.5,45.5,MEX24932.0,6.5247466166814165
5100,25421,19.5,41.5,MEX24933.0,0.2522486766489843
5101,25422,19.5,42.5,MEX25274.0,5.750215798616409
5102,25424,19.5,44.5,MEX25275.0,0.7401622521380584
5103,25425,19.5,45.5,MEX25276.0,0.5960142550369103
5104,25781,18.5,41.5,MEX25277.0,88.43180338541666
5105,25782,18.5,42.5,MEX25278.0,52.978902061780296
5106,26142,17.5,42.5,MEX25279.0,10.38355752825737
5107,26143,17.5,43.5,MEX25280.0,42.066995302836105
5108,26144,17.5,44.5,MEX25281.0,85.47319571177164
5109,26502,16.5,42.5,MEX25282.0,8.302823205788929
5110,26503,16.5,43.5,MEX25283.0,1.4013700497647128
5111,21861,29.5,81.5,MEX25288.0,1.3015537212292352
5112,22222,28.5,82.5,MEX25289.0,46.708112955093384
5113,22223,28.5,83.5,MEX25290.0,48.316121101379395
5114,22188,28.5,48.5,MEX25291.0,5.173913761973381
5115,22956,26.5,96.5,MEX25292.0,1.9490214064717293
5116,22957,26.5,97.5,MEX25636.0,17.47335990269979
