,fid,long,lat,iso3,2015
1454,13869,51.5,9.5,DEU12792.0,12.478376179933548
1455,13870,51.5,10.5,DEU12793.0,9.06326025724411
1456,13871,51.5,11.5,DEU12794.0,8.94050548473994
1457,13872,51.5,12.5,DEU13146.0,17.105942467848458
1458,13873,51.5,13.5,DEU13147.0,12.697484840949377
1459,13874,51.5,14.5,DEU13148.0,14.230711261431376
1460,13875,51.5,15.5,DEU13149.0,30.542064706484478
1461,14225,50.5,5.5,DEU13150.0,91.37969613075256
1462,14226,50.5,6.5,DEU13151.0,0.0
1463,14227,50.5,7.5,DEU13152.0,0.0
1464,14228,50.5,8.5,DEU13153.0,0.0
1465,14229,50.5,9.5,DEU13154.0,92.4358050028483
1466,14230,50.5,10.5,DEU13506.0,0.0
1467,14231,50.5,11.5,DEU13507.0,0.0
1468,14232,50.5,12.5,DEU13508.0,0.0
1469,14233,50.5,13.5,DEU13509.0,100.0
1470,14234,50.5,14.5,DEU13510.0,54.20083403587341
1471,14589,49.5,9.5,DEU13511.0,52.89295315742493
1472,14590,49.5,10.5,DEU13512.0,0.0
1473,14591,49.5,11.5,DEU13513.0,64.8923397064209
1474,14592,49.5,12.5,DEU13514.0,53.258038560549416
1475,14593,49.5,13.5,DEU13865.0,81.76213502883911
1476,14949,48.5,9.5,DEU13866.0,73.96206657091776
1477,14950,48.5,10.5,DEU13867.0,51.26851201057434
1478,14951,48.5,11.5,DEU13868.0,63.63770763079325
1479,15308,47.5,8.5,DEU13869.0,66.66666666666666
1480,12775,54.5,-4.5,DEU13870.0,0.0
1481,12796,54.5,16.5,DEU13871.0,0.0
1482,12797,54.5,17.5,DEU13872.0,0.0
1483,12798,54.5,18.5,DEU13873.0,0.0
1484,12799,54.5,19.5,DEU13874.0,11.029551178216934
1485,12800,54.5,20.5,DEU13875.0,11.8427574634552
1486,12801,54.5,21.5,DEU14225.0,3.0097730457782745
1487,13155,53.5,15.5,DEU14226.0,5.480805908640226
1488,13156,53.5,16.5,DEU14227.0,11.363670229911804
1489,13157,53.5,17.5,DEU14228.0,16.572837034861244
1490,13158,53.5,18.5,DEU14229.0,32.16288387775421
1491,13159,53.5,19.5,DEU14230.0,34.73438521226247
1492,13160,53.5,20.5,DEU14231.0,44.54382459322612
1493,13161,53.5,21.5,DEU14232.0,26.780250171820324
1494,13162,53.5,22.5,DEU14233.0,13.603044052918753
1495,13515,52.5,15.5,DEU14234.0,12.379395465056103
1496,13516,52.5,16.5,DEU14589.0,43.71321499347687
1497,13517,52.5,17.5,DEU14590.0,54.57327365875244
1498,13518,52.5,18.5,DEU14591.0,48.95312090714772
1499,13519,52.5,19.5,DEU14592.0,35.515179236729935
1500,13520,52.5,20.5,DEU14593.0,25.277211268742878
1501,13521,52.5,21.5,DEU14949.0,15.789304176966349
1502,13522,52.5,22.5,DEU14950.0,9.415294975042343
1503,13523,52.5,23.5,DEU14951.0,10.989588995774586
1504,13876,51.5,16.5,DEU15308.0,36.458437641461686
1505,13877,51.5,17.5,IMN12775.0,37.270552913347885
1506,13878,51.5,18.5,POL12796.0,26.19974911212921
1507,13879,51.5,19.5,POL12797.0,34.480376044909164
1508,13880,51.5,20.5,POL12798.0,72.32153216997781
1509,13881,51.5,21.5,POL12799.0,57.43402441342672
1510,13882,51.5,22.5,POL12800.0,40.42552610238393
1511,13883,51.5,23.5,POL12801.0,36.0425482193629
1512,14239,50.5,19.5,POL13155.0,13.976548115412394
1513,14240,50.5,20.5,POL13156.0,2.5472691903511686
1514,14241,50.5,21.5,POL13157.0,7.027103255192439
1515,14242,50.5,22.5,POL13158.0,11.081100006898243
1516,14243,50.5,23.5,POL13159.0,22.60014514128367
1517,14244,50.5,24.5,POL13160.0,26.811621089776356
1518,14603,49.5,23.5,POL13161.0,25.29606769482295
1519,12807,54.5,27.5,POL13162.0,40.476611256599426
1520,12808,54.5,28.5,POL13515.0,32.436003287633255
1521,12809,54.5,29.5,POL13516.0,34.982212384541825
1522,13165,53.5,25.5,POL13517.0,35.434172550837204
1523,13166,53.5,26.5,POL13518.0,34.128810962041214
1524,13167,53.5,27.5,POL13519.0,34.64203576246898
1525,13168,53.5,28.5,POL13520.0,29.922170440355938
1526,13169,53.5,29.5,POL13521.0,45.64710855484009
1527,13170,53.5,30.5,POL13522.0,51.85402433077494
1528,13524,52.5,24.5,POL13523.0,35.651977856953934
1529,13525,52.5,25.5,POL13876.0,1.6324974596500397
1530,13526,52.5,26.5,POL13877.0,2.4483715494473772
1531,13527,52.5,27.5,POL13878.0,11.967749148607254
1532,13528,52.5,28.5,POL13879.0,72.24145531654358
1533,13529,52.5,29.5,POL13880.0,81.31032784779867
1534,13530,52.5,30.5,POL13881.0,39.729759097099304
1535,13884,51.5,24.5,POL13882.0,11.16721083720525
1536,13885,51.5,25.5,POL13883.0,1.4351351465769773e-15
1537,13886,51.5,26.5,POL14239.0,0.1308223620677988
1538,13887,51.5,27.5,POL14240.0,0.0
1539,13888,51.5,28.5,POL14241.0,1.304999971381957e-14
1540,13889,51.5,29.5,POL14242.0,99.99999205271402
1541,13890,51.5,30.5,POL14243.0,3.089831710703362e-16
1542,12849,54.5,69.5,POL14244.0,0.0
1543,13203,53.5,63.5,POL14603.0,1.615551003979028e-17
1544,13204,53.5,64.5,BLR12807.0,0.14894146006554365
1545,13205,53.5,65.5,BLR12808.0,6.532284989953041
1546,13206,53.5,66.5,BLR12809.0,4.565536950612424e-16
1547,13207,53.5,67.5,BLR13165.0,5.249344691270037e-16
1548,13208,53.5,68.5,BLR13166.0,0.0
1549,13209,53.5,69.5,BLR13167.0,0.0
1550,13210,53.5,70.5,BLR13168.0,0.0
1551,13211,53.5,71.5,BLR13169.0,0.0
1552,13563,52.5,63.5,BLR13170.0,0.0
1553,13564,52.5,64.5,BLR13524.0,0.0
1554,13565,52.5,65.5,BLR13525.0,0.0
1555,13566,52.5,66.5,BLR13526.0,0.0
1556,13567,52.5,67.5,BLR13527.0,0.0
1557,13568,52.5,68.5,BLR13528.0,0.0
1558,13569,52.5,69.5,BLR13529.0,0.0
1559,13570,52.5,70.5,BLR13530.0,0.0
1560,13571,52.5,71.5,BLR13884.0,0.0
1561,13572,52.5,72.5,BLR13885.0,0.0
1562,13573,52.5,73.5,BLR13886.0,0.0
1563,13574,52.5,74.5,BLR13887.0,0.0
1564,13575,52.5,75.5,BLR13888.0,0.0
1565,13576,52.5,76.5,BLR13889.0,0.0
1566,13577,52.5,77.5,BLR13890.0,0.0
1567,13922,51.5,62.5,KAZ12849.0,0.0
1568,13923,51.5,63.5,KAZ13203.0,0.0
1569,13924,51.5,64.5,KAZ13204.0,0.0
1570,13925,51.5,65.5,KAZ13205.0,98.34142923355103
1571,13926,51.5,66.5,KAZ13206.0,89.01612162590027
1572,13927,51.5,67.5,KAZ13207.0,99.05940890312195
1573,13928,51.5,68.5,KAZ13208.0,100.00000397364299
1574,13929,51.5,69.5,KAZ13209.0,0.46643903478980064
1575,13930,51.5,70.5,KAZ13210.0,0.1909628277644515
1576,13931,51.5,71.5,KAZ13211.0,1.8086240937312443
1577,13932,51.5,72.5,KAZ13563.0,1.4220817480236292
1578,13933,51.5,73.5,KAZ13564.0,19.20549521843592
1579,13934,51.5,74.5,KAZ13565.0,62.371848026911415
1580,13936,51.5,76.5,KAZ13566.0,97.51976728439331
1581,13937,51.5,77.5,KAZ13567.0,85.73604226112366
1582,13938,51.5,78.5,KAZ13568.0,63.17601203918457
1583,14270,50.5,50.5,KAZ13569.0,100.0
1584,14271,50.5,51.5,KAZ13570.0,87.37225135167441
1585,14272,50.5,52.5,KAZ13571.0,65.33534328142801
1586,14273,50.5,53.5,KAZ13572.0,25.69269935290019
1587,14282,50.5,62.5,KAZ13573.0,0.0
1588,14283,50.5,63.5,KAZ13574.0,0.0
1589,14285,50.5,65.5,KAZ13575.0,0.0
1590,14286,50.5,66.5,KAZ13576.0,0.0
1591,14287,50.5,67.5,KAZ13577.0,0.0
1592,14288,50.5,68.5,KAZ13922.0,0.0
1593,14289,50.5,69.5,KAZ13923.0,0.0
1594,14290,50.5,70.5,KAZ13924.0,100.0
1595,14291,50.5,71.5,KAZ13925.0,0.0
1596,14292,50.5,72.5,KAZ13926.0,42.303554217020675
1597,14293,50.5,73.5,KAZ13927.0,27.709758281707764
1598,14294,50.5,74.5,KAZ13928.0,65.57886004447937
1599,14298,50.5,78.5,KAZ13929.0,8.565064954260986
1600,14629,49.5,49.5,KAZ13930.0,28.13972334067027
1601,14634,49.5,54.5,KAZ13931.0,17.494724690914154
1602,14636,49.5,56.5,KAZ13932.0,48.93145561218262
1603,14637,49.5,57.5,KAZ13933.0,0.0
1604,14638,49.5,58.5,KAZ13934.0,12.586934864521027
1605,14646,49.5,66.5,KAZ13935.0,99.61360295613608
1606,14647,49.5,67.5,KAZ13936.0,1.5789274126291275
1607,14650,49.5,70.5,KAZ13937.0,20.451847215493522
1608,14651,49.5,71.5,KAZ13938.0,49.281903107961014
1609,14652,49.5,72.5,KAZ14270.0,54.446547478437424
1610,14653,49.5,73.5,KAZ14271.0,79.6778122584025
1611,14654,49.5,74.5,KAZ14272.0,99.99670187632242
1612,14655,49.5,75.5,KAZ14273.0,66.91898107528687
1613,14656,49.5,76.5,KAZ14282.0,25.940463940302532
1614,14661,49.5,81.5,KAZ14283.0,1.5166465813914933
1615,14662,49.5,82.5,KAZ14285.0,1.682536645481984
1616,14663,49.5,83.5,KAZ14286.0,11.711789419253666
1617,14990,48.5,50.5,KAZ14287.0,22.741126020749412
1618,14994,48.5,54.5,KAZ14288.0,15.98211924235026
1619,14995,48.5,55.5,KAZ14289.0,5.996015419562658
1620,14997,48.5,57.5,KAZ14290.0,11.67259265979131
1621,15013,48.5,73.5,KAZ14291.0,5.0289711604515706
1622,15020,48.5,80.5,KAZ14292.0,10.632690787315369
1623,15021,48.5,81.5,KAZ14293.0,29.77738082408905
1624,15022,48.5,82.5,KAZ14294.0,98.84839653968811
1625,15023,48.5,83.5,KAZ14295.0,99.9999980131785
1626,15025,48.5,85.5,KAZ14298.0,100.0
1627,15026,48.5,86.5,KAZ14629.0,0.0
1628,15378,47.5,78.5,KAZ14630.0,0.0
1629,15379,47.5,79.5,KAZ14634.0,100.00000397364299
1630,15380,47.5,80.5,KAZ14635.0,64.43414092063904
1631,15381,47.5,81.5,KAZ14636.0,66.66667064030966
1632,15382,47.5,82.5,KAZ14637.0,0.0
1633,15383,47.5,83.5,KAZ14638.0,100.0
1634,15384,47.5,84.5,KAZ14646.0,50.31059185663859
1635,15385,47.5,85.5,KAZ14647.0,33.43521853288014
1636,15721,46.5,61.5,KAZ14650.0,90.70003827412924
1637,15722,46.5,62.5,KAZ14651.0,87.95756300290427
1638,15735,46.5,75.5,KAZ14652.0,100.00001589457194
1639,15739,46.5,79.5,KAZ14653.0,99.93972182273865
1640,15740,46.5,80.5,KAZ14654.0,100.0
1641,15741,46.5,81.5,KAZ14655.0,0.0
1642,15742,46.5,82.5,KAZ14656.0,0.0
1643,15743,46.5,83.5,KAZ14657.0,13.570031523704529
1644,15744,46.5,84.5,KAZ14661.0,13.826397061347961
1645,15745,46.5,85.5,KAZ14662.0,5.967141563693682
1646,16081,45.5,61.5,KAZ14663.0,7.162902504205704
1647,16082,45.5,62.5,KAZ14990.0,32.18298455079396
1648,16083,45.5,63.5,KAZ14994.0,33.85602831840515
1649,16084,45.5,64.5,KAZ14995.0,35.57329674561818
1650,16085,45.5,65.5,KAZ14997.0,45.11129856109619
1651,16086,45.5,66.5,KAZ15011.0,41.41537547111511
1652,16087,45.5,67.5,KAZ15013.0,27.196261286735535
1653,16088,45.5,68.5,KAZ15020.0,16.975729167461395
1654,16096,45.5,76.5,KAZ15021.0,40.363773703575134
1655,16097,45.5,77.5,KAZ15022.0,39.07872339089711
1656,16098,45.5,78.5,KAZ15023.0,44.63096757729848
1657,16099,45.5,79.5,KAZ15024.0,20.380634566148125
1658,16100,45.5,80.5,KAZ15025.0,34.58627760410309
1659,16101,45.5,81.5,KAZ15026.0,26.814747353394825
1660,16102,45.5,82.5,KAZ15352.0,7.9681843519210815
1661,16441,44.5,61.5,KAZ15378.0,2.6766670246918993
1662,16442,44.5,62.5,KAZ15379.0,65.13468027114868
1663,16443,44.5,63.5,KAZ15380.0,55.038291215896606
1664,16444,44.5,64.5,KAZ15381.0,39.03702795505524
1665,16445,44.5,65.5,KAZ15382.0,36.5582416454951
1666,16446,44.5,66.5,KAZ15383.0,46.173205971717834
1667,16447,44.5,67.5,KAZ15384.0,33.40086738268535
1668,16448,44.5,68.5,KAZ15385.0,38.73977859814961
1669,16449,44.5,69.5,KAZ15712.0,26.63303017616272
1670,16450,44.5,70.5,KAZ15721.0,11.710297813018162
1671,16451,44.5,71.5,KAZ15722.0,6.25075747569402
1672,16452,44.5,72.5,KAZ15734.0,5.290258427460989
1673,16453,44.5,73.5,KAZ15735.0,9.60943301518758
1674,16455,44.5,75.5,KAZ15739.0,8.962982892990112
1675,16456,44.5,76.5,KAZ15740.0,46.87606592973073
1676,16457,44.5,77.5,KAZ15741.0,46.00081145763397
1677,16458,44.5,78.5,KAZ15742.0,20.903027057647705
1678,16459,44.5,79.5,KAZ15743.0,20.78705678383509
1679,16460,44.5,80.5,KAZ15744.0,15.584173301855722
1680,16806,43.5,66.5,KAZ15745.0,30.513256788253784
1681,16807,43.5,67.5,KAZ16081.0,24.624866247177124
1682,16808,43.5,68.5,KAZ16082.0,22.68772224585215
1683,16809,43.5,69.5,KAZ16083.0,22.12434709072113
1684,16810,43.5,70.5,KAZ16084.0,30.45695722103119
1685,16811,43.5,71.5,KAZ16085.0,20.56828737258911
1686,16812,43.5,72.5,KAZ16086.0,7.546458890040715
1687,16813,43.5,73.5,KAZ16087.0,3.6088906849424043
1688,16814,43.5,74.5,KAZ16088.0,3.471638262271881
1689,16815,43.5,75.5,KAZ16093.0,1.5897079681356747
1690,16816,43.5,76.5,KAZ16096.0,14.145818228522936
1691,16817,43.5,77.5,KAZ16097.0,28.007858867446583
1692,16818,43.5,78.5,KAZ16098.0,0.4300362003656725
1693,16819,43.5,79.5,KAZ16099.0,21.61548833052317
1694,16820,43.5,80.5,KAZ16100.0,8.768355598052342
1695,17167,42.5,67.5,KAZ16101.0,1.41176263621153e-17
1696,17168,42.5,68.5,KAZ16102.0,8.717609933000558e-15
1697,17169,42.5,69.5,KAZ16441.0,1.4119493593101165e-16
1698,17170,42.5,70.5,KAZ16442.0,1.6300753746507926e-16
1699,17171,42.5,71.5,KAZ16443.0,3.557299047544163e-16
1700,17172,42.5,72.5,KAZ16444.0,0.02550856176336917
1701,17173,42.5,73.5,KAZ16445.0,2.8361740185952673e-15
1702,17174,42.5,74.5,KAZ16446.0,2.219665174682935
1703,17175,42.5,75.5,KAZ16447.0,0.6078824245681365
1704,17176,42.5,76.5,KAZ16448.0,0.38439397079249227
1705,17177,42.5,77.5,KAZ16449.0,0.03459204550987731
1706,17178,42.5,78.5,KAZ16450.0,0.02728161101307099
1707,17179,42.5,79.5,KAZ16451.0,1.6460226227839787
1708,17180,42.5,80.5,KAZ16452.0,0.0
1709,17527,41.5,67.5,KAZ16453.0,0.0
1710,17528,41.5,68.5,KAZ16454.0,0.0
1711,17529,41.5,69.5,KAZ16455.0,0.0
1712,17530,41.5,70.5,KAZ16456.0,0.0
1713,17888,40.5,68.5,KAZ16457.0,0.0
1714,13144,53.5,4.5,KAZ16458.0,0.0
1715,13145,53.5,5.5,KAZ16459.0,0.0
1716,13504,52.5,4.5,KAZ16460.0,0.0
1717,13505,52.5,5.5,KAZ16806.0,0.0
1718,13861,51.5,1.5,KAZ16807.0,0.0
1719,13862,51.5,2.5,KAZ16808.0,0.0
1720,14221,50.5,1.5,KAZ16809.0,0.0
1721,14222,50.5,2.5,KAZ16810.0,0.0
1722,14223,50.5,3.5,KAZ16811.0,0.0
1723,14224,50.5,4.5,KAZ16812.0,0.0
1724,14578,49.5,-1.5,KAZ16813.0,0.0
1725,14579,49.5,-0.5,KAZ16814.0,0.0
1726,14580,49.5,0.5,KAZ16815.0,0.21506745057801405
1727,14581,49.5,1.5,KAZ16816.0,34.909430642922715
1728,14582,49.5,2.5,KAZ16817.0,99.9999980131785
1729,14583,49.5,3.5,KAZ16818.0,2.8234316036105156
1730,14584,49.5,4.5,KAZ16819.0,0.049951513938140124
1731,14585,49.5,5.5,KAZ16820.0,1.7376898787915707
1732,14586,49.5,6.5,KAZ17167.0,1.7905028847356637
1733,14587,49.5,7.5,KAZ17168.0,0.09108262020163238
1734,14588,49.5,8.5,KAZ17169.0,0.8381818265964588
1735,14935,48.5,-4.5,KAZ17170.0,2.3743279433498783
1736,14936,48.5,-3.5,KAZ17171.0,62.255874276161194
1737,14937,48.5,-2.5,KAZ17172.0,42.12162047624588
1738,14938,48.5,-1.5,KAZ17173.0,24.18819715579351
1739,14939,48.5,-0.5,KAZ17174.0,11.612820004423458
1740,14940,48.5,0.5,KAZ17175.0,5.358128001292547
1741,14941,48.5,1.5,KAZ17176.0,13.722899556159973
1742,14942,48.5,2.5,KAZ17177.0,16.015826165676117
1743,14943,48.5,3.5,KAZ17178.0,0.0
1744,14944,48.5,4.5,KAZ17179.0,0.0
1745,14945,48.5,5.5,KAZ17180.0,0.0
1746,14946,48.5,6.5,KAZ17527.0,0.0
1747,14947,48.5,7.5,KAZ17528.0,91.05595548947653
1748,14948,48.5,8.5,KAZ17529.0,0.0
1749,15296,47.5,-3.5,KAZ17530.0,84.64230100313821
1750,15297,47.5,-2.5,KAZ17888.0,99.99998211860657
1751,15298,47.5,-1.5,NLD13144.0,3.7904428939024606
1752,15299,47.5,-0.5,NLD13145.0,5.448883647720018
1753,15300,47.5,0.5,NLD13504.0,3.751686463753382
1754,15301,47.5,1.5,NLD13505.0,23.684358596801758
1755,15302,47.5,2.5,CHN13622.0,27.631394068400066
1756,15303,47.5,3.5,CHN13624.0,61.530905961990356
1757,15304,47.5,4.5,CHN13983.0,14.168263971805573
1758,15305,47.5,5.5,CHN13984.0,11.495231091976166
1759,15306,47.5,6.5,CHN13985.0,0.0
1760,15307,47.5,7.5,CHN14340.0,5.392570545276007
1761,15658,46.5,-1.5,CHN14341.0,18.679342667261757
1762,15659,46.5,-0.5,CHN14342.0,4.742630144270757
1763,15660,46.5,0.5,CHN14343.0,1.9218238691488903
1764,15661,46.5,1.5,CHN14344.0,0.8438348770141602
1765,15662,46.5,2.5,CHN14345.0,39.74283188581467
1766,15663,46.5,3.5,CHN14700.0,10.624101261297863
1767,15664,46.5,4.5,CHN14701.0,1.4317991522451243
1768,15665,46.5,5.5,CHN14702.0,0.46442335781951744
1769,15666,46.5,6.5,CHN14703.0,19.192086160182953
1770,16018,45.5,-1.5,CHN14704.0,0.446269940584898
1771,16019,45.5,-0.5,CHN14705.0,1.4099613763391972
1772,16020,45.5,0.5,CHN14706.0,4.524041463931402
1773,16021,45.5,1.5,CHN15027.0,4.669984554251036
1774,16022,45.5,2.5,CHN15028.0,8.48612089951833
1775,16023,45.5,3.5,CHN15029.0,10.11667549610138
1776,16024,45.5,4.5,CHN15055.0,17.80333717664083
1777,16025,45.5,5.5,CHN15056.0,13.07775005698204
1778,16378,44.5,-1.5,CHN15057.0,14.722284177939096
1779,16379,44.5,-0.5,CHN15058.0,36.83721522490184
1780,16380,44.5,0.5,CHN15059.0,100.00000198682149
1781,16381,44.5,1.5,CHN15060.0,81.39780759811401
1782,16382,44.5,2.5,CHN15061.0,0.0
1783,16383,44.5,3.5,CHN15062.0,0.0
1784,16384,44.5,4.5,CHN15063.0,99.99999403953552
1785,16385,44.5,5.5,CHN15064.0,100.0
1786,16738,43.5,-1.5,CHN15065.0,0.0
1787,16739,43.5,-0.5,CHN15066.0,0.0
1788,16740,43.5,0.5,CHN15067.0,0.0
1789,16741,43.5,1.5,CHN15068.0,0.0
1790,16742,43.5,2.5,CHN15386.0,0.0
1791,16743,43.5,3.5,CHN15387.0,83.17743738492331
1792,16744,43.5,4.5,CHN15388.0,99.9954342842102
1793,16745,43.5,5.5,CHN15389.0,100.0
1794,16746,43.5,6.5,CHN15390.0,100.0
1795,17098,42.5,-1.5,CHN15415.0,0.0
1796,17099,42.5,-0.5,CHN15416.0,66.65878891944885
1797,17100,42.5,0.5,CHN15417.0,0.0
1798,17101,42.5,1.5,CHN15418.0,43.25219392776489
1799,17102,42.5,2.5,CHN15419.0,25.562406579653423
1800,17103,42.5,3.5,CHN15420.0,14.072975267966589
1801,17108,42.5,8.5,CHN15421.0,6.4929138248165446
1802,17109,42.5,9.5,CHN15422.0,99.99999205271402
1803,13863,51.5,3.5,CHN15423.0,93.29447150230408
1804,13864,51.5,4.5,CHN15424.0,86.67030731836954
1805,13891,51.5,31.5,CHN15425.0,99.9999980131785
1806,13892,51.5,32.5,CHN15426.0,94.87649401028952
1807,13893,51.5,33.5,CHN15427.0,99.95123744010925
1808,14245,50.5,25.5,CHN15428.0,99.99999602635702
1809,14246,50.5,26.5,CHN15429.0,99.99999403953552
1810,14247,50.5,27.5,CHN15433.0,100.0
1811,14248,50.5,28.5,CHN15746.0,100.0
1812,14249,50.5,29.5,CHN15747.0,8.790963888168335
1813,14250,50.5,30.5,CHN15748.0,16.356009244918823
1814,14251,50.5,31.5,CHN15749.0,20.30813843011856
1815,14252,50.5,32.5,CHN15750.0,12.348922342061996
1816,14253,50.5,33.5,CHN15751.0,15.345249076684317
1817,14254,50.5,34.5,CHN15776.0,14.861683547496796
1818,14604,49.5,24.5,CHN15777.0,30.803908904393513
1819,14605,49.5,25.5,CHN15778.0,27.736181517442066
1820,14606,49.5,26.5,CHN15779.0,13.736645380655924
1821,14607,49.5,27.5,CHN15780.0,16.01229260365168
1822,14608,49.5,28.5,CHN15781.0,54.60775295893351
1823,14609,49.5,29.5,CHN15782.0,38.21747402350108
1824,14610,49.5,30.5,CHN15783.0,98.12309741973877
1825,14611,49.5,31.5,CHN15784.0,83.66988499959311
1826,14612,49.5,32.5,CHN15785.0,44.62474485238393
1827,14613,49.5,33.5,CHN15786.0,48.199426134427384
1828,14614,49.5,34.5,CHN15787.0,19.088420271873474
1829,14615,49.5,35.5,CHN15788.0,70.65059940020242
1830,14616,49.5,36.5,CHN15789.0,56.92958037058512
1831,14964,48.5,24.5,CHN15790.0,68.93696188926697
1832,14965,48.5,25.5,CHN15791.0,40.889304876327515
1833,14969,48.5,29.5,CHN15792.0,42.871204018592834
1834,14970,48.5,30.5,CHN16103.0,25.297662615776062
1835,14971,48.5,31.5,CHN16104.0,38.17396561304729
1836,14972,48.5,32.5,CHN16105.0,45.9610511859258
1837,14973,48.5,33.5,CHN16106.0,16.538610061009727
1838,14974,48.5,34.5,CHN16110.0,6.801280379295349
1839,14975,48.5,35.5,CHN16111.0,29.901891946792603
1840,14976,48.5,36.5,CHN16112.0,17.59593437115351
1841,14977,48.5,37.5,CHN16113.0,16.928118467330933
1842,14978,48.5,38.5,CHN16135.0,32.65686531861623
1843,15330,47.5,30.5,CHN16136.0,30.7987242937088
1844,15331,47.5,31.5,CHN16137.0,26.81978742281596
1845,15332,47.5,32.5,CHN16138.0,28.500279784202576
1846,15333,47.5,33.5,CHN16139.0,45.726637045542404
1847,15334,47.5,34.5,CHN16140.0,54.69702283541361
1848,15335,47.5,35.5,CHN16141.0,31.565160552660625
1849,15336,47.5,36.5,CHN16142.0,22.490633030732475
1850,15337,47.5,37.5,CHN16143.0,21.94906324148178
1851,15691,46.5,31.5,CHN16144.0,27.37512042125066
1852,15692,46.5,32.5,CHN16145.0,1.4475086393455663
1853,15693,46.5,33.5,CHN16146.0,1.089471640686194
1854,15694,46.5,34.5,CHN16147.0,0.6167469856639702
1855,15695,46.5,35.5,CHN16148.0,2.57074311375618
1856,15696,46.5,36.5,CHN16149.0,2.255990294118722
1857,16052,45.5,32.5,CHN16150.0,2.6781465858221054
1858,16053,45.5,33.5,CHN16461.0,7.285351720594041e-15
1859,16054,45.5,34.5,CHN16462.0,8.68559752901395
1860,16055,45.5,35.5,CHN16463.0,16.675486167271934
1861,16413,44.5,33.5,CHN16464.0,8.092622955640156
1862,16414,44.5,34.5,CHN16465.0,100.0
1863,14235,50.5,15.5,CHN16466.0,30.342456698417664
1864,14236,50.5,16.5,CHN16467.0,0.0
1865,14237,50.5,17.5,CHN16468.0,88.41718236605325
1866,14238,50.5,18.5,CHN16469.0,5.920102086121464e-15
1867,14596,49.5,16.5,CHN16470.0,0.19248884248857695
1868,14340,50.5,120.5,CHN16471.0,0.11288011495101576
1869,14343,50.5,123.5,CHN16473.0,0.0037021716707386076
1870,14344,50.5,124.5,CHN16474.0,0.002256250384865173
1871,14345,50.5,125.5,CHN16475.0,0.029509502928704023
1872,14700,49.5,120.5,CHN16495.0,62.923661867777504
1873,14701,49.5,121.5,CHN16496.0,97.4568466345469
1874,14702,49.5,122.5,CHN16497.0,2.8646180025922572e-15
1875,14703,49.5,123.5,CHN16498.0,4.487739648957764e-16
1876,14704,49.5,124.5,CHN16499.0,1.0224096410872754e-14
1877,14705,49.5,125.5,CHN16500.0,0.0001654104797429075
1878,14706,49.5,126.5,CHN16501.0,0.0
1879,15027,48.5,87.5,CHN16502.0,0.0
1880,15029,48.5,89.5,CHN16503.0,0.0
1881,15055,48.5,115.5,CHN16504.0,0.0
1882,15056,48.5,116.5,CHN16505.0,0.0
1883,15057,48.5,117.5,CHN16506.0,0.0
1884,15058,48.5,118.5,CHN16507.0,0.0
1885,15059,48.5,119.5,CHN16508.0,0.0
1886,15060,48.5,120.5,CHN16509.0,0.0
1887,15061,48.5,121.5,CHN16821.0,0.0
1888,15062,48.5,122.5,CHN16822.0,0.0
1889,15063,48.5,123.5,CHN16823.0,0.0
1890,15064,48.5,124.5,CHN16824.0,0.0
1891,15065,48.5,125.5,CHN16825.0,0.0
1892,15066,48.5,126.5,CHN16826.0,0.0
1893,15067,48.5,127.5,CHN16827.0,0.0
1894,15068,48.5,128.5,CHN16828.0,4.873747440675894
1895,15386,47.5,86.5,CHN16829.0,4.3362484623988475
1896,15387,47.5,87.5,CHN16830.0,0.5122514441609383
1897,15388,47.5,88.5,CHN16831.0,0.16628049779683352
1898,15389,47.5,89.5,CHN16832.0,3.9562154561281204
1899,15390,47.5,90.5,CHN16833.0,11.092436561981838
1900,15417,47.5,117.5,CHN16834.0,0.5886456773926814
1901,15418,47.5,118.5,CHN16835.0,0.3958165179938078
1902,15419,47.5,119.5,CHN16854.0,0.5735780578106642
1903,15420,47.5,120.5,CHN16855.0,8.407744020223618
1904,15421,47.5,121.5,CHN16856.0,3.8533745954434075
1905,15422,47.5,122.5,CHN16857.0,0.6308081715057294
1906,15423,47.5,123.5,CHN16858.0,0.2994131684924165
1907,15424,47.5,124.5,CHN16859.0,2.204520193239053
1908,15425,47.5,125.5,CHN16860.0,24.494407077630363
1909,15426,47.5,126.5,CHN16861.0,48.41250677903493
1910,15427,47.5,127.5,CHN16862.0,65.44244885444641
1911,15428,47.5,128.5,CHN16863.0,0.0
1912,15429,47.5,129.5,CHN16864.0,92.1200156211853
1913,15433,47.5,133.5,CHN16865.0,0.0
1914,15746,46.5,86.5,CHN16866.0,6.778637692332268
1915,15747,46.5,87.5,CHN16867.0,6.346029291550319
1916,15748,46.5,88.5,CHN16868.0,70.62451442082724
1917,15749,46.5,89.5,CHN16869.0,44.60294544696808
1918,15750,46.5,90.5,CHN16870.0,8.447669943173725
1919,15751,46.5,91.5,CHN17181.0,4.1576894621054326
1920,15777,46.5,117.5,CHN17182.0,4.808969298998514
1921,15778,46.5,118.5,CHN17183.0,46.8567152818044
1922,15779,46.5,119.5,CHN17184.0,31.99675480524699
1923,15780,46.5,120.5,CHN17185.0,0.0
1924,15781,46.5,121.5,CHN17186.0,0.0
1925,15782,46.5,122.5,CHN17187.0,0.0
