,fid,lat,long,UN_cur_perc,NCP_cur
458,12822,54.5,42.5,9.180586908252182e-07,0.9206355810165405
459,12823,54.5,43.5,1.6957111629000822e-06,0.8223441243171692
460,12824,54.5,44.5,5.254866908241822e-06,0.8143142859141032
461,12825,54.5,45.5,8.605620748134621e-06,0.5926903088887533
462,12826,54.5,46.5,2.1483224205633023e-05,0.394786536693573
463,12827,54.5,47.5,4.987808923675023e-06,0.634674608707428
464,12828,54.5,48.5,3.575165173434603e-05,0.36882200837135315
465,12829,54.5,49.5,1.3529322914125293e-05,0.6089597741762797
466,12830,54.5,50.5,3.87068531880307e-06,0.8443535367647806
467,12831,54.5,51.5,2.1026267403302247e-07,0.9431869586308798
468,12832,54.5,52.5,9.133921596980393e-10,0.9972886443138123
469,12833,54.5,53.5,0.0,1.0000000596046448
470,12834,54.5,54.5,0.0,1.0000000794728596
471,12835,54.5,55.5,7.206339738003348e-09,0.9728933572769165
472,12836,54.5,56.5,4.619686589686935e-09,0.9738296071688334
