,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,pop,PN,country,PNpop_c_norm
798,52.0,57.0,51.0,57.0,51.0,58.0,52.0,58.0,52.0,57.0,81.73017989542232,33098.0,5297689.0,Russia,0.012618205079950944
799,53.0,57.0,52.0,57.0,52.0,58.0,53.0,58.0,53.0,57.0,79.59849472480553,44209.0,7702844.0,Russia,0.018182900230098355
800,54.0,57.0,53.0,57.0,53.0,58.0,54.0,58.0,54.0,57.0,78.07316504111589,77923.0,7931363.0,Russia,0.020079448623510854
801,55.0,57.0,54.0,57.0,54.0,58.0,55.0,58.0,55.0,57.0,76.77179483182066,98886.0,6574752.5,Russia,0.01808126407902672
802,56.0,57.0,55.0,57.0,55.0,58.0,56.0,58.0,56.0,57.0,81.98114080444364,75986.0,5801003.0,Russia,0.015481621052404906
803,57.0,57.0,56.0,57.0,56.0,58.0,57.0,58.0,57.0,57.0,84.12414775391636,339088.0,4334355.5,Russia,0.023391908165342354
804,58.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,57.0,83.86185182536153,486576.0,4725694.0,Russia,0.030399010614244274
805,59.0,57.0,58.0,57.0,58.0,58.0,59.0,58.0,59.0,57.0,83.03581888580658,92857.0,6760442.0,Russia,0.01822240752198737
806,60.0,57.0,59.0,57.0,59.0,58.0,60.0,58.0,60.0,57.0,82.72810603338752,165781.0,5970195.0,Russia,0.019601315585534268
807,61.0,57.0,60.0,57.0,60.0,58.0,61.0,58.0,61.0,57.0,83.17139720251413,287705.0,7569368.0,Russia,0.028098492519968685
808,62.0,57.0,61.0,57.0,61.0,58.0,62.0,58.0,62.0,57.0,83.46547847478828,430724.0,6946970.0,Russia,0.032769119582335075
809,63.0,57.0,62.0,57.0,62.0,58.0,63.0,58.0,63.0,57.0,85.40523437116371,189213.0,4632982.5,Russia,0.017747671826861055
810,64.0,57.0,63.0,57.0,63.0,58.0,64.0,58.0,64.0,57.0,88.84941023430814,55829.0,3942074.0,Russia,0.010696181519177192
811,65.0,57.0,64.0,57.0,64.0,58.0,65.0,58.0,65.0,57.0,88.2113678209281,49987.0,3596008.0,Russia,0.009717789891202857
812,66.0,57.0,65.0,57.0,65.0,58.0,66.0,58.0,66.0,57.0,89.45631104681027,106199.0,3192632.0,Russia,0.011216939785201094
813,67.0,57.0,66.0,57.0,66.0,58.0,67.0,58.0,67.0,57.0,91.82672668589822,39232.0,2027266.875,Russia,0.005941334539111901
814,68.0,57.0,67.0,57.0,67.0,58.0,68.0,58.0,68.0,57.0,86.1608151369225,23834.0,3494805.5,Russia,0.008407827675897381
815,69.0,57.0,68.0,57.0,68.0,58.0,69.0,58.0,69.0,57.0,83.67809202641062,15311.0,4121409.25,Russia,0.00937932584480157
816,70.0,57.0,69.0,57.0,69.0,58.0,70.0,58.0,70.0,57.0,81.43407789464545,10181.0,3622591.75,Russia,0.008106881467023238
817,71.0,57.0,70.0,57.0,70.0,58.0,71.0,58.0,71.0,57.0,82.51957514227497,13022.0,3534265.5,Russia,0.008038633614020798
818,72.0,57.0,71.0,57.0,71.0,58.0,72.0,58.0,72.0,57.0,82.25820889611785,10427.0,3478444.25,Russia,0.0078115954523605155
819,73.0,57.0,72.0,57.0,72.0,58.0,73.0,58.0,73.0,57.0,83.57860853616512,10156.0,3426474.25,Russia,0.007690057866040454
820,74.0,57.0,73.0,57.0,73.0,58.0,74.0,58.0,74.0,57.0,82.03798240411257,18956.0,3673813.0,Russia,0.008583024344049674
821,75.0,57.0,74.0,57.0,74.0,58.0,75.0,58.0,75.0,57.0,80.9544010610585,19696.0,3489911.25,Russia,0.00822412332239541
822,76.0,57.0,75.0,57.0,75.0,58.0,76.0,58.0,76.0,57.0,81.06158180462174,7182.0,2678317.5,Russia,0.00597927951291126
823,77.0,57.0,76.0,57.0,76.0,58.0,77.0,58.0,77.0,57.0,82.37789530943579,1499.0,2232684.5,Russia,0.004796439975179812
824,78.0,57.0,77.0,57.0,77.0,58.0,78.0,58.0,78.0,57.0,81.58716671942373,2328.0,2809260.25,Russia,0.006053573336446398
825,79.0,57.0,78.0,57.0,78.0,58.0,79.0,58.0,79.0,57.0,81.1117893471825,3080.0,3030123.25,Russia,0.0065533682806951455
826,80.0,57.0,79.0,57.0,79.0,58.0,80.0,58.0,80.0,57.0,81.58519687683103,6488.0,3204725.75,Russia,0.007066274439070917
827,81.0,57.0,80.0,57.0,80.0,58.0,81.0,58.0,81.0,57.0,82.43381622359,4753.0,3218122.5,Russia,0.00702200401228675
828,82.0,57.0,81.0,57.0,81.0,58.0,82.0,58.0,82.0,57.0,82.12260874206615,10602.0,3208366.25,Russia,0.007246322958391946
829,83.0,57.0,82.0,57.0,82.0,58.0,83.0,58.0,83.0,57.0,83.44783656952484,11388.0,3254056.5,Russia,0.007376102527602967
830,84.0,57.0,83.0,57.0,83.0,58.0,84.0,58.0,84.0,57.0,83.69710014679472,18075.0,3232405.0,Russia,0.007610273565581566
831,85.0,57.0,84.0,57.0,84.0,58.0,85.0,58.0,85.0,57.0,83.13209107738965,22631.0,3482038.75,Russia,0.008330367457629821
832,86.0,57.0,85.0,57.0,85.0,58.0,86.0,58.0,86.0,57.0,84.45596810352131,29185.0,3691065.75,Russia,0.009048049722932687
833,87.0,57.0,86.0,57.0,86.0,58.0,87.0,58.0,87.0,57.0,83.27504354096791,9147.0,3711877.75,Russia,0.008252897642258849
834,88.0,57.0,87.0,57.0,87.0,58.0,88.0,58.0,88.0,57.0,81.91788010666679,8012.0,3576746.0,Russia,0.007918848782583185
835,89.0,57.0,88.0,57.0,88.0,58.0,89.0,58.0,89.0,57.0,82.60836008734734,4122.0,3455400.5,Russia,0.007498667826922043
836,90.0,57.0,89.0,57.0,89.0,58.0,90.0,58.0,90.0,57.0,82.74875497158276,4993.0,3355445.5,Russia,0.007323198146514168
837,91.0,57.0,90.0,57.0,90.0,58.0,91.0,58.0,91.0,57.0,82.91649807089485,5738.0,3382721.25,Russia,0.00741225644740234
838,92.0,57.0,91.0,57.0,91.0,58.0,92.0,58.0,92.0,57.0,82.06586097055617,11414.0,5291821.5,Russia,0.011697575166831398
839,93.0,57.0,92.0,57.0,92.0,58.0,93.0,58.0,93.0,57.0,84.92030533222513,18899.0,5005040.0,Russia,0.01140305661248503
840,94.0,57.0,93.0,57.0,93.0,58.0,94.0,58.0,94.0,57.0,85.63197185010364,11649.0,3523387.75,Russia,0.007958063392504804
841,95.0,57.0,94.0,57.0,94.0,58.0,95.0,58.0,95.0,57.0,89.8017538667694,8686.0,3248108.75,Russia,0.007250297387444697
842,96.0,57.0,95.0,57.0,95.0,58.0,96.0,58.0,96.0,57.0,90.57977066594101,9000.0,3086872.5,Russia,0.006921611083842369
843,97.0,57.0,96.0,57.0,96.0,58.0,97.0,58.0,97.0,57.0,87.19880983100066,8349.0,3047970.5,Russia,0.006811864457854817
844,98.0,57.0,97.0,57.0,97.0,58.0,98.0,58.0,98.0,57.0,84.64575376904368,11296.0,2928776.75,Russia,0.006682603636718514
845,99.0,57.0,98.0,57.0,98.0,58.0,99.0,58.0,99.0,57.0,83.90367005429017,13834.0,2749346.25,Russia,0.006408490717366108
846,100.0,57.0,99.0,57.0,99.0,58.0,100.0,58.0,100.0,57.0,82.424994498308,9278.0,2548079.75,Russia,0.005790922582145535
847,101.0,57.0,100.0,57.0,100.0,58.0,101.0,58.0,101.0,57.0,85.08518844469594,6610.0,2607469.25,Russia,0.005805122384472872
848,102.0,57.0,101.0,57.0,101.0,58.0,102.0,58.0,102.0,57.0,82.61386186796727,3922.0,2727850.25,Russia,0.005947753924056515
849,103.0,57.0,102.0,57.0,102.0,58.0,103.0,58.0,103.0,57.0,86.26918758078587,5678.0,2541634.25,Russia,0.005626491475642329
850,104.0,57.0,103.0,57.0,103.0,58.0,104.0,58.0,104.0,57.0,83.54380283436804,11231.0,3128704.5,Russia,0.007103757543103291
851,105.0,57.0,104.0,57.0,104.0,58.0,105.0,58.0,105.0,57.0,82.99018178618687,19752.0,4347277.5,Russia,0.010044230218395416
852,106.0,57.0,105.0,57.0,105.0,58.0,106.0,58.0,106.0,57.0,83.3766507724542,10341.0,2867710.5,Russia,0.006513113169326216
853,107.0,57.0,106.0,57.0,106.0,58.0,107.0,58.0,107.0,57.0,87.73395719670884,7943.0,2223964.5,Russia,0.0050478733798901805
854,108.0,57.0,107.0,57.0,107.0,58.0,108.0,58.0,108.0,57.0,92.23017245059687,2888.0,2354051.0,Russia,0.0051119422666529015
855,109.0,57.0,108.0,57.0,108.0,58.0,109.0,58.0,109.0,57.0,86.31909297332773,3774.0,2957509.5,Russia,0.0064284566791910375
856,110.0,57.0,109.0,57.0,109.0,58.0,110.0,58.0,110.0,57.0,86.51722474468436,3530.0,3081700.25,Russia,0.006681539636516309
857,111.0,57.0,110.0,57.0,110.0,58.0,111.0,58.0,111.0,57.0,87.56303714611883,2824.0,3315555.0,Russia,0.007147798828861802
858,112.0,57.0,111.0,57.0,111.0,58.0,112.0,58.0,112.0,57.0,86.16357264730372,972.0,3420416.0,Russia,0.007292546540415333
859,113.0,57.0,112.0,57.0,112.0,58.0,113.0,58.0,113.0,57.0,93.69600030158323,977.0,3312518.5,Russia,0.007064008665027865
860,114.0,57.0,113.0,57.0,113.0,58.0,114.0,58.0,114.0,57.0,90.74552598341158,968.0,3844308.5,Russia,0.008191068801185735
861,115.0,57.0,114.0,57.0,114.0,58.0,115.0,58.0,115.0,57.0,89.13390649537986,540.0,4744557.0,Russia,0.010081829961003414
862,116.0,57.0,115.0,57.0,115.0,58.0,116.0,58.0,116.0,57.0,92.00260043878879,309.0,4010813.5,Russia,0.008516517722913215
863,117.0,57.0,116.0,57.0,116.0,58.0,117.0,58.0,117.0,57.0,92.47914943377597,580.0,3806311.5,Russia,0.008094290402792713
864,118.0,57.0,117.0,57.0,117.0,58.0,118.0,58.0,118.0,57.0,85.95030511568297,944.0,4797033.0,Russia,0.010210004846481982
865,119.0,57.0,118.0,57.0,118.0,58.0,119.0,58.0,119.0,57.0,90.37892050745936,1332.0,3854890.0,Russia,0.008228772177955885
866,120.0,57.0,119.0,57.0,119.0,58.0,120.0,58.0,120.0,57.0,88.9680717942597,1147.0,3937780.0,Russia,0.008396754059506666
867,121.0,57.0,120.0,57.0,120.0,58.0,121.0,58.0,121.0,57.0,87.1255392241914,520.0,4449448.0,Russia,0.009455300800272617
868,122.0,57.0,121.0,57.0,121.0,58.0,122.0,58.0,122.0,57.0,89.49544252988161,260.0,4149917.5,Russia,0.008809379693043249
869,123.0,57.0,122.0,57.0,122.0,58.0,123.0,58.0,123.0,57.0,84.18332096586894,4824.0,3969420.5,Russia,0.008617855253191578
870,124.0,57.0,123.0,57.0,123.0,58.0,124.0,58.0,124.0,57.0,88.54638744817632,6411.0,3217158.0,Russia,0.007089417238458435
871,125.0,57.0,124.0,57.0,124.0,58.0,125.0,58.0,125.0,57.0,84.88678508270468,4561.0,3813841.5,Russia,0.00827696577543604
872,126.0,57.0,125.0,57.0,125.0,58.0,126.0,58.0,126.0,57.0,86.18232448732168,4405.0,3944932.25,Russia,0.008548366239278826
873,127.0,57.0,126.0,57.0,126.0,58.0,127.0,58.0,127.0,57.0,92.68848583787734,3192.0,3883007.25,Russia,0.008366304822953039
874,128.0,57.0,127.0,57.0,127.0,58.0,128.0,58.0,128.0,57.0,88.55161529569715,2069.0,3841688.25,Russia,0.008231653923793495
875,129.0,57.0,128.0,57.0,128.0,58.0,129.0,58.0,129.0,57.0,85.81580451711751,2080.0,3777220.75,Russia,0.008095441483582296
876,130.0,57.0,129.0,57.0,129.0,58.0,130.0,58.0,130.0,57.0,90.24341412737617,2069.0,3452038.75,Russia,0.007405537109140909
877,131.0,57.0,130.0,57.0,130.0,58.0,131.0,58.0,131.0,57.0,93.70605994070873,2080.0,2969492.75,Russia,0.006382933984598697
878,132.0,57.0,131.0,57.0,131.0,58.0,132.0,58.0,132.0,57.0,93.41887589253035,1737.0,3223980.0,Russia,0.006908107096574667
879,133.0,57.0,132.0,57.0,132.0,58.0,133.0,58.0,133.0,57.0,88.55156435537498,88.0,3537863.0,Russia,0.007504518595839387
880,134.0,57.0,133.0,57.0,133.0,58.0,134.0,58.0,134.0,57.0,88.05639393263837,0.0,3655790.0,Russia,0.007750836655048791
881,135.0,57.0,134.0,57.0,134.0,58.0,135.0,58.0,135.0,57.0,86.15986185331846,0.0,3628534.5,Russia,0.00769305080617572
882,136.0,57.0,135.0,57.0,135.0,58.0,136.0,58.0,136.0,57.0,91.39010281594142,0.0,3098644.0,Russia,0.006569601507785459
883,137.0,57.0,136.0,57.0,136.0,58.0,137.0,58.0,137.0,57.0,88.44648928062065,0.0,3350648.75,Russia,0.007103890308166884
884,138.0,57.0,137.0,57.0,137.0,58.0,138.0,58.0,138.0,57.0,86.53505789872779,0.0,4485159.0,Russia,0.009509226400018047
885,139.0,57.0,138.0,57.0,138.0,58.0,139.0,58.0,139.0,57.0,86.07373838712941,0.0,5303221.5,Russia,0.011243644627301576
886,140.0,57.0,139.0,57.0,139.0,58.0,140.0,58.0,140.0,57.0,87.86508720140127,0.0,2112795.75,Russia,0.0044794517036622185
887,141.0,57.0,140.0,57.0,140.0,58.0,141.0,58.0,141.0,57.0,93.52625564937149,0.0,426437.09375,Russia,0.0009041121774801007
888,157.0,57.0,156.0,57.0,156.0,58.0,157.0,58.0,157.0,57.0,91.92736989158828,0.0,267804.3125,Russia,0.0005677863011018525
889,158.0,57.0,157.0,57.0,157.0,58.0,158.0,58.0,158.0,57.0,88.77179587062221,0.0,2882226.0,Russia,0.006110762086699361
890,159.0,57.0,158.0,57.0,158.0,58.0,159.0,58.0,159.0,57.0,84.42487140494809,0.0,3151997.25,Russia,0.006682718597598053
891,160.0,57.0,159.0,57.0,159.0,58.0,160.0,58.0,160.0,57.0,83.145695864695,37.0,3771390.5,Russia,0.007997480136766232
892,161.0,57.0,160.0,57.0,160.0,58.0,161.0,58.0,161.0,57.0,85.83954269164313,1162.0,4370486.5,Russia,0.009314795146226226
893,162.0,57.0,161.0,57.0,161.0,58.0,162.0,58.0,162.0,57.0,85.82148508398245,972.0,3331276.25,Russia,0.007103540460172756
894,163.0,57.0,162.0,57.0,162.0,58.0,163.0,58.0,163.0,57.0,83.85270559257334,622.0,1998476.25,Russia,0.0042631553220582215
895,-133.0,56.0,-134.0,56.0,-134.0,57.0,-133.0,57.0,-133.0,56.0,90.0872696508162,0.0,135154.015625,United States,0.00028654728482305794
896,-132.0,56.0,-133.0,56.0,-133.0,57.0,-132.0,57.0,-132.0,56.0,89.9740769812272,11.0,1283312.875,United States,0.0027212860108332517
897,-131.0,56.0,-132.0,56.0,-132.0,57.0,-131.0,57.0,-131.0,56.0,84.92218312524129,0.0,5496446.0,United States,0.011653338032931115
898,-130.0,56.0,-131.0,56.0,-131.0,57.0,-130.0,57.0,-130.0,56.0,89.05059108050524,1.0,3535559.0,Canada,0.007495971797248842
899,-129.0,56.0,-130.0,56.0,-130.0,57.0,-129.0,57.0,-129.0,56.0,84.94146138602173,0.0,3362865.75,Canada,0.007129792225786531
900,-128.0,56.0,-129.0,56.0,-129.0,57.0,-128.0,57.0,-128.0,56.0,86.93249194471593,4.0,3227927.75,Canada,0.006843873343488532
901,-127.0,56.0,-128.0,56.0,-128.0,57.0,-127.0,57.0,-127.0,56.0,88.11805404814336,0.0,3991848.5,Canada,0.008463332323574805
902,-126.0,56.0,-127.0,56.0,-127.0,57.0,-126.0,57.0,-126.0,56.0,86.12336078186723,0.0,4074656.0,Canada,0.00863889695018436
903,-125.0,56.0,-126.0,56.0,-126.0,57.0,-125.0,57.0,-125.0,56.0,90.90476566284492,168.0,2718743.0,Canada,0.005771194062147127
904,-124.0,56.0,-125.0,56.0,-125.0,57.0,-124.0,57.0,-124.0,56.0,86.01297005222729,73.0,2742866.75,Canada,0.005818367291034305
905,-123.0,56.0,-124.0,56.0,-124.0,57.0,-123.0,57.0,-123.0,56.0,85.9017110183909,183.0,3183951.75,Canada,0.006758143530456295
906,-122.0,56.0,-123.0,56.0,-123.0,57.0,-122.0,57.0,-122.0,56.0,85.87170542278515,1087.0,4178286.5,Canada,0.008904155118002612
907,-121.0,56.0,-122.0,56.0,-122.0,57.0,-121.0,57.0,-121.0,56.0,83.3265445339024,3016.0,12596729.0,Canada,0.026833346865833108
908,-120.0,56.0,-121.0,56.0,-121.0,57.0,-120.0,57.0,-120.0,56.0,82.33531337377156,548.0,3482925.5,Canada,0.007407294119710665
909,-119.0,56.0,-120.0,56.0,-120.0,57.0,-119.0,57.0,-119.0,56.0,71.9099433571266,982.0,5085194.0,Canada,0.0108225547636522
910,-118.0,56.0,-119.0,56.0,-119.0,57.0,-118.0,57.0,-118.0,56.0,76.67305002571376,368.0,3502988.5,Canada,0.007442290376462406
911,-117.0,56.0,-118.0,56.0,-118.0,57.0,-117.0,57.0,-117.0,56.0,72.43776011030965,3729.0,12125865.0,Canada,0.025864905594395752
912,-116.0,56.0,-117.0,56.0,-117.0,57.0,-116.0,57.0,-116.0,56.0,74.20034959813813,1740.0,2755735.5,Canada,0.005915465695158866
913,-115.0,56.0,-116.0,56.0,-116.0,57.0,-115.0,57.0,-115.0,56.0,82.86163348963058,1298.0,2612223.5,Canada,0.005592711124240248
914,-114.0,56.0,-115.0,56.0,-115.0,57.0,-114.0,57.0,-114.0,56.0,84.90216935553718,1155.0,2615131.5,Canada,0.005592875503958406
915,-113.0,56.0,-114.0,56.0,-114.0,57.0,-113.0,57.0,-113.0,56.0,85.38243930812054,75.0,2761984.0,Canada,0.00585899693584306
916,-112.0,56.0,-113.0,56.0,-113.0,57.0,-112.0,57.0,-112.0,56.0,82.67195914938141,0.0,2697119.5,Canada,0.005718307857849292
917,-111.0,56.0,-112.0,56.0,-112.0,57.0,-111.0,57.0,-111.0,56.0,85.55704035955833,953.0,2644522.25,Canada,0.005646745349080058
918,-110.0,56.0,-111.0,56.0,-111.0,57.0,-110.0,57.0,-110.0,56.0,86.6186694329664,77000.0,3413946.75,Canada,0.010463190901892383
919,-109.0,56.0,-110.0,56.0,-110.0,57.0,-109.0,57.0,-109.0,56.0,84.09365736718188,6397.0,3489584.0,Canada,0.007666419265818173
920,-108.0,56.0,-109.0,56.0,-109.0,57.0,-108.0,57.0,-108.0,56.0,84.14230329333286,0.0,3034798.0,Canada,0.006434238175351636
921,-107.0,56.0,-108.0,56.0,-108.0,57.0,-107.0,57.0,-107.0,56.0,84.4196403688192,0.0,2834668.0,Canada,0.006009931817553483
922,-106.0,56.0,-107.0,56.0,-107.0,57.0,-106.0,57.0,-106.0,56.0,84.41022593188339,0.0,2912006.0,Canada,0.006173900263560546
923,-105.0,56.0,-106.0,56.0,-106.0,57.0,-105.0,57.0,-105.0,56.0,82.63627933729141,0.0,2793490.25,Canada,0.005922628658982439
924,-104.0,56.0,-105.0,56.0,-105.0,57.0,-104.0,57.0,-104.0,56.0,84.08208981285674,0.0,3085376.75,Canada,0.006541472898753843
925,-103.0,56.0,-104.0,56.0,-104.0,57.0,-103.0,57.0,-103.0,56.0,85.71681671632447,1848.0,2741009.25,Canada,0.0058887814692801955
926,-102.0,56.0,-103.0,56.0,-103.0,57.0,-102.0,57.0,-102.0,56.0,84.3251784356667,0.0,1938794.0,Canada,0.004110545962008644
927,-101.0,56.0,-102.0,56.0,-102.0,57.0,-101.0,57.0,-101.0,56.0,82.28522194522726,1.0,2601531.5,Canada,0.005515712045079433
928,-100.0,56.0,-101.0,56.0,-101.0,57.0,-100.0,57.0,-100.0,56.0,83.12316119075113,686.0,2696718.0,Canada,0.005746212963382933
929,-99.0,56.0,-100.0,56.0,-100.0,57.0,-99.0,57.0,-99.0,56.0,88.95945936770882,633.0,2577491.25,Canada,0.005491207396822078
930,-98.0,56.0,-99.0,56.0,-99.0,57.0,-98.0,57.0,-98.0,56.0,90.37286019190343,1217.0,2573872.75,Canada,0.005507992363233752
931,-97.0,56.0,-98.0,56.0,-98.0,57.0,-97.0,57.0,-97.0,56.0,82.99780846185749,0.0,2575132.0,Canada,0.005459675609701078
932,-96.0,56.0,-97.0,56.0,-97.0,57.0,-96.0,57.0,-96.0,56.0,90.94197355013897,0.0,2343112.5,Canada,0.0049677586108345965
933,-95.0,56.0,-96.0,56.0,-96.0,57.0,-95.0,57.0,-95.0,56.0,85.67996809030575,4438.0,2543271.0,Canada,0.005578009077773289
934,-94.0,56.0,-95.0,56.0,-95.0,57.0,-94.0,57.0,-94.0,56.0,84.08532706822615,1517.0,2772445.25,Canada,0.005941572328117848
935,-93.0,56.0,-94.0,56.0,-94.0,57.0,-93.0,57.0,-93.0,56.0,84.83408349571121,0.0,3628881.0,Canada,0.0076937854394289905
936,-92.0,56.0,-93.0,56.0,-93.0,57.0,-92.0,57.0,-92.0,56.0,89.11202333998384,0.0,3574167.0,Canada,0.007577783350483964
937,-91.0,56.0,-92.0,56.0,-92.0,57.0,-91.0,57.0,-91.0,56.0,90.2201765948996,0.0,3455507.5,Canada,0.007326206973813049
938,-90.0,56.0,-91.0,56.0,-91.0,57.0,-90.0,57.0,-90.0,56.0,89.76532802194225,0.0,3663070.5,Canada,0.0077662724339822315
939,-89.0,56.0,-90.0,56.0,-90.0,57.0,-89.0,57.0,-89.0,56.0,90.7912782011112,0.0,3015550.5,Canada,0.006393430517220821
940,-88.0,56.0,-89.0,56.0,-89.0,57.0,-88.0,57.0,-88.0,56.0,90.05946148058241,0.0,2303208.5,Canada,0.004883155998025034
941,-87.0,56.0,-88.0,56.0,-88.0,57.0,-87.0,57.0,-87.0,56.0,92.85781114646036,179.0,373838.96875,Canada,0.0008001170868669533
942,-79.0,56.0,-80.0,56.0,-80.0,57.0,-79.0,57.0,-79.0,56.0,80.78210480290448,0.0,400380.125,Canada,0.0008488673990582108
943,-76.0,56.0,-77.0,56.0,-77.0,57.0,-76.0,57.0,-76.0,56.0,92.00009816102335,207.0,1114240.625,Canada,0.0023710344648450858
944,-75.0,56.0,-76.0,56.0,-76.0,57.0,-75.0,57.0,-75.0,56.0,89.23811511732218,0.0,3053259.0,Canada,0.00647337833260598
945,-74.0,56.0,-75.0,56.0,-75.0,57.0,-74.0,57.0,-74.0,56.0,88.0267170821274,0.0,2618839.5,Canada,0.005552342227067104
946,-73.0,56.0,-74.0,56.0,-74.0,57.0,-73.0,57.0,-73.0,56.0,84.81033359342811,0.0,2913681.5,Canada,0.006177452581066621
947,-72.0,56.0,-73.0,56.0,-73.0,57.0,-72.0,57.0,-72.0,56.0,85.54923997669889,0.0,2899861.75,Canada,0.00614815258712178
948,-71.0,56.0,-72.0,56.0,-72.0,57.0,-71.0,57.0,-71.0,56.0,88.30388729145415,0.0,2760154.5,Canada,0.005851951745641261
949,-70.0,56.0,-71.0,56.0,-71.0,57.0,-70.0,57.0,-70.0,56.0,82.44544087636758,0.0,2650805.5,Canada,0.005620115059892646
950,-69.0,56.0,-70.0,56.0,-70.0,57.0,-69.0,57.0,-69.0,56.0,87.00250994893682,0.0,2675851.25,Canada,0.0056732158991512445
951,-68.0,56.0,-69.0,56.0,-69.0,57.0,-68.0,57.0,-68.0,56.0,86.1387889984396,0.0,2376144.75,Canada,0.0050377920575311345
952,-67.0,56.0,-68.0,56.0,-68.0,57.0,-67.0,57.0,-67.0,56.0,84.5712760637897,0.0,2965776.5,Canada,0.006287901987499914
953,-66.0,56.0,-67.0,56.0,-67.0,57.0,-66.0,57.0,-66.0,56.0,86.45473332509339,0.0,2827684.5,Canada,0.005995125724265702
954,-65.0,56.0,-66.0,56.0,-66.0,57.0,-65.0,57.0,-65.0,56.0,85.6669743532868,0.0,3282019.0,Canada,0.006958384690522863
955,-64.0,56.0,-65.0,56.0,-65.0,57.0,-64.0,57.0,-64.0,56.0,86.98838711882082,0.0,2962927.5,Canada,0.006281861669639688
956,-63.0,56.0,-64.0,56.0,-64.0,57.0,-63.0,57.0,-63.0,56.0,90.25080356938746,0.0,3040185.5,Canada,0.006445660503351624
957,-62.0,56.0,-63.0,56.0,-63.0,57.0,-62.0,57.0,-62.0,56.0,90.4395956580513,0.0,2809775.25,Canada,0.005957155361809316
958,-61.0,56.0,-62.0,56.0,-62.0,57.0,-61.0,57.0,-61.0,56.0,90.76420062806065,0.0,403802.5625,Canada,0.0008561234925495256
959,-5.0,56.0,-6.0,56.0,-6.0,57.0,-5.0,57.0,-5.0,56.0,88.3667561733873,11653.0,1091631.25,United Kingdom,0.002802541431181885
960,-4.0,56.0,-5.0,56.0,-5.0,57.0,-4.0,57.0,-4.0,56.0,89.31690044622034,38439.0,5148689.5,United Kingdom,0.012526029422351473
961,-3.0,56.0,-4.0,56.0,-4.0,57.0,-3.0,57.0,-3.0,56.0,82.43923751728164,156393.0,19791242.0,United Kingdom,0.04851086552008984
962,-2.0,56.0,-3.0,56.0,-3.0,57.0,-2.0,57.0,-2.0,56.0,78.70872729443347,58169.0,10621184.0,United Kingdom,0.024954916028475275
963,9.0,56.0,8.0,56.0,8.0,57.0,9.0,57.0,9.0,56.0,88.2106193511013,96170.0,23338620.0,Denmark,0.05350945172618308
964,10.0,56.0,9.0,56.0,9.0,57.0,10.0,57.0,10.0,56.0,88.31271930068722,134130.0,30897076.0,Denmark,0.07112446636667949
965,11.0,56.0,10.0,56.0,10.0,57.0,11.0,57.0,11.0,56.0,85.93308397389144,54259.0,16147507.0,Denmark,0.036507821267254485
966,12.0,56.0,11.0,56.0,11.0,57.0,12.0,57.0,12.0,56.0,92.89178601598621,9.0,411.32696533203125,Denmark,1.2563015642108092e-06
967,13.0,56.0,12.0,56.0,12.0,57.0,13.0,57.0,13.0,56.0,80.11009383989767,2261.0,12308091.0,Sweden,0.026189747557529137
968,14.0,56.0,13.0,56.0,13.0,57.0,14.0,57.0,14.0,56.0,86.8425810433711,41163.0,12514071.0,Sweden,0.028255868425043962
969,15.0,56.0,14.0,56.0,14.0,57.0,15.0,57.0,15.0,56.0,89.16314429342503,55726.0,10444426.0,Sweden,0.024477860076379445
970,16.0,56.0,15.0,56.0,15.0,57.0,16.0,57.0,16.0,56.0,86.79115596679611,41132.0,4275464.5,Sweden,0.010787452492373301
971,17.0,56.0,16.0,56.0,16.0,57.0,17.0,57.0,17.0,56.0,74.48468405354015,4499.0,2823413.5,Sweden,0.006174514396031965
972,21.0,56.0,20.0,56.0,20.0,57.0,21.0,57.0,21.0,56.0,96.43576645944084,765.0,6973.4775390625,Latvia,4.68479438469138e-05
973,22.0,56.0,21.0,56.0,21.0,57.0,22.0,57.0,22.0,56.0,89.49376451541892,104037.0,3513720.5,Latvia,0.011807160094815887
974,23.0,56.0,22.0,56.0,22.0,57.0,23.0,57.0,23.0,56.0,86.47767571515081,136389.0,4089128.75,Latvia,0.014382113553721886
975,24.0,56.0,23.0,56.0,23.0,57.0,24.0,57.0,24.0,56.0,84.88885526352551,224922.0,3829781.0,Latvia,0.017540399244914753
976,25.0,56.0,24.0,56.0,24.0,57.0,25.0,57.0,25.0,56.0,87.34351590462626,203816.0,3693406.5,Latvia,0.016367257327549376
977,26.0,56.0,25.0,56.0,25.0,57.0,26.0,57.0,26.0,56.0,87.41903982705435,128155.0,3786854.25,Latvia,0.01339639958809129
978,27.0,56.0,26.0,56.0,26.0,57.0,27.0,57.0,27.0,56.0,85.52130992726423,94406.0,3585993.0,Latvia,0.011556968796689689
979,28.0,56.0,27.0,56.0,27.0,57.0,28.0,57.0,28.0,56.0,84.49237384987595,79911.0,3245166.25,Latvia,0.010227286919585686
980,29.0,56.0,28.0,56.0,28.0,57.0,29.0,57.0,29.0,56.0,84.45759040426017,63212.0,3092643.25,Russia,0.009204476699990716
981,30.0,56.0,29.0,56.0,29.0,57.0,30.0,57.0,30.0,56.0,84.55753685123543,78040.0,4454871.0,Russia,0.012713670044374993
