,2015,SSP1,SSP3,SSP5,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5
28244,48614.4453125,-18.85881720148445,63.893897920323,-21.135894054123895,-15.0,11.0,-16.0,11.0,-16.0,12.0,-15.0,12.0,-15.0,11.0
28245,250824.609375,-19.96456064449916,99.69028407860947,-22.18271295772849,-14.0,11.0,-15.0,11.0,-15.0,12.0,-14.0,12.0,-14.0,11.0
28246,364598.5625,-25.583608478982963,99.13123628950127,-36.077213003273975,-13.0,11.0,-14.0,11.0,-14.0,12.0,-13.0,12.0,-13.0,11.0
28247,521108.78125,-2.52727942300435,79.9012454273433,-17.32727829560059,-12.0,11.0,-13.0,11.0,-13.0,12.0,-12.0,12.0,-12.0,11.0
28248,591154.8125,-15.152746049919031,98.90551089779042,-27.47084440761446,-11.0,11.0,-12.0,11.0,-12.0,12.0,-11.0,12.0,-11.0,11.0
28249,502460.4375,37.31573642551708,99.98749901578071,17.4750076716239,-10.0,11.0,-11.0,11.0,-11.0,12.0,-10.0,12.0,-10.0,11.0
28250,811540.75,11.225992040448986,113.13954351645312,-4.991847297871364,-9.0,11.0,-10.0,11.0,-10.0,12.0,-9.0,12.0,-9.0,11.0
28251,531896.3125,-69.75952549962452,170.45712974368476,-71.52455759410816,-8.0,11.0,-9.0,11.0,-9.0,12.0,-8.0,12.0,-8.0,11.0
28252,485591.625,-86.3451989493229,137.36493602005595,-86.74570025147159,-7.0,11.0,-8.0,11.0,-8.0,12.0,-7.0,12.0,-7.0,11.0
28253,415554.46875,-99.25695267657451,139.49871794033018,-99.28424008448276,-6.0,11.0,-7.0,11.0,-7.0,12.0,-6.0,12.0,-6.0,11.0
28254,386415.4375,37.169031322668104,183.73782297452854,31.725028131154826,-5.0,11.0,-6.0,11.0,-6.0,12.0,-5.0,12.0,-5.0,11.0
28255,609467.1875,-41.43156804483424,172.39913961733996,-43.61205868855737,-4.0,11.0,-5.0,11.0,-5.0,12.0,-4.0,12.0,-4.0,11.0
28256,868425.5,-16.02369028776792,193.9066736294593,-19.165417758921173,-3.0,11.0,-4.0,11.0,-4.0,12.0,-3.0,12.0,-3.0,11.0
28257,776090.3125,13.479061111202828,181.52367898549178,9.264498453586869,-2.0,11.0,-3.0,11.0,-3.0,12.0,-2.0,12.0,-2.0,11.0
28258,693042.25,-1.960522608830847,139.39009490402643,-7.751222959350603,-1.0,11.0,-2.0,11.0,-2.0,12.0,-1.0,12.0,-1.0,11.0
28259,1034653.125,-68.35830849107037,66.78424230342898,-69.52834434245777,0.0,11.0,-1.0,11.0,-1.0,12.0,0.0,12.0,0.0,11.0
28260,781300.9375,10.188943680872008,117.43227141590368,6.096610500995335,1.0,11.0,0.0,11.0,0.0,12.0,1.0,12.0,1.0,11.0
28261,444136.375,11.201190737867394,124.9637287646165,8.750648379115537,2.0,11.0,1.0,11.0,1.0,12.0,2.0,12.0,2.0,11.0
28262,525391.625,55.00605143829615,111.17668653359291,57.24630888434889,3.0,11.0,2.0,11.0,2.0,12.0,3.0,12.0,3.0,11.0
28263,906796.4375,61.57505856985681,174.1671831942988,62.5932859931422,4.0,11.0,3.0,11.0,3.0,12.0,4.0,12.0,4.0,11.0
28264,1711362.0,-1.835599364716524,170.88567468484166,-2.240934413642467,5.0,11.0,4.0,11.0,4.0,12.0,5.0,12.0,5.0,11.0
28265,1477595.25,109.4439597041206,195.22171244121148,108.5524435734346,6.0,11.0,5.0,11.0,5.0,12.0,6.0,12.0,6.0,11.0
28266,1182646.0,26.782898263723887,195.3359669757476,26.352200912191815,7.0,11.0,6.0,11.0,6.0,12.0,7.0,12.0,7.0,11.0
28267,2807171.5,-92.97252312069284,73.79926734080907,-92.99418471582517,8.0,11.0,7.0,11.0,7.0,12.0,8.0,12.0,8.0,11.0
28268,2119446.0,-78.621482925255,34.10509161356317,-78.72508900910898,9.0,11.0,8.0,11.0,8.0,12.0,9.0,12.0,9.0,11.0
28269,3420512.75,-74.20965979442703,92.27074946585128,-74.33504487010025,10.0,11.0,9.0,11.0,9.0,12.0,10.0,12.0,10.0,11.0
28270,2461692.0,-57.92301595812961,135.07191395186726,-58.43295485381599,11.0,11.0,10.0,11.0,10.0,12.0,11.0,12.0,11.0,11.0
28271,1240891.625,52.962552229329454,130.94085674081327,52.393767666858096,12.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,11.0
28272,1119538.125,109.46329987645575,195.31937556838452,108.98002022039222,13.0,11.0,12.0,11.0,12.0,12.0,13.0,12.0,13.0,11.0
28273,957354.8125,60.850839197092355,192.92162251495446,59.90914288113008,14.0,11.0,13.0,11.0,13.0,12.0,14.0,12.0,14.0,11.0
28274,855642.25,20.733840574141823,140.17360935601297,20.273170533596254,15.0,11.0,14.0,11.0,14.0,12.0,15.0,12.0,15.0,11.0
28275,452451.96875,-55.8157692567229,111.54129412769849,-56.87420342891369,16.0,11.0,15.0,11.0,15.0,12.0,16.0,12.0,16.0,11.0
28276,153206.375,-100.0,161.364674772835,-100.0,17.0,11.0,16.0,11.0,16.0,12.0,17.0,12.0,17.0,11.0
28277,172435.859375,-4.819065422423827,160.9479521144411,-7.45748305869166,18.0,11.0,17.0,11.0,17.0,12.0,18.0,12.0,18.0,11.0
28278,203206.328125,96.94320850767058,154.4359431473783,91.57766448125962,19.0,11.0,18.0,11.0,18.0,12.0,19.0,12.0,19.0,11.0
