,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
nc_degree,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
tot_nit,50799.0,111441.0,245515.84765625,502414.25,1523658.3125,2695106.125,3409592.0,3937434.75,4713297.5,5599257.75,6484184.875,7303155.5,8383024.625,10062781.0,12895194.25,18208642.0,28579501.5,44773110.0,75847160.0,374273728.0
nit_exp,83883.73593750002,293976.56875000003,460476.15312499995,631263.4375,871342.15625,1135756.9,1391722.2125,1681402.9000000001,2021221.7500000002,2376431.75,2767967.7,3266414.1,3921773.625,4732929.8,5851002.5,7197401.600000001,9316842.799999991,12571776.800000025,21616750.399999995,171481584.0
rural_pop,264.99605712890633,1333.773779296875,2668.558984375,4948.509277343752,8232.4189453125,12319.266796875,18336.782812499998,26695.350781250007,38068.08125,54691.53125,75635.49843750002,102974.23437499997,136328.178125,183095.08749999994,248862.140625,347835.0062500001,494810.18124999997,821380.3625000003,1823346.3749999998,16678228.0
